,Speaker Party,Speaker,"('ablehn', 'motion')","('absatz', 'buchstab')","('absatz', 'litera')","('angehor', 'arme')","('anlegerinn', 'anleg')","('annahm', 'motion')","('antrag', 'bundesrat')","('antrag', 'kommission')","('antrag', 'kommissionsmehr')","('antrag', 'mehrheit')","('antrag', 'mind')","('antrag', 'wurd')","('antwort', 'bundesrat')","('arbeitnehmerinn', 'arbeitnehm')","('arme', 'xxi')","('artikel', 'absatz')","('artikel', 'buchstab')","('ausdruck', 'gebracht')","('auslanderinn', 'ausland')","('ausserhalb', 'bauzon')","('automat', 'informationsaustausch')","('beantragt', 'einstimm')","('beantragt', 'kommission')","('beantragt', 'stimm')","('beid', 'rat')","('beim', 'eintret')","('bericht', 'kommission')","('beruf', 'vorsorg')","('beschluss', 'nationalrat')","('best', 'dank')","('bitt', 'antrag')","('bitt', 'dah')","('bitt', 'deshalb')","('bitt', 'dringend')","('bitt', 'mehrheit')","('bitt', 'minderheitsantrag')","('buchstab', 'a')","('buchstab', 'b')","('bund', 'kanton')","('bundesamt', 'justiz')","('bundesrat', 'antrag')","('bundesrat', 'beantragt')","('bundesrat', 'empfiehlt')","('bundesrat', 'folg')","('bundesrat', 'ja')","('bundesrat', 'kommission')","('bundesrat', 'leuenberg')","('bundesrat', 'meinung')","('bundesrat', 'merz')","('bundesrat', 'motion')","('bundesrat', 'standerat')","('bundesrat', 'villig')","('bundesrat', 'vorgeschlag')","('cvpfraktion', 'begrusst')","('cvpfraktion', 'eintret')","('cvpfraktion', 'unterstutzt')","('dank', 'bundesrat')","('daran', 'erinn')","('darauf', 'aufmerksam')","('darauf', 'hinweis')","('darf', 'sag')","('darum', 'bitt')","('de', 'la')","('deshalb', 'bundesrat')","('deshalb', 'glaub')","('differenz', 'nationalrat')","('direkt', 'bundessteu')","('direkt', 'demokrati')","('diskussion', 'einverstand')","('eidgenoss', 'finanzkontroll')","('eidgenoss', 'steuerverwalt')","('einfach', 'sag')","('elt', 'sorg')","('empfiehlt', 'stimm')","('enthalt', 'abgelehnt')","('entsprech', 'antrag')","('entwurf', 'bundesrat')","('erneuerbar', 'energi')","('erwahnt', 'word')","('etwa', 'million')","('etwa', 'prozent')","('europa', 'gerichtshof')","('europa', 'union')","('fakultativ', 'referendum')","('fassung', 'bundesrat')","('fassung', 'mehrheit')","('fassung', 'nationalrat')","('fdpfraktion', 'bitt')","('fdpfraktion', 'empfiehlt')","('fdpfraktion', 'lehnt')","('fdpfraktion', 'mehrheit')","('fdpfraktion', 'unterstutzt')","('folg', 'geb')","('frag', 'herr')","('frag', 'herrn')","('frau', 'bundesprasidentin')","('frau', 'bundesratin')","('frau', 'fetz')","('frau', 'forst')","('frau', 'kollegin')","('frau', 'leutenegg')","('frau', 'nationalratin')","('frau', 'sommaruga')","('ganz', 'klar')","('ganz', 'kurz')","('ganz', 'wichtig')","('geh', 'davon')","('geht', 'darum')","('geht', 'frag')","('geltend', 'recht')","('gemass', 'artikel')","('gesagt', 'word')","('glaub', 'wichtig')","('gross', 'mehrheit')","('grund', 'weshalb')","('herr', 'bieri')","('herr', 'bundesrat')","('herr', 'david')","('herr', 'jenny')","('herr', 'kolleg')","('herr', 'leuenberg')","('herr', 'nationalrat')","('herr', 'stahelin')","('herr', 'standerat')","('herr', 'visch')","('herrn', 'bundesrat')","('herrn', 'david')","('herrn', 'kolleg')","('herrn', 'standerat')","('heut', 'geltend')","('heut', 'morg')","('indirekt', 'gegenvorschlag')","('initiativ', 'folg')","('insof', 'glaub')","('international', 'organisation')","('ja', 'schon')","('jurist', 'person')","('kalt', 'progression')","('kanton', 'bern')","('kanton', 'schwyz')","('kanton', 'thurgau')","('kanton', 'zurich')","('klar', 'meinung')","('kommission', 'antrag')","('kommission', 'beantragt')","('kommission', 'bundesrat')","('kommission', 'empfiehlt')","('kommission', 'folg')","('kommission', 'rechtsfrag')","('kommission', 'stimm')","('kommission', 'wurd')","('kommission', 'zuzustimm')","('kommissionssprech', 'gesagt')","('konsumentinn', 'konsument')","('landlich', 'raum')","('lasst', 'mitteil')","('le', 'conseil')","('lehnt', 'spfraktion')","('leutenegg', 'oberholz')","('liegt', 'schriftlich')","('mehr', 'geld')","('mehrheit', 'cvpfraktion')","('mehrheit', 'fdpfraktion')","('mehrheit', 'folg')","('mehrheit', 'kommission')","('mehrheit', 'spfraktion')","('mehrheit', 'svpfraktion')","('mehrheit', 'unterstutz')","('mehrheit', 'wak')","('mehrheit', 'zuzustimm')","('meinung', 'kommission')","('mieterinn', 'miet')","('milliard', 'frank')","('mind', 'folg')","('minderheitsantrag', 'abzulehn')","('mocht', 'beton')","('mocht', 'bitt')","('mocht', 'daran')","('mocht', 'einfach')","('mocht', 'nochmal')","('motion', 'abzulehn')","('motion', 'anzunehm')","('motion', 'nationalrat')","('nach', 'jahr')","('nam', 'bundesrat')","('nam', 'cvpfraktion')","('nam', 'fdpfraktion')","('nam', 'kommission')","('nam', 'mehrheit')","('nam', 'spfraktion')","('nam', 'svpfraktion')","('nationalrat', 'beschloss')","('nationalrat', 'fassung')","('nationalrat', 'folg')","('nationalrat', 'kommission')","('offent', 'verkehr')","('organisation', 'arbeitswelt')","('parlamentar', 'initiativ')","('patientinn', 'patient')","('postulat', 'uberweis')","('pro', 'helvetia')","('recht', 'gesagt')","('rentnerinn', 'rentn')","('richtig', 'gesagt')","('rund', 'milliard')","('sag', 'sei')","('sbb', 'cargo')","('schluss', 'gekomm')","('schon', 'gesagt')","('schriftlich', 'antwort')","('schriftlich', 'bericht')","('schweiz', 'tourismus')","('schweizer', 'nationalbank')","('seit', 'jahr')","('servic', 'public')","('sicherheitspolit', 'bericht')","('sicherheitspolit', 'kommission')","('sicht', 'bundesrat')","('sicht', 'spfraktion')","('sinn', 'bitt')","('sozialdemokrat', 'fraktion')","('spfraktion', 'antrag')","('spfraktion', 'beantrag')","('spfraktion', 'begrusst')","('spfraktion', 'bitt')","('spfraktion', 'bittet')","('spfraktion', 'eintret')","('spfraktion', 'empfiehlt')","('spfraktion', 'ersuch')","('spfraktion', 'lehnt')","('spfraktion', 'mehrheit')","('spfraktion', 'mind')","('spfraktion', 'minderheitsantrag')","('spfraktion', 'steht')","('spfraktion', 'unterstutzt')","('spfraktion', 'vorlag')","('st', 'gall')","('staatspolit', 'kommission')","('standort', 'schweiz')","('stellung', 'nehm')","('stellungnahm', 'bundesrat')","('stimm', 'abgelehnt')","('stimm', 'enthalt')","('svpfraktion', 'antrag')","('svpfraktion', 'beantrag')","('svpfraktion', 'bitt')","('svpfraktion', 'bittet')","('svpfraktion', 'empfiehlt')","('svpfraktion', 'lehnt')","('svpfraktion', 'mehrheit')","('svpfraktion', 'mind')","('svpfraktion', 'unterstutzt')","('svpfraktion', 'vorlag')","('teilt', 'antrag')","('uns', 'kommission')","('uns', 'sicht')","('unterstutzt', 'spfraktion')","('verdeckt', 'ermittl')","('vier', 'jahr')","('volkerrecht', 'vertrag')","('vollig', 'klar')","('vorberat', 'kommission')","('vorlag', 'einzutret')","('vorlauf', 'aufgenomm')","('vorlauf', 'aufnahm')","('vorlieg', 'motion')","('worum', 'geht')","('wurd', 'kommission')","('zwanzig', 'jahr')","('zwei', 'drei')","('zwei', 'drittel')","('zweit', 'saul')"
27,Christlichdemokratische Volkspartei der Schweiz (CVP),Markus Zemp,0,0,0,0,0,1,0,0,0,3,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,7,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,10,1,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,8,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
28,Christlichdemokratische Volkspartei der Schweiz (CVP),Norbert Hochreutener,0,4,2,0,0,2,0,2,10,3,20,0,1,0,0,12,0,0,0,0,0,0,1,0,0,2,0,0,3,0,7,2,6,0,1,0,0,1,1,2,2,1,0,1,0,4,2,0,0,0,2,0,0,0,5,4,0,0,2,2,0,0,0,2,0,0,2,0,0,0,0,1,0,0,1,6,5,0,1,3,1,1,0,0,1,3,0,0,0,0,0,0,5,0,3,0,0,0,0,1,2,0,0,8,2,0,0,16,3,6,3,0,0,2,2,0,12,0,0,0,0,0,0,0,2,3,0,0,0,0,3,0,5,0,1,5,3,0,1,0,0,1,1,2,0,1,0,2,11,3,0,2,2,0,0,0,0,0,3,0,3,11,0,5,13,0,0,1,0,1,0,0,14,3,3,0,1,0,0,0,0,2,0,1,0,10,0,1,2,0,0,0,0,0,1,0,0,12,0,0,0,1,0,0,0,2,2,1,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,1,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,4,0,0,0,4,0,3,1,1,0
29,Christlichdemokratische Volkspartei der Schweiz (CVP),Peter Bieri,36,8,0,0,0,44,6,9,0,8,26,0,32,0,7,44,3,0,1,0,0,27,3,11,12,4,47,0,6,4,2,1,6,0,1,0,8,3,26,2,3,93,0,7,0,2,2,1,10,2,0,1,6,0,0,0,4,3,3,3,0,0,46,1,0,0,0,1,20,0,0,1,0,0,0,1,5,1,1,1,4,0,0,0,2,2,1,0,0,0,0,0,12,0,4,5,11,16,3,1,0,1,4,0,3,0,5,8,1,3,11,4,0,0,2,0,19,2,0,0,2,1,2,0,0,12,1,0,0,1,4,2,4,0,0,0,1,0,0,0,0,1,0,5,52,6,0,1,3,4,3,5,1,3,1,2,1,0,0,39,2,0,0,2,15,0,0,0,0,5,1,0,17,2,1,0,23,1,0,0,14,19,6,9,0,0,0,4,0,0,0,2,0,5,4,12,0,22,0,0,32,1,0,0,2,2,1,1,3,28,49,1,0,5,1,2,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,9,0,0,0,0,0,0,0,0,0,0,1,23,0,0,0,9,0,0,18,7,0,0,3,0,1,2,3,0,0
30,Christlichdemokratische Volkspartei der Schweiz (CVP),Philipp Stähelin,3,13,1,0,0,16,1,3,0,12,14,0,10,0,1,75,1,6,1,0,0,9,4,2,4,11,1,4,1,2,7,1,22,0,6,0,12,8,24,6,7,4,0,2,2,2,0,1,14,2,1,1,5,0,0,0,20,4,1,0,1,1,2,6,0,3,5,5,0,0,4,0,0,0,1,9,13,7,0,0,0,0,1,6,7,3,3,0,0,0,0,0,5,0,2,2,5,11,1,6,0,0,3,8,8,3,22,28,6,8,16,4,0,1,6,0,24,3,3,12,1,0,0,0,0,9,1,5,0,3,15,1,0,0,21,6,0,0,1,2,13,1,1,2,23,2,0,0,1,2,1,0,0,3,0,0,0,0,0,0,2,0,0,3,5,0,0,1,3,5,7,0,25,1,0,0,2,2,1,1,3,2,2,4,0,0,0,8,0,0,0,0,0,2,6,1,0,19,1,0,0,1,2,1,8,0,0,1,0,0,6,0,1,5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,4,10,1,7,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,12,4,2,1,2,0,0,2,10,4,3,6,2,3
31,Christlichdemokratische Volkspartei der Schweiz (CVP),Reto Wehrli,0,4,4,0,0,2,0,0,1,6,25,0,0,0,0,18,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0,1,0,1,1,4,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,3,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,3,1,0,0,1,1,2,3,1,0,0,0,0,1,0,0,3,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,3,0,0,1,0,1,0,0,18,0,1,0,0,0,0,0,0,0,0,1,0,3,0,1,3,0,0,0,1,0,1,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,1,6,0,1,1,1,2
32,Christlichdemokratische Volkspartei der Schweiz (CVP),Rolf Escher,2,14,5,0,0,3,4,19,3,5,11,3,0,0,0,59,6,0,0,0,0,6,8,2,6,1,0,0,5,0,3,0,0,0,0,0,3,3,2,4,0,5,0,0,1,2,1,1,5,0,1,0,2,0,0,0,2,0,1,1,0,2,0,0,0,6,0,0,0,0,0,0,0,1,0,2,3,2,0,1,3,0,0,0,5,6,8,0,0,0,0,0,0,0,2,0,0,1,1,3,0,0,0,0,4,0,0,4,6,0,4,0,0,8,0,1,7,0,0,7,0,0,0,0,0,3,0,4,0,0,2,0,0,0,0,0,1,0,1,0,0,2,0,9,30,5,10,3,0,7,2,2,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,1,0,21,2,0,0,1,0,0,0,5,2,0,1,0,0,0,1,0,0,0,4,12,5,12,2,0,2,0,0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,1,0,0,1,5,7,0,7,1,0
33,Christlichdemokratische Volkspartei der Schweiz (CVP),Rosmarie Zapfl,0,0,0,0,0,1,1,0,1,1,6,0,0,1,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,2,0,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,1,0,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,1,4,0,3,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0,2,1,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,7,0,0,0,1,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,0,0,1,3,0,0,0,0
34,Christlichdemokratische Volkspartei der Schweiz (CVP),Ruedi Lustenberger,1,4,6,0,0,1,1,3,3,8,25,0,0,4,0,35,0,0,2,0,0,0,3,3,4,2,0,3,0,0,9,0,1,0,3,5,5,0,1,2,1,1,0,0,1,2,11,0,8,1,2,0,2,0,3,15,0,5,2,2,1,0,0,2,0,0,0,3,0,0,0,0,0,2,0,4,4,18,0,2,3,0,0,3,3,0,2,0,0,0,0,0,18,4,5,0,2,0,0,3,0,0,0,4,5,0,5,8,2,4,1,1,0,2,2,0,33,0,0,1,4,0,0,1,3,7,0,0,0,0,2,4,10,0,0,0,0,0,1,0,0,3,2,3,7,1,8,0,0,3,0,0,0,3,2,0,0,0,0,0,0,7,0,4,20,0,1,1,0,4,0,0,5,1,5,0,0,0,2,0,0,1,0,2,0,4,0,1,3,0,0,1,0,0,0,0,0,45,0,0,0,0,0,1,1,2,0,0,0,0,1,0,0,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,6,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,17,9,4,4,2,2,3,5,1,0,0
35,Christlichdemokratische Volkspartei der Schweiz (CVP),Ruth Humbel,0,0,5,0,0,0,1,7,10,8,20,0,0,0,0,39,1,0,0,0,0,1,0,4,1,3,0,0,0,0,7,17,0,0,1,0,0,0,2,1,0,0,0,1,0,1,0,0,0,2,1,0,1,0,3,34,0,2,0,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,1,0,1,1,2,0,1,7,1,0,2,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,4,0,0,2,0,0,1,0,0,2,0,0,6,1,1,2,0,6,2,4,0,0,0,0,0,0,2,0,1,4,0,0,20,0,0,2,0,1,0,0,4,0,4,0,2,2,0,3,0,4,0,3,0,3,0,5,1,0,0,0,0,0,0,0,0,7,28,3,0,0,0,0,2,0,0,3,1,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,15,0,0,0,0,6,1,1,0,0
36,Christlichdemokratische Volkspartei der Schweiz (CVP),Ruth Metzler-Arnold,0,0,0,0,0,1,1,2,0,1,4,0,0,0,0,4,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3,0,8,0,0,0,0,0,3,3,0,1,0,1,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,5,0,0,1,4,1,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,2,2,0,0,0,0,0,1,0,0
37,Christlichdemokratische Volkspartei der Schweiz (CVP),Sep Cathomas,0,1,0,0,0,2,1,0,1,21,18,0,0,0,0,10,0,1,0,3,0,1,2,4,2,0,0,0,2,0,7,0,0,1,1,0,4,1,1,0,1,2,0,2,0,0,0,0,4,1,0,0,1,3,0,15,1,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,1,0,0,8,31,1,3,4,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,7,0,0,2,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,5,1,1,1,0,1,0,0,0,0,4,0,0,0,0,0,0,1,0,0,8,0,0,2,0,4,0,0,13,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,1,0,1,1,0
38,Christlichdemokratische Volkspartei der Schweiz (CVP),Theo Maissen,0,3,5,3,0,3,6,10,1,3,10,1,5,0,5,33,0,1,0,2,0,0,0,1,4,6,1,0,5,2,8,1,10,0,0,0,1,1,14,0,0,0,0,3,0,1,5,0,2,0,1,0,2,0,0,0,6,1,1,9,0,1,0,2,0,2,0,0,0,0,0,1,0,1,0,3,5,4,3,4,1,6,7,0,0,0,1,0,0,0,0,0,2,0,0,2,16,8,5,1,0,1,2,22,13,2,8,20,3,2,5,5,0,0,2,0,35,0,1,6,0,0,0,0,0,5,0,0,0,1,4,0,1,0,5,2,0,0,1,1,0,0,0,2,4,4,1,4,0,1,2,2,0,1,18,0,0,0,0,1,1,0,0,0,5,0,0,0,0,3,1,0,35,3,0,0,4,0,9,0,0,1,2,3,0,0,0,6,0,0,0,2,0,8,2,4,0,5,1,0,0,1,0,0,6,1,0,3,0,0,2,5,0,8,4,1,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,3,1,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,6,0,0,0,6,2,2,6,7,0
39,Christlichdemokratische Volkspartei der Schweiz (CVP),Thérèse Meyer-Kaelin,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,Christlichdemokratische Volkspartei der Schweiz (CVP),Urs Hany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,Christlichdemokratische Volkspartei der Schweiz (CVP),Urs Schwaller,5,2,0,0,0,9,7,4,2,3,7,0,2,4,11,20,0,0,0,0,0,2,4,0,2,0,1,0,5,4,0,2,5,0,0,0,2,3,36,0,0,0,0,1,0,1,0,0,12,0,0,0,0,0,0,0,4,1,0,1,0,0,25,2,0,1,5,0,0,0,0,0,4,0,0,5,5,6,0,3,4,0,0,0,0,0,10,0,0,0,0,0,5,0,2,0,2,0,2,1,0,0,0,8,11,2,4,11,1,1,3,1,0,2,0,0,12,0,0,1,1,0,0,0,0,5,0,1,0,1,26,2,4,0,0,0,0,2,0,0,0,1,2,2,7,0,0,5,0,2,0,1,0,0,2,0,1,0,0,0,1,0,0,0,2,0,0,2,0,2,1,0,61,0,3,0,0,0,0,0,2,1,1,16,0,0,0,0,0,0,0,1,0,0,2,1,0,10,0,0,0,0,1,0,8,1,0,0,0,0,1,0,1,6,1,0,5,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,8,0,0,1,4,0,3,4,5,1
42,Christlichdemokratische Volkspartei der Schweiz (CVP),Viola Amherd,0,0,1,0,0,1,1,0,2,4,1,0,0,0,0,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,2,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,4,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0
43,Christlichdemokratische Volkspartei der Schweiz (CVP),Walter Jermann,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
