,Speaker Party,Speaker,"('absatz', 'buchstab')","('angehor', 'arme')","('anlegerinn', 'anleg')","('annahm', 'motion')","('antrag', 'kommissionsmehr')","('antrag', 'mehrheit')","('antrag', 'mind')","('arbeitnehmerinn', 'arbeitnehm')","('arme', 'xxi')","('artikel', 'absatz')","('ausdruck', 'gebracht')","('auslanderinn', 'ausland')","('automat', 'informationsaustausch')","('beantragt', 'stimm')","('beid', 'rat')","('beim', 'eintret')","('beruf', 'vorsorg')","('beschluss', 'nationalrat')","('best', 'dank')","('bitt', 'antrag')","('bitt', 'deshalb')","('bitt', 'dringend')","('bitt', 'minderheitsantrag')","('bund', 'kanton')","('bundesrat', 'beantragt')","('bundesrat', 'folg')","('bundesrat', 'ja')","('bundesrat', 'meinung')","('bundesrat', 'merz')","('bundesrat', 'motion')","('bundesrat', 'standerat')","('bundesrat', 'villig')","('bundesrat', 'vorgeschlag')","('daran', 'erinn')","('darauf', 'aufmerksam')","('darauf', 'hinweis')","('darum', 'bitt')","('de', 'la')","('deshalb', 'bundesrat')","('direkt', 'demokrati')","('eidgenoss', 'finanzkontroll')","('eidgenoss', 'steuerverwalt')","('einfach', 'sag')","('elt', 'sorg')","('entwurf', 'bundesrat')","('erneuerbar', 'energi')","('europa', 'gerichtshof')","('europa', 'union')","('fassung', 'bundesrat')","('folg', 'geb')","('frag', 'herr')","('frag', 'herrn')","('frau', 'bundesprasidentin')","('frau', 'bundesratin')","('frau', 'fetz')","('frau', 'kollegin')","('frau', 'leutenegg')","('frau', 'nationalratin')","('ganz', 'klar')","('ganz', 'wichtig')","('geh', 'davon')","('geht', 'darum')","('geht', 'frag')","('geltend', 'recht')","('gemass', 'artikel')","('gesagt', 'word')","('glaub', 'wichtig')","('gross', 'mehrheit')","('grund', 'weshalb')","('herr', 'bundesrat')","('herr', 'kolleg')","('herr', 'nationalrat')","('herr', 'standerat')","('herr', 'visch')","('herrn', 'standerat')","('heut', 'geltend')","('indirekt', 'gegenvorschlag')","('initiativ', 'folg')","('ja', 'schon')","('kanton', 'bern')","('kanton', 'schwyz')","('kanton', 'zurich')","('klar', 'meinung')","('kommission', 'beantragt')","('kommission', 'folg')","('kommission', 'rechtsfrag')","('kommissionssprech', 'gesagt')","('konsumentinn', 'konsument')","('lehnt', 'spfraktion')","('leutenegg', 'oberholz')","('mehr', 'geld')","('mehrheit', 'folg')","('mehrheit', 'kommission')","('mehrheit', 'spfraktion')","('mehrheit', 'svpfraktion')","('mehrheit', 'wak')","('mehrheit', 'zuzustimm')","('mieterinn', 'miet')","('milliard', 'frank')","('mind', 'folg')","('minderheitsantrag', 'abzulehn')","('mocht', 'bitt')","('mocht', 'daran')","('mocht', 'einfach')","('motion', 'abzulehn')","('motion', 'anzunehm')","('nach', 'jahr')","('nam', 'bundesrat')","('nam', 'spfraktion')","('nam', 'svpfraktion')","('nationalrat', 'folg')","('offent', 'verkehr')","('parlamentar', 'initiativ')","('patientinn', 'patient')","('pro', 'helvetia')","('rentnerinn', 'rentn')","('rund', 'milliard')","('sag', 'sei')","('sbb', 'cargo')","('seit', 'jahr')","('servic', 'public')","('sicherheitspolit', 'bericht')","('sicht', 'bundesrat')","('sicht', 'spfraktion')","('sinn', 'bitt')","('sozialdemokrat', 'fraktion')","('spfraktion', 'antrag')","('spfraktion', 'beantrag')","('spfraktion', 'begrusst')","('spfraktion', 'bitt')","('spfraktion', 'bittet')","('spfraktion', 'eintret')","('spfraktion', 'empfiehlt')","('spfraktion', 'ersuch')","('spfraktion', 'lehnt')","('spfraktion', 'mehrheit')","('spfraktion', 'mind')","('spfraktion', 'minderheitsantrag')","('spfraktion', 'steht')","('spfraktion', 'unterstutzt')","('spfraktion', 'vorlag')","('st', 'gall')","('staatspolit', 'kommission')","('stimm', 'enthalt')","('svpfraktion', 'antrag')","('svpfraktion', 'beantrag')","('svpfraktion', 'bitt')","('svpfraktion', 'bittet')","('svpfraktion', 'empfiehlt')","('svpfraktion', 'lehnt')","('svpfraktion', 'mehrheit')","('svpfraktion', 'mind')","('svpfraktion', 'unterstutzt')","('svpfraktion', 'vorlag')","('teilt', 'antrag')","('uns', 'kommission')","('uns', 'sicht')","('unterstutzt', 'spfraktion')","('vier', 'jahr')","('volkerrecht', 'vertrag')","('vorlauf', 'aufgenomm')","('vorlauf', 'aufnahm')","('worum', 'geht')","('zwanzig', 'jahr')","('zwei', 'drei')","('zweit', 'saul')"
58,Schweizerische Volkspartei (SVP),Yvette Estermann,0,1,0,0,0,0,4,3,0,0,0,7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6,0,3,0,0,2,1,0,5,0,0,2,0,0,3,0,0,2,1,0,2,0,0,1,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,2,0,0,0,1,0,0,0
59,Sozialdemokratische Partei der Schweiz (SP),Andrea Hämmerle,1,0,0,2,1,5,23,1,0,9,0,0,0,0,3,1,0,2,0,1,1,9,1,1,0,0,0,0,0,0,6,0,1,1,1,1,0,0,0,0,0,0,1,0,2,0,0,19,4,1,0,0,3,8,0,0,0,0,4,1,0,1,1,3,1,0,0,2,0,5,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,2,1,1,0,0,1,10,5,0,0,0,2,0,6,1,1,0,1,2,0,2,2,0,7,0,0,10,7,0,0,0,0,0,4,2,4,0,0,0,0,0,1,0,0,4,4,1,0,0,1,1,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,5,3,0
60,Sozialdemokratische Partei der Schweiz (SP),Andreas Gross,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,23,0,0,2,0,0,0,0,0,0,4,0,1,0,4,0,0,0,0,0,8,0,3,0,0,1,0,2,1,4,1,0,0,0,3,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,1,0,0,2,0,0,0,2,1,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,5,2,0
61,Sozialdemokratische Partei der Schweiz (SP),André Daguet,1,0,0,0,1,2,5,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,3,2,3,4,1,3,0,3,0,0,0,0,4,0,0,1,0,0,2,4,1,0,0,0,0,1,1,4,0,0,0,0,1,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,17,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0
62,Sozialdemokratische Partei der Schweiz (SP),Andy Tschümperlin,2,0,0,0,1,0,8,1,0,16,0,8,0,1,2,0,0,0,1,1,1,0,1,2,1,0,0,1,0,0,1,0,0,0,0,0,5,0,0,6,0,0,0,0,0,3,4,1,3,10,0,0,0,2,0,1,0,1,4,0,0,2,0,1,7,0,0,1,0,2,0,0,0,0,0,0,0,8,0,0,6,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,1,0,0,0,0,1,1,1,0,0,0,0,1,33,0,0,0,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,11,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0
63,Sozialdemokratische Partei der Schweiz (SP),Anita Fetz,1,0,0,2,0,10,23,0,0,19,1,4,0,0,12,7,8,4,4,6,10,2,1,7,3,2,5,0,9,4,0,0,3,18,4,8,6,0,1,3,2,2,11,0,6,4,0,0,1,10,4,0,0,27,0,4,0,0,4,15,27,37,2,1,4,13,0,2,3,32,10,0,0,0,0,1,1,6,12,2,0,3,0,3,2,2,14,5,0,0,5,0,7,0,0,0,2,0,146,2,0,5,4,34,5,11,16,0,0,0,5,2,13,1,13,2,5,5,0,31,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,3,2,0,13,0,0,0,14,7,31,6
64,Sozialdemokratische Partei der Schweiz (SP),Anita Thanei,1,0,0,0,0,3,16,3,0,11,0,2,0,3,1,0,0,0,0,2,34,0,6,1,0,1,0,0,0,0,3,0,0,5,0,9,0,0,0,0,0,0,0,3,5,0,0,0,1,18,0,0,0,4,0,0,5,0,0,0,0,2,7,20,3,0,0,0,2,0,0,0,0,1,0,1,4,18,0,1,0,4,0,3,1,12,0,2,0,17,0,25,17,2,0,0,0,30,0,12,1,1,4,0,0,0,1,0,41,0,0,0,29,1,0,0,0,1,0,0,0,0,0,0,2,0,2,2,1,12,0,0,0,0,0,8,7,4,0,3,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,2,0,5,0,0,0,4,3,1,1
65,Sozialdemokratische Partei der Schweiz (SP),Bea Heim,3,0,0,3,3,5,41,1,0,23,0,8,0,6,3,0,0,0,0,11,3,0,2,5,6,2,1,0,0,1,2,0,0,2,0,0,6,0,1,1,3,3,0,0,3,27,3,0,0,12,0,0,1,15,0,0,0,0,5,0,0,4,2,4,6,0,0,0,0,3,0,0,0,0,0,0,4,13,3,2,0,0,0,10,3,2,0,0,2,0,0,1,10,1,0,0,0,0,29,1,0,0,2,1,2,5,3,0,12,0,0,7,48,12,0,10,9,1,2,15,2,0,0,2,4,0,2,3,2,4,1,5,2,0,4,0,5,0,0,6,1,0,52,27,0,0,0,0,0,0,0,0,0,0,0,1,4,0,6,3,1,0,2,0,3,2
66,Sozialdemokratische Partei der Schweiz (SP),Beat Jans,0,0,0,1,1,0,3,0,0,4,0,0,0,0,0,0,0,0,0,1,5,0,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,5,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
67,Sozialdemokratische Partei der Schweiz (SP),Chantal Galladé,1,0,0,0,3,1,14,0,0,4,0,0,0,1,0,1,0,0,0,2,11,0,0,4,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,2,0,1,0,1,0,0,0,1,1,0,2,0,11,2,0,0,0,0,3,1,0,0,0,0,0,0,5,0,3,0,0,1,16,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,1,0,1,4,12,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,1,2,0
68,Sozialdemokratische Partei der Schweiz (SP),Christian Levrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Sozialdemokratische Partei der Schweiz (SP),Christine Goll,0,0,0,0,0,4,11,4,0,5,0,0,0,1,1,0,2,1,0,2,7,0,2,0,0,1,2,0,9,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,1,0,0,0,0,6,0,3,2,2,6,1,0,0,2,6,12,0,0,0,0,0,2,0,2,0,1,0,1,0,0,0,2,0,1,0,0,1,1,7,0,0,0,0,0,16,0,0,2,3,0,1,0,4,0,4,0,0,0,17,13,0,0,1,0,0,2,4,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,4
70,Sozialdemokratische Partei der Schweiz (SP),Claude Janiak,44,1,0,2,1,9,15,1,0,203,6,2,0,2,6,6,0,22,0,6,17,0,0,6,6,7,5,2,4,1,3,0,1,14,8,5,0,1,0,0,0,5,5,0,28,1,5,0,4,10,2,0,0,30,5,2,0,1,6,6,13,31,16,35,26,4,0,4,13,9,36,2,0,0,0,5,12,8,5,2,0,3,1,24,8,90,0,8,0,0,0,8,22,0,0,0,2,0,3,4,2,6,4,10,4,2,6,0,0,0,19,2,33,0,0,0,0,0,1,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,9,0,0,0,0,0,0,0,0,0,0,0,4,1,0,8,0,0,0,2,2,9,0
71,Sozialdemokratische Partei der Schweiz (SP),Corrado Pardini,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,Sozialdemokratische Partei der Schweiz (SP),Daniel Jositsch,2,0,0,0,0,4,15,2,0,3,3,1,0,1,0,0,0,2,0,1,0,1,1,0,0,0,0,1,0,0,6,0,2,0,2,1,0,0,0,0,0,0,1,0,2,0,0,0,0,3,0,0,0,6,0,0,0,0,1,0,0,22,7,12,2,2,0,0,0,3,2,0,0,1,0,1,8,3,0,0,0,3,0,0,0,17,0,9,4,4,0,1,17,1,0,0,1,0,0,0,2,0,1,0,0,3,1,0,6,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,3,1,1,7,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,1,0
73,Sozialdemokratische Partei der Schweiz (SP),Doris Stump,0,0,0,2,1,4,3,0,0,7,0,0,0,0,0,0,0,0,0,0,6,0,2,1,1,0,0,0,0,1,2,0,2,1,1,4,0,0,1,1,0,0,1,0,1,4,3,0,0,6,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,1,1,2,6,0,1,0,2,0,1,0,0,0,0,0,0,0,2,9,0,0,0,0,8,2,1,1,2,1,0,0,0,2,0,1,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,19,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,6,1,0
74,Sozialdemokratische Partei der Schweiz (SP),Edith Graf-Litscher,0,0,0,2,0,0,3,0,0,7,1,0,0,5,0,0,4,0,2,2,5,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,0,0,5,0,0,0,1,0,0,0,0,1,2,0,4,0,0,2,0,0,1,0,6,1,0,0,0,0,0,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,2,1,0,6,0,0,6,12,3,0,4,1,0,2,2,0,0,0,1,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
75,Sozialdemokratische Partei der Schweiz (SP),Eric Nussbaumer,0,0,0,2,0,2,14,0,0,10,2,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,20,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,7,1,1,2,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,4,0,0,0,0,0,0,0,13,8,0,0,0,1,0,6,6,1,0,0,1,0,1,2,0,8,0,0,0,14,0,0,0,0,0,0,4,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,3,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,1,0
76,Sozialdemokratische Partei der Schweiz (SP),Ernst Leuenberger,5,0,0,2,3,1,3,0,0,3,0,0,0,0,0,3,0,9,0,3,0,1,0,0,0,0,1,2,4,0,0,0,0,1,8,1,2,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,0,3,1,2,0,0,5,6,1,2,1,3,1,1,0,2,0,10,3,1,0,0,0,0,7,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,4,0,0,0,2,1,7,0,0,2,0,2,1,1,0,0,0,0,1,6,1,0,0,0,1,0,1,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,3,3,1,0
77,Sozialdemokratische Partei der Schweiz (SP),Evi Allemann,0,1,0,4,0,6,16,0,5,5,0,1,0,1,2,3,0,0,0,4,2,0,2,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,2,1,3,4,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,2,3,0,0,0,2,0,0,0,1,2,1,1,8,2,2,0,0,1,0,5,3,2,0,0,0,1,6,3,0,22,0,0,24,8,0,0,0,2,0,0,2,1,9,0,3,2,1,1,3,3,6,2,1,0,0,3,1,2,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,0,0,0,0,2,0,0
78,Sozialdemokratische Partei der Schweiz (SP),Fabio Pedrina,0,0,0,1,0,2,6,0,0,2,0,0,0,1,0,0,0,0,0,3,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,5,3,0,0,0,1,0,3,1,0,12,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
79,Sozialdemokratische Partei der Schweiz (SP),Hans Stöckli,3,0,0,0,1,1,1,0,0,4,0,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,4,0,0,0,3,0,0,0,0,1,1,0,2,2,0,3,0,0,1,1,4,0,0,1,1,0,0,9,5,0,0,0,0,3,1,0,5,0,0,0,1,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,20,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
80,Sozialdemokratische Partei der Schweiz (SP),Hans Widmer,1,4,0,1,0,7,17,0,2,10,2,0,0,1,1,2,0,0,0,10,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,5,0,5,0,0,1,0,2,0,2,0,0,0,3,8,1,2,0,8,0,0,0,0,10,0,1,3,0,2,0,1,0,0,1,14,8,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,6,0,1,0,1,1,0,1,0,6,5,0,13,0,0,3,14,0,0,0,0,0,0,1,0,3,0,0,12,0,1,0,0,4,0,1,0,0,0,1,2,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0
81,Sozialdemokratische Partei der Schweiz (SP),Hans-Jürg Fehr,0,0,0,1,1,8,37,2,0,9,0,1,0,0,0,0,0,0,0,12,4,0,2,5,1,3,5,1,4,2,0,0,1,8,2,1,10,0,1,5,0,1,3,0,2,2,2,65,1,12,0,0,5,14,0,2,7,0,18,0,2,10,4,6,1,1,0,3,2,13,2,0,1,0,0,1,0,5,8,3,0,3,0,2,2,0,0,2,0,16,3,7,7,0,0,0,4,0,24,2,1,5,3,3,6,3,6,0,0,0,0,0,24,0,0,2,0,5,0,2,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,4,0,0,0,8,1,0,0
82,Sozialdemokratische Partei der Schweiz (SP),Hildegard Fässler-Osterwalder,7,0,0,0,3,8,39,2,0,22,2,2,0,2,0,3,0,0,1,7,8,5,7,5,3,3,4,0,14,5,0,1,1,11,1,3,2,0,2,0,0,3,2,0,6,4,0,0,0,8,2,1,1,24,0,1,5,0,19,0,8,37,2,0,6,7,0,2,1,17,9,0,1,0,0,0,4,7,8,2,1,4,0,1,0,2,1,23,1,16,8,9,7,2,0,7,1,4,22,0,1,57,7,0,2,2,5,0,4,0,0,2,34,0,0,0,2,2,0,10,2,0,0,0,4,0,2,0,0,0,0,2,2,0,0,1,0,1,0,4,0,16,0,14,0,0,0,0,0,0,0,0,1,0,0,4,1,1,5,1,0,0,11,3,3,3
83,Sozialdemokratische Partei der Schweiz (SP),Jacqueline Fehr,2,0,0,3,1,12,35,2,0,9,1,1,0,2,0,3,0,0,0,7,27,0,1,1,1,3,1,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,5,0,0,0,1,13,0,1,0,0,0,0,0,0,4,0,1,11,9,2,1,2,0,8,2,2,0,0,0,0,0,0,0,11,1,0,0,1,3,4,0,0,0,0,0,0,7,6,16,0,1,0,5,0,35,4,0,1,2,1,2,1,4,0,8,1,2,9,31,37,0,0,4,1,2,2,2,0,0,1,7,1,3,1,0,1,1,4,3,0,2,0,1,0,0,13,2,7,0,6,1,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,3,1,0,0
84,Sozialdemokratische Partei der Schweiz (SP),Jean-François Steiert,0,0,0,1,1,1,5,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,7,0,2,0,0,0,1,0,0,0,0,0,0,0,19,1,0,0,0,0,0,2,2,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,3,0,0,2,0,0,2,3,1,2,0,0,0,0,0,0,1,0,6,0,0,0,0,1,0,0,0,0,0,2,1,10,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,2,0,0,0,5,2,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,5
85,Sozialdemokratische Partei der Schweiz (SP),Margret Kiener Nellen,1,1,0,0,2,8,52,8,0,9,2,1,2,1,1,1,0,0,10,8,0,0,2,10,1,3,0,0,10,0,1,2,0,3,0,3,0,7,0,0,3,11,1,0,5,4,2,0,0,5,1,0,1,29,0,3,0,0,7,1,1,14,0,0,5,2,0,3,1,13,39,0,0,1,0,0,1,2,2,6,1,5,0,1,0,1,0,2,1,5,0,3,1,0,0,0,0,1,63,0,3,3,2,1,0,1,9,0,29,0,0,3,15,0,0,5,5,0,0,5,1,0,2,4,0,2,4,5,0,9,11,0,1,0,4,0,4,1,0,12,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,2,3,0,3
86,Sozialdemokratische Partei der Schweiz (SP),Marina Carobbio Guscetti,0,0,0,0,0,4,12,0,0,0,0,0,0,1,0,0,0,2,0,3,1,0,4,1,0,1,0,0,1,1,0,0,1,0,0,0,0,4,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,3,0,1,0,1,0,0,0,1,0,2,0,1,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,6,1,0,0,0,0,8,0,1,0,0,0,0,0,5,0,7,0,0,2,2,7,0,1,0,0,3,1,0,2,0,0,0,0,0,2,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
87,Sozialdemokratische Partei der Schweiz (SP),Mario Fehr,2,0,0,0,0,2,6,0,0,3,0,0,0,1,2,0,0,0,1,7,0,0,0,0,2,0,1,0,0,1,0,0,1,0,1,1,1,0,2,1,0,0,0,0,1,0,0,50,0,0,0,1,4,7,0,0,0,2,2,3,5,11,3,1,0,0,4,3,0,7,2,0,0,0,0,1,0,0,2,0,0,5,0,1,4,0,0,2,0,0,0,2,6,0,1,0,2,0,3,0,0,0,1,1,0,0,6,1,3,1,1,0,4,0,0,0,1,0,0,3,0,0,1,1,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,1,0,3,0
88,Sozialdemokratische Partei der Schweiz (SP),Max Chopard-Acklin,0,2,0,1,2,0,6,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,2,1,2,0,0,4,0,0,0,0,1,0,0,2,1,1,1,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,1,0,0,0,0,25,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,2,0,0,0,0,0,0,1,2,0,2,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
89,Sozialdemokratische Partei der Schweiz (SP),Micheline Calmy-Rey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
