,Speaker Party,Speaker,"('ablehn', 'motion')","('absatz', 'buchstab')","('absatz', 'litera')","('angehor', 'arme')","('anlegerinn', 'anleg')","('annahm', 'motion')","('antrag', 'bundesrat')","('antrag', 'kommission')","('antrag', 'kommissionsmehr')","('antrag', 'mehrheit')","('antrag', 'mind')","('antrag', 'wurd')","('antwort', 'bundesrat')","('arbeitnehmerinn', 'arbeitnehm')","('arme', 'xxi')","('artikel', 'absatz')","('artikel', 'buchstab')","('ausdruck', 'gebracht')","('auslanderinn', 'ausland')","('ausserhalb', 'bauzon')","('automat', 'informationsaustausch')","('beantragt', 'einstimm')","('beantragt', 'kommission')","('beantragt', 'stimm')","('beid', 'rat')","('beim', 'eintret')","('bericht', 'kommission')","('beruf', 'vorsorg')","('beschluss', 'nationalrat')","('best', 'dank')","('bitt', 'antrag')","('bitt', 'dah')","('bitt', 'deshalb')","('bitt', 'dringend')","('bitt', 'mehrheit')","('bitt', 'minderheitsantrag')","('buchstab', 'a')","('buchstab', 'b')","('bund', 'kanton')","('bundesamt', 'justiz')","('bundesrat', 'antrag')","('bundesrat', 'beantragt')","('bundesrat', 'empfiehlt')","('bundesrat', 'folg')","('bundesrat', 'ja')","('bundesrat', 'kommission')","('bundesrat', 'leuenberg')","('bundesrat', 'meinung')","('bundesrat', 'merz')","('bundesrat', 'motion')","('bundesrat', 'standerat')","('bundesrat', 'villig')","('bundesrat', 'vorgeschlag')","('cvpfraktion', 'begrusst')","('cvpfraktion', 'eintret')","('cvpfraktion', 'unterstutzt')","('dank', 'bundesrat')","('daran', 'erinn')","('darauf', 'aufmerksam')","('darauf', 'hinweis')","('darf', 'sag')","('darum', 'bitt')","('de', 'la')","('deshalb', 'bundesrat')","('deshalb', 'glaub')","('differenz', 'nationalrat')","('direkt', 'bundessteu')","('direkt', 'demokrati')","('diskussion', 'einverstand')","('eidgenoss', 'finanzkontroll')","('eidgenoss', 'steuerverwalt')","('einfach', 'sag')","('elt', 'sorg')","('empfiehlt', 'stimm')","('enthalt', 'abgelehnt')","('entsprech', 'antrag')","('entwurf', 'bundesrat')","('erneuerbar', 'energi')","('erwahnt', 'word')","('etwa', 'million')","('etwa', 'prozent')","('europa', 'gerichtshof')","('europa', 'union')","('fakultativ', 'referendum')","('fassung', 'bundesrat')","('fassung', 'mehrheit')","('fassung', 'nationalrat')","('fdpdie', 'liberal')","('fdpfraktion', 'bitt')","('fdpfraktion', 'empfiehlt')","('fdpfraktion', 'lehnt')","('fdpfraktion', 'mehrheit')","('fdpfraktion', 'unterstutzt')","('fdpliberal', 'fraktion')","('folg', 'geb')","('frag', 'herr')","('frag', 'herrn')","('frau', 'bundesprasidentin')","('frau', 'bundesratin')","('frau', 'fetz')","('frau', 'kollegin')","('frau', 'leutenegg')","('frau', 'nationalratin')","('frau', 'sommaruga')","('ganz', 'klar')","('ganz', 'kurz')","('ganz', 'wichtig')","('geh', 'davon')","('geht', 'darum')","('geht', 'frag')","('geltend', 'recht')","('gemass', 'artikel')","('gesagt', 'word')","('glaub', 'wichtig')","('gross', 'mehrheit')","('grund', 'weshalb')","('herr', 'bundesrat')","('herr', 'kolleg')","('herr', 'leuenberg')","('herr', 'nationalrat')","('herr', 'standerat')","('herrn', 'bundesrat')","('herrn', 'kolleg')","('herrn', 'standerat')","('heut', 'geltend')","('heut', 'morg')","('indirekt', 'gegenvorschlag')","('initiativ', 'folg')","('insof', 'glaub')","('international', 'organisation')","('ja', 'schon')","('jurist', 'person')","('kalt', 'progression')","('kanton', 'bern')","('kanton', 'schwyz')","('kanton', 'thurgau')","('kanton', 'zurich')","('klar', 'meinung')","('kommission', 'antrag')","('kommission', 'beantragt')","('kommission', 'bundesrat')","('kommission', 'empfiehlt')","('kommission', 'folg')","('kommission', 'rechtsfrag')","('kommission', 'stimm')","('kommission', 'wurd')","('kommission', 'zuzustimm')","('kommissionssprech', 'gesagt')","('konsumentinn', 'konsument')","('landlich', 'raum')","('le', 'conseil')","('lehnt', 'spfraktion')","('leutenegg', 'oberholz')","('liegt', 'schriftlich')","('mehr', 'geld')","('mehrheit', 'cvpfraktion')","('mehrheit', 'fdpfraktion')","('mehrheit', 'folg')","('mehrheit', 'kommission')","('mehrheit', 'spfraktion')","('mehrheit', 'svpfraktion')","('mehrheit', 'unterstutz')","('mehrheit', 'wak')","('mehrheit', 'zuzustimm')","('meinung', 'kommission')","('mieterinn', 'miet')","('milliard', 'frank')","('mind', 'folg')","('minderheitsantrag', 'abzulehn')","('mocht', 'beton')","('mocht', 'bitt')","('mocht', 'daran')","('mocht', 'einfach')","('mocht', 'nochmal')","('motion', 'abzulehn')","('motion', 'anzunehm')","('motion', 'nationalrat')","('nach', 'jahr')","('nam', 'bundesrat')","('nam', 'cvpfraktion')","('nam', 'fdpfraktion')","('nam', 'fdpliberal')","('nam', 'kommission')","('nam', 'mehrheit')","('nam', 'spfraktion')","('nam', 'svpfraktion')","('nationalrat', 'beschloss')","('nationalrat', 'fassung')","('nationalrat', 'folg')","('nationalrat', 'kommission')","('offent', 'verkehr')","('organisation', 'arbeitswelt')","('parlamentar', 'initiativ')","('patientinn', 'patient')","('postulat', 'uberweis')","('pro', 'helvetia')","('recht', 'gesagt')","('rentnerinn', 'rentn')","('richtig', 'gesagt')","('rund', 'milliard')","('sag', 'sei')","('sbb', 'cargo')","('schluss', 'gekomm')","('schon', 'gesagt')","('schriftlich', 'antwort')","('schriftlich', 'bericht')","('schweiz', 'tourismus')","('schweizer', 'nationalbank')","('seit', 'jahr')","('servic', 'public')","('sicherheitspolit', 'bericht')","('sicherheitspolit', 'kommission')","('sicht', 'bundesrat')","('sicht', 'spfraktion')","('sinn', 'bitt')","('sozialdemokrat', 'fraktion')","('spfraktion', 'antrag')","('spfraktion', 'beantrag')","('spfraktion', 'begrusst')","('spfraktion', 'bitt')","('spfraktion', 'bittet')","('spfraktion', 'eintret')","('spfraktion', 'empfiehlt')","('spfraktion', 'ersuch')","('spfraktion', 'lehnt')","('spfraktion', 'mehrheit')","('spfraktion', 'mind')","('spfraktion', 'minderheitsantrag')","('spfraktion', 'steht')","('spfraktion', 'unterstutzt')","('spfraktion', 'vorlag')","('st', 'gall')","('staatspolit', 'kommission')","('standort', 'schweiz')","('stellung', 'nehm')","('stellungnahm', 'bundesrat')","('stimm', 'abgelehnt')","('stimm', 'enthalt')","('svpfraktion', 'antrag')","('svpfraktion', 'beantrag')","('svpfraktion', 'bitt')","('svpfraktion', 'bittet')","('svpfraktion', 'empfiehlt')","('svpfraktion', 'lehnt')","('svpfraktion', 'mehrheit')","('svpfraktion', 'mind')","('svpfraktion', 'unterstutzt')","('svpfraktion', 'vorlag')","('uns', 'kommission')","('uns', 'sicht')","('unterstutzt', 'spfraktion')","('verdeckt', 'ermittl')","('vier', 'jahr')","('volkerrecht', 'vertrag')","('vollig', 'klar')","('vorberat', 'kommission')","('vorlag', 'einzutret')","('vorlauf', 'aufgenomm')","('vorlauf', 'aufnahm')","('vorlieg', 'motion')","('worum', 'geht')","('wurd', 'kommission')","('zwanzig', 'jahr')","('zwei', 'drei')","('zwei', 'drittel')","('zweit', 'saul')"
28,Christlichdemokratische Volkspartei der Schweiz (CVP),Markus Ritter,0,9,0,0,0,1,3,1,2,11,5,1,0,0,0,28,1,0,0,0,5,0,0,2,4,0,0,0,3,1,1,3,1,0,0,0,4,9,3,0,2,3,0,2,0,0,0,0,0,0,3,0,2,0,1,8,1,1,0,2,0,0,0,1,0,0,4,3,0,0,7,0,0,0,0,2,1,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,1,0,2,0,0,0,0,0,2,1,3,1,4,6,0,0,2,0,8,2,0,0,0,0,0,0,1,1,12,0,0,0,1,7,0,0,0,0,0,3,0,1,0,1,3,0,1,0,0,0,4,3,0,0,0,0,0,2,0,14,8,0,0,14,1,0,0,0,23,1,1,0,0,0,2,0,0,0,0,3,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,12,3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,0,1,0,0,1,1,2,7,3,0,0
29,Christlichdemokratische Volkspartei der Schweiz (CVP),Martin Candinas,1,3,1,0,0,2,1,0,3,0,3,0,1,1,0,4,0,1,0,0,0,0,1,2,2,0,0,0,0,0,1,1,0,0,0,0,0,1,11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,6,1,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2,1,1,0,0,0,0,0,2,0,0,0,0,0,0,1,1,2,5,0,0,0,0,0,1,0,0,0,2,0,2,0,3,1,0,2,1,0,0,0,1,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,4,0,5,0,8,0,0,2,0,0,0,0,0,0,2,50,0,16,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,34,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,1,2,0,0,1,1,0,3,1,0,0
30,Christlichdemokratische Volkspartei der Schweiz (CVP),Nicolo Paganini,0,1,0,3,0,0,0,0,0,2,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
31,Christlichdemokratische Volkspartei der Schweiz (CVP),Peter Hegglin,0,0,0,2,0,2,7,6,3,5,6,0,4,0,0,12,0,1,1,0,4,0,0,0,1,0,1,2,5,6,0,0,1,0,1,0,0,0,15,0,2,2,0,3,3,1,1,1,0,3,0,0,4,0,0,0,6,2,0,3,0,0,0,1,1,1,7,0,0,3,5,1,0,0,0,1,9,0,0,5,3,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,3,1,0,0,0,0,1,0,0,1,0,0,3,6,3,3,2,0,1,0,0,0,0,1,0,0,2,1,0,0,0,1,4,2,0,1,1,1,6,2,2,0,0,0,4,1,0,0,1,1,6,0,0,0,0,0,1,0,0,6,4,0,0,1,3,1,1,0,38,12,0,3,0,1,2,0,2,5,0,9,0,0,0,0,1,0,0,0,1,0,7,0,8,0,1,0,0,0,0,1,0,2,3,0,1,8,0,0,0,1,3,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,1,7,0,7,0,0,0,0,0,0,0,0,0,0,1,3,0,0,8,0,0,8,4,0,0,1,0,1,14,2,2,4
32,Christlichdemokratische Volkspartei der Schweiz (CVP),Philipp Kutter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33,Christlichdemokratische Volkspartei der Schweiz (CVP),Pirmin Bischof,12,20,1,0,0,5,10,11,4,10,14,0,7,0,0,73,8,0,2,0,5,25,34,25,15,4,0,3,15,0,6,3,0,0,28,2,15,14,26,17,1,15,1,13,3,6,1,2,0,0,1,0,3,0,0,0,3,1,0,2,1,0,0,2,0,10,3,1,0,12,5,1,0,0,6,6,18,0,2,4,15,3,14,25,1,1,5,0,0,0,0,0,0,0,14,0,0,2,9,2,7,0,0,0,2,1,0,3,3,25,37,6,13,0,8,1,10,4,0,0,0,2,1,0,4,10,3,3,0,0,6,8,0,0,1,0,5,0,9,78,4,3,11,1,36,5,2,5,4,0,0,0,1,0,0,0,0,38,46,0,0,1,0,1,2,2,46,3,4,0,0,1,3,0,14,11,8,9,0,0,0,0,11,2,0,0,9,5,51,9,0,0,20,2,0,0,4,5,13,1,0,0,3,1,0,1,9,4,3,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,1,12,3,7,112,0,0,0,0,0,0,0,0,0,0,9,1,0,0,3,2,0,0,26,1,0,5,11,7,9,5,1,9
34,Christlichdemokratische Volkspartei der Schweiz (CVP),Roberto Schmidt,0,0,0,0,0,0,3,0,0,2,8,0,0,0,0,2,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,2,0,0,1,0,0,2,2,0,0,0,0,2,1,0,0,0,0,0,0,0,1,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,0,1,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,1,0,0
35,Christlichdemokratische Volkspartei der Schweiz (CVP),Ruth Humbel,1,31,0,0,0,2,3,3,18,7,22,9,1,1,0,117,3,0,0,0,0,2,8,12,12,7,1,8,6,0,5,13,0,0,1,0,10,9,14,4,1,3,0,2,1,0,0,1,0,0,11,0,3,0,3,17,1,3,0,12,0,0,0,1,0,0,0,3,0,1,0,2,0,1,11,1,1,0,0,0,1,5,4,1,6,2,5,0,0,0,0,0,0,3,16,0,1,0,3,0,4,0,0,0,2,0,0,1,8,5,14,28,1,0,3,0,2,1,0,0,0,2,0,0,4,2,1,12,0,0,0,0,0,1,0,1,3,4,3,9,1,1,5,0,17,7,0,0,1,0,0,0,0,0,1,1,0,8,12,0,0,1,0,0,0,0,51,5,0,3,0,2,3,4,0,4,0,0,0,3,0,0,3,0,0,0,2,12,0,1,0,0,62,32,0,0,0,9,0,6,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,9,59,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,8,0,1,7,10,4,0,0,3,4,0,2,35
36,Christlichdemokratische Volkspartei der Schweiz (CVP),Stefan Engler,6,4,7,0,0,7,2,5,3,4,8,0,2,2,0,67,0,6,11,1,0,0,2,2,7,1,1,0,2,2,6,0,1,0,4,0,0,1,32,1,2,1,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,1,0,0,0,0,4,5,0,0,0,1,6,1,0,0,0,0,5,1,0,1,2,8,1,0,2,1,3,0,0,0,0,0,0,0,8,1,2,5,14,0,0,0,0,0,1,4,0,3,20,16,24,6,1,2,1,15,13,40,0,0,0,0,8,0,0,2,7,5,2,0,5,1,0,2,0,0,4,6,3,9,3,0,3,16,1,2,0,1,4,4,0,0,0,0,1,0,0,6,10,0,0,0,0,0,2,0,18,5,0,0,16,0,4,0,4,3,1,2,0,0,0,0,1,1,0,0,3,5,9,1,16,0,54,0,0,0,6,0,1,1,1,1,3,4,0,0,8,5,2,33,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,8,0,0,0,9,7,0,6,8,16,1,1,9,4,10,8,1,0
37,Christlichdemokratische Volkspartei der Schweiz (CVP),Stefan Müller-Altermatt,0,9,0,0,0,1,0,0,1,4,9,10,1,0,0,43,0,0,0,4,0,0,0,3,2,2,0,0,4,2,0,0,0,0,3,2,2,1,5,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,3,4,5,19,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,18,0,1,0,0,0,0,0,2,0,4,8,4,3,1,0,0,2,2,0,0,0,0,0,0,0,1,2,1,2,0,0,2,0,0,5,0,1,0,0,2,3,1,1,0,0,15,2,0,1,3,0,0,0,0,0,0,0,0,4,20,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,4,0,1,0,0,8,4,0,0,0,1,0,1,0,0,10,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,1,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,11,12,0,0,0,0,0,0,0,1,0,0,3,0,0,0,5,2,0,0,4,0,0,0,0,9,0,0,0,1
38,Christlichdemokratische Volkspartei der Schweiz (CVP),Thomas Ammann,2,6,1,0,0,0,1,1,3,1,8,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,2,0,0,0,0,0,0,0,6,0,1,0,0,0,2,0,0,3,0,0,0,0,0,0,1,0,5,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,2,1,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
39,Christlichdemokratische Volkspartei der Schweiz (CVP),Viola Amherd,7,2,4,0,0,4,2,5,3,5,8,0,1,0,0,34,0,0,0,0,0,2,0,1,3,3,0,0,0,3,9,0,0,0,3,5,0,2,10,0,0,11,1,2,1,0,0,0,0,7,1,0,2,1,0,3,0,0,1,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,6,0,1,0,1,0,2,0,0,2,6,3,3,8,0,0,0,1,0,1,0,3,4,0,0,3,3,1,0,6,0,1,0,0,0,0,0,0,0,0,1,2,1,0,3,10,6,1,0,3,0,2,0,0,0,0,2,0,0,11,3,0,0,0,0,3,0,0,11,3,3,0,0,0,0,0,15,3,0,3,7,5,0,0,4,0,0,0,1,0,0,3,4,0,21,3,0,0,0,0,0,3,0,0,2,0,0,0,0,0,1,14,2,14,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,14,0,0,7,0,0,8,2,1,0
40,Christlichdemokratische Volkspartei der Schweiz (CVP),Walter Thurnherr,13,2,0,0,0,1,0,1,0,2,0,0,2,0,0,13,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,6,1,2,18,1,1,0,1,0,3,0,8,0,0,1,0,0,0,0,2,4,2,0,0,0,3,0,0,0,5,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,6,0,1,1,0,0,0,9,10,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,18,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,3,0,0,0,1,0,1,0,0,0,2,0,6,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,7,0,2,4,7,1,0
41,FDP.Die Liberalen (FDP-Liberale),Albert Vitali,1,0,0,0,0,0,10,1,1,13,18,3,0,0,0,4,0,1,1,0,0,2,1,2,2,0,0,1,11,7,8,1,0,1,7,1,0,0,5,0,0,3,0,2,1,0,0,0,0,0,3,0,4,0,0,0,3,2,0,0,0,7,0,0,0,0,7,0,0,26,2,0,0,0,1,0,18,0,0,4,10,0,0,0,0,0,0,3,0,0,1,0,5,101,0,1,0,0,2,0,11,0,0,0,6,0,0,0,0,1,1,2,0,2,1,0,1,5,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,12,1,1,0,0,2,0,1,3,0,0,0,0,0,0,1,0,1,0,1,4,4,0,0,0,0,1,0,0,91,0,3,0,2,1,0,0,0,1,1,2,0,0,1,2,0,0,0,0,1,0,2,0,0,0,1,0,0,1,0,0,0,12,0,0,0,2,0,0,0,5,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,3,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0
42,FDP.Die Liberalen (FDP-Liberale),Andrea Caroni,0,2,0,0,0,2,0,4,2,5,6,1,0,0,0,10,0,1,1,0,0,0,2,0,8,0,1,0,1,0,0,9,0,0,9,1,3,4,1,4,2,3,0,1,3,1,0,0,0,4,0,0,0,0,0,0,4,3,1,1,3,0,0,0,0,1,3,2,0,1,3,2,0,1,1,2,1,0,0,0,0,8,0,2,2,0,0,0,0,0,0,0,0,3,15,1,2,0,15,0,0,0,0,0,1,11,5,2,6,2,13,0,1,0,1,3,22,7,0,0,0,4,0,0,1,0,1,7,0,0,14,2,6,1,0,0,1,0,3,1,5,2,4,5,7,2,0,1,0,0,0,0,0,0,1,0,0,11,6,0,0,2,0,0,2,0,4,1,0,0,2,1,1,0,7,7,2,0,0,0,0,0,9,1,0,0,0,1,10,6,0,0,27,0,0,0,0,0,3,0,5,0,0,2,1,0,0,0,2,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,0,19,0,0,0,0,0,0,0,0,0,0,2,4,0,0,1,9,0,1,7,0,0,4,2,6,1,3,1,0
43,FDP.Die Liberalen (FDP-Liberale),Beat Walti,1,3,1,0,0,0,3,1,2,9,33,0,0,0,0,40,3,0,0,0,24,0,0,3,0,3,0,0,0,0,6,0,3,0,2,3,1,1,7,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,4,0,4,0,0,5,1,1,0,7,1,0,0,1,0,0,5,1,3,5,0,0,3,5,0,0,0,0,1,0,2,0,0,0,1,1,44,5,0,0,0,0,0,7,2,0,0,0,2,2,2,7,8,1,2,1,0,0,2,3,3,0,0,0,2,0,0,2,2,0,5,0,0,2,3,0,0,0,0,0,0,3,4,0,3,4,0,3,1,0,0,2,0,2,0,4,0,2,0,3,10,25,0,0,4,2,0,0,0,13,0,8,0,2,4,4,2,1,1,0,1,0,0,0,8,1,3,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,3,0,0,1,0,0,0,3,1,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,1,2,2,0,1,1,0
44,FDP.Die Liberalen (FDP-Liberale),Bruno Pezzatti,0,4,0,0,0,2,9,1,19,1,13,0,0,0,0,11,0,0,0,0,0,1,1,1,0,0,0,1,2,0,0,0,1,0,0,1,1,1,1,1,1,10,0,1,0,1,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,1,1,2,12,0,0,1,2,2,0,0,0,0,0,4,0,1,1,2,0,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,2,2,0,0,3,0,0,0,0,28,0,2,0,0,0,0,0,0,1,0,2,0,0,0,5,1,0,0,0,1,0,0,0,0,0,7,2,0,0,0,4,0,6,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,4,4,2,0,0,0,0,0,0,0,1
45,FDP.Die Liberalen (FDP-Liberale),Christa Markwalder,0,8,2,0,0,0,3,0,8,3,9,3,0,0,0,53,0,0,0,0,0,0,1,1,5,2,3,1,0,0,6,2,10,0,1,0,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,5,0,0,0,4,0,0,0,0,2,0,0,0,1,0,3,3,1,5,0,0,0,0,0,3,0,1,1,0,1,5,0,0,0,0,23,2,1,0,0,16,0,1,1,0,0,0,0,0,0,3,1,4,14,0,0,5,0,4,3,0,0,0,1,0,0,0,5,18,1,0,8,0,2,0,1,0,0,2,1,5,2,0,3,6,20,10,4,0,0,6,0,1,0,9,0,0,0,1,7,19,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,3,0,2,0,0,3,10,4,3,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,11,16,0,0,0,0,0,0,0,0,0,0,7,6,0,0,6,1,0,3,10,0,0,0,0,3,5,1,0,0
