,Speaker Party,Speaker,"('ablehn', 'motion')","('absatz', 'buchstab')","('absatz', 'litera')","('angehor', 'arme')","('anlegerinn', 'anleg')","('annahm', 'motion')","('antrag', 'bundesrat')","('antrag', 'kommission')","('antrag', 'kommissionsmehr')","('antrag', 'mehrheit')","('antrag', 'mind')","('antrag', 'wurd')","('antwort', 'bundesrat')","('arbeitnehmerinn', 'arbeitnehm')","('arme', 'xxi')","('artikel', 'absatz')","('artikel', 'buchstab')","('ausdruck', 'gebracht')","('auslanderinn', 'ausland')","('ausserhalb', 'bauzon')","('automat', 'informationsaustausch')","('beantragt', 'einstimm')","('beantragt', 'kommission')","('beantragt', 'stimm')","('beid', 'rat')","('beim', 'eintret')","('bericht', 'kommission')","('beruf', 'vorsorg')","('beschluss', 'nationalrat')","('best', 'dank')","('bitt', 'antrag')","('bitt', 'dah')","('bitt', 'deshalb')","('bitt', 'dringend')","('bitt', 'mehrheit')","('bitt', 'minderheitsantrag')","('buchstab', 'a')","('buchstab', 'b')","('bund', 'kanton')","('bundesamt', 'justiz')","('bundesrat', 'antrag')","('bundesrat', 'beantragt')","('bundesrat', 'empfiehlt')","('bundesrat', 'folg')","('bundesrat', 'ja')","('bundesrat', 'kommission')","('bundesrat', 'leuenberg')","('bundesrat', 'meinung')","('bundesrat', 'motion')","('bundesrat', 'standerat')","('bundesrat', 'villig')","('bundesrat', 'vorgeschlag')","('cvpfraktion', 'begrusst')","('cvpfraktion', 'eintret')","('cvpfraktion', 'unterstutzt')","('dank', 'bundesrat')","('daran', 'erinn')","('darauf', 'aufmerksam')","('darauf', 'hinweis')","('darf', 'sag')","('darum', 'bitt')","('de', 'la')","('deshalb', 'bundesrat')","('deshalb', 'glaub')","('differenz', 'nationalrat')","('direkt', 'bundessteu')","('direkt', 'demokrati')","('diskussion', 'einverstand')","('eidgenoss', 'finanzkontroll')","('eidgenoss', 'steuerverwalt')","('einfach', 'sag')","('elt', 'sorg')","('empfiehlt', 'stimm')","('enthalt', 'abgelehnt')","('entsprech', 'antrag')","('entwurf', 'bundesrat')","('erneuerbar', 'energi')","('erwahnt', 'word')","('etwa', 'million')","('etwa', 'prozent')","('europa', 'gerichtshof')","('europa', 'union')","('fakultativ', 'referendum')","('fassung', 'bundesrat')","('fassung', 'mehrheit')","('fassung', 'nationalrat')","('fdpfraktion', 'bitt')","('fdpfraktion', 'empfiehlt')","('fdpfraktion', 'lehnt')","('fdpfraktion', 'mehrheit')","('fdpfraktion', 'unterstutzt')","('folg', 'geb')","('frag', 'herr')","('frag', 'herrn')","('frau', 'bundesprasidentin')","('frau', 'bundesratin')","('frau', 'fetz')","('frau', 'forst')","('frau', 'kollegin')","('frau', 'leutenegg')","('frau', 'nationalratin')","('frau', 'sommaruga')","('ganz', 'klar')","('ganz', 'kurz')","('ganz', 'wichtig')","('geh', 'davon')","('geht', 'darum')","('geht', 'frag')","('geltend', 'recht')","('gemass', 'artikel')","('gesagt', 'word')","('glaub', 'wichtig')","('gross', 'mehrheit')","('grund', 'weshalb')","('herr', 'bieri')","('herr', 'bundesrat')","('herr', 'david')","('herr', 'jenny')","('herr', 'kolleg')","('herr', 'leuenberg')","('herr', 'nationalrat')","('herr', 'stahelin')","('herr', 'standerat')","('herrn', 'bundesrat')","('herrn', 'david')","('herrn', 'kolleg')","('herrn', 'standerat')","('heut', 'geltend')","('heut', 'morg')","('indirekt', 'gegenvorschlag')","('initiativ', 'folg')","('insof', 'glaub')","('international', 'organisation')","('ja', 'schon')","('jurist', 'person')","('kalt', 'progression')","('kanton', 'bern')","('kanton', 'schwyz')","('kanton', 'thurgau')","('kanton', 'zurich')","('klar', 'meinung')","('kommission', 'antrag')","('kommission', 'beantragt')","('kommission', 'bundesrat')","('kommission', 'empfiehlt')","('kommission', 'folg')","('kommission', 'rechtsfrag')","('kommission', 'stimm')","('kommission', 'wurd')","('kommission', 'zuzustimm')","('kommissionssprech', 'gesagt')","('konsumentinn', 'konsument')","('landlich', 'raum')","('lasst', 'mitteil')","('le', 'conseil')","('leutenegg', 'oberholz')","('liegt', 'schriftlich')","('mehr', 'geld')","('mehrheit', 'cvpfraktion')","('mehrheit', 'fdpfraktion')","('mehrheit', 'folg')","('mehrheit', 'kommission')","('mehrheit', 'spfraktion')","('mehrheit', 'svpfraktion')","('mehrheit', 'unterstutz')","('mehrheit', 'wak')","('mehrheit', 'zuzustimm')","('meinung', 'kommission')","('mieterinn', 'miet')","('milliard', 'frank')","('mind', 'folg')","('minderheitsantrag', 'abzulehn')","('mocht', 'beton')","('mocht', 'bitt')","('mocht', 'daran')","('mocht', 'einfach')","('mocht', 'nochmal')","('motion', 'abzulehn')","('motion', 'anzunehm')","('motion', 'nationalrat')","('nach', 'jahr')","('nam', 'bundesrat')","('nam', 'cvpfraktion')","('nam', 'fdpfraktion')","('nam', 'kommission')","('nam', 'mehrheit')","('nam', 'spfraktion')","('nam', 'svpfraktion')","('nationalrat', 'beschloss')","('nationalrat', 'fassung')","('nationalrat', 'folg')","('nationalrat', 'kommission')","('offent', 'verkehr')","('organisation', 'arbeitswelt')","('parlamentar', 'initiativ')","('patientinn', 'patient')","('postulat', 'uberweis')","('pro', 'helvetia')","('recht', 'gesagt')","('rentnerinn', 'rentn')","('richtig', 'gesagt')","('rund', 'milliard')","('sag', 'sei')","('sbb', 'cargo')","('schluss', 'gekomm')","('schon', 'gesagt')","('schriftlich', 'antwort')","('schriftlich', 'bericht')","('schweiz', 'tourismus')","('schweizer', 'nationalbank')","('seit', 'jahr')","('servic', 'public')","('sicherheitspolit', 'bericht')","('sicherheitspolit', 'kommission')","('sicht', 'bundesrat')","('sicht', 'spfraktion')","('sinn', 'bitt')","('sozialdemokrat', 'fraktion')","('spfraktion', 'antrag')","('spfraktion', 'beantrag')","('spfraktion', 'begrusst')","('spfraktion', 'bitt')","('spfraktion', 'bittet')","('spfraktion', 'eintret')","('spfraktion', 'empfiehlt')","('spfraktion', 'ersuch')","('spfraktion', 'lehnt')","('spfraktion', 'mehrheit')","('spfraktion', 'mind')","('spfraktion', 'minderheitsantrag')","('spfraktion', 'steht')","('spfraktion', 'unterstutzt')","('spfraktion', 'vorlag')","('st', 'gall')","('staatspolit', 'kommission')","('standort', 'schweiz')","('stellung', 'nehm')","('stellungnahm', 'bundesrat')","('stimm', 'abgelehnt')","('stimm', 'enthalt')","('svpfraktion', 'antrag')","('svpfraktion', 'beantrag')","('svpfraktion', 'bitt')","('svpfraktion', 'bittet')","('svpfraktion', 'empfiehlt')","('svpfraktion', 'lehnt')","('svpfraktion', 'mehrheit')","('svpfraktion', 'mind')","('svpfraktion', 'unterstutzt')","('svpfraktion', 'vorlag')","('teilt', 'antrag')","('uns', 'kommission')","('uns', 'sicht')","('unterstutzt', 'spfraktion')","('verdeckt', 'ermittl')","('vier', 'jahr')","('volkerrecht', 'vertrag')","('vollig', 'klar')","('vorberat', 'kommission')","('vorlag', 'einzutret')","('vorlauf', 'aufgenomm')","('vorlauf', 'aufnahm')","('vorlieg', 'motion')","('worum', 'geht')","('wurd', 'kommission')","('zwanzig', 'jahr')","('zwei', 'drei')","('zwei', 'drittel')","('zweit', 'saul')"
28,Christlichdemokratische Volkspartei der Schweiz (CVP),Odilo Schmid,0,1,0,0,0,0,0,1,1,7,6,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,4,0,0,0,1,1,0,0,1,0,1,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,0,0,0,2,1,0,1,0,0,1,5,0,4,4,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
29,Christlichdemokratische Volkspartei der Schweiz (CVP),Peter Bieri,1,36,4,3,0,0,4,5,0,15,21,1,8,0,24,148,2,5,2,0,0,8,9,16,6,5,0,1,21,1,4,0,8,0,0,0,18,10,31,6,1,8,0,7,4,4,8,3,0,4,1,2,0,0,0,7,7,3,8,3,2,2,7,1,4,1,0,0,1,0,1,0,3,0,2,13,2,1,10,1,0,3,0,3,3,7,0,0,0,0,0,2,0,1,1,4,0,3,0,0,0,0,16,6,0,8,13,7,2,15,5,0,2,5,0,18,0,0,3,1,0,0,0,6,1,0,0,2,6,8,3,0,1,1,0,0,0,0,0,1,2,7,30,8,5,7,0,6,18,3,0,5,0,0,0,0,1,0,0,0,0,24,0,0,0,0,1,6,0,26,2,0,1,11,3,3,1,2,0,8,18,0,0,0,9,0,0,0,11,0,12,8,19,9,14,0,13,0,6,0,0,6,0,0,6,2,0,4,0,0,1,16,15,9,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,8,1,1,16,0,0,0,0,0,0,0,0,0,0,0,57,1,0,0,18,0,0,14,5,0,0,4,1,4,1,1,0,0
30,Christlichdemokratische Volkspartei der Schweiz (CVP),Peter Hess,1,0,0,0,0,0,7,5,1,4,24,0,3,0,1,32,0,4,0,0,0,14,3,19,6,0,0,1,2,0,2,2,1,0,0,0,0,0,2,0,2,3,0,0,0,0,1,0,0,0,7,0,0,0,1,0,0,6,4,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,16,0,1,0,10,1,0,0,5,3,0,4,0,0,3,5,0,0,4,1,0,0,0,0,17,0,0,0,0,3,0,1,3,0,0,1,0,4,0,10,0,0,0,1,0,1,0,0,1,1,1,45,1,0,0,1,0,0,0,0,0,0,79,0,12,1,2,0,0,3,2,1,0,19,0,1,1,2,12,1,0,0,0,0,0,0,3,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,16,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,3,0,2,0,1,11,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,1,5,0,0,0,1,0,1,4,1,0
31,Christlichdemokratische Volkspartei der Schweiz (CVP),Philipp Stähelin,1,13,3,0,0,0,4,6,3,7,12,1,10,3,5,41,1,0,1,0,0,0,1,1,1,4,1,8,6,0,5,0,7,0,3,2,4,7,14,6,0,2,0,1,0,0,0,1,0,0,3,4,0,0,0,7,0,3,1,3,0,1,0,0,4,1,1,0,1,0,0,0,0,0,1,12,0,0,1,1,5,0,1,3,3,4,0,0,0,0,0,1,0,0,0,8,0,1,3,0,0,0,18,5,0,12,23,4,4,5,1,0,1,0,0,6,0,1,4,3,0,0,0,1,0,2,0,1,8,12,1,0,1,3,2,0,0,0,9,1,0,4,9,2,0,1,0,1,1,1,0,0,2,0,0,0,0,1,0,0,2,5,0,0,1,0,4,2,0,9,1,0,1,1,0,2,2,0,0,0,4,0,0,0,1,0,0,0,1,1,3,1,0,0,3,4,1,0,0,0,0,1,0,0,1,2,1,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,13,0,8,1,1,0,0,1,3,1,0,4,1,1
32,Christlichdemokratische Volkspartei der Schweiz (CVP),Remo Giosué Galli,0,2,0,0,0,0,0,1,0,0,7,0,0,0,0,9,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,5,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,0,0,0,0,0,0,0,0,1,0,7,2,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,2,0,3,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,29,0,0,0,2,2,0,0,0,0,0,1,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0,3,1,2,0,0
33,Christlichdemokratische Volkspartei der Schweiz (CVP),Rolf Escher,0,1,1,0,0,1,1,0,0,1,5,0,1,0,0,3,0,0,0,0,0,2,2,0,4,0,0,0,0,0,1,0,0,0,2,0,0,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,8,0,1,3,1,0,0,3,1,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,2,1,0,0
34,Christlichdemokratische Volkspartei der Schweiz (CVP),Rosmarie Dormann,0,10,0,0,0,0,2,9,7,8,22,1,0,0,0,67,1,0,5,0,0,0,0,1,2,0,0,5,0,0,8,0,5,1,3,1,1,5,1,0,1,0,0,2,0,1,0,0,0,1,1,4,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,5,0,0,0,2,0,0,0,3,0,1,0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,0,14,1,0,3,2,1,7,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,2,0,0,0,0,0,0,0,0,1,0,6,1,2,0,1,0,15,2,5,0,0,0,0,0,0,0,0,4,0,0,46,0,0,1,0,5,0,0,12,0,2,0,1,0,0,0,0,0,0,0,0,3,0,3,2,0,0,0,0,0,2,0,0,8,2,0,4,0,4,0,5,0,0,0,0,0,0,0,3,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,4,0,0,0,2,0,0,1,1,3,6,3,7,22
35,Christlichdemokratische Volkspartei der Schweiz (CVP),Rosmarie Zapfl,0,0,0,0,0,0,1,0,0,1,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,2,1,0,3,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,1,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,2,0,0,2,0,0,0,0,0,2,2,0,5,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,5,0,0,0,0,0,0,1,3,0,1,1,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2
36,Christlichdemokratische Volkspartei der Schweiz (CVP),Rudolf Imhof,1,4,0,0,0,0,1,1,0,0,2,0,0,0,0,5,0,0,0,0,0,1,1,0,5,0,0,0,0,1,3,0,9,0,0,2,2,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,4,0,1,1,4,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,3,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0
37,Christlichdemokratische Volkspartei der Schweiz (CVP),Ruedi Lustenberger,0,0,3,0,0,0,0,2,6,7,27,1,0,0,0,11,0,0,0,0,0,0,0,2,3,1,0,0,0,0,8,0,2,2,0,2,0,0,6,2,1,1,0,1,0,0,6,0,1,5,4,1,1,2,6,0,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,10,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,1,0,2,0,0,0,1,0,0,7,2,0,4,2,5,6,2,0,0,2,0,0,13,0,0,1,0,0,0,1,3,0,0,1,2,3,4,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,5,0,2,7,0,0,0,0,0,2,0,4,0,4,0,4,0,0,0,0,0,0,1,0,10,0,0,1,0,0,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,3,0,0,0,0,0,1,3,0,0
38,Christlichdemokratische Volkspartei der Schweiz (CVP),Ruth Humbel,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Christlichdemokratische Volkspartei der Schweiz (CVP),Ruth Metzler-Arnold,6,15,0,0,0,2,12,42,40,37,57,1,21,7,1,95,3,8,80,0,0,0,1,0,17,5,3,4,11,1,45,15,58,0,26,7,9,3,84,24,12,20,1,5,3,8,0,13,19,19,2,11,0,0,0,1,13,12,68,1,0,1,12,0,5,0,6,0,0,1,3,1,0,0,7,64,0,4,0,4,4,6,1,22,1,5,0,0,0,0,0,9,3,25,0,1,0,2,0,6,2,2,55,8,3,23,55,7,55,10,3,1,3,8,1,3,5,0,0,1,3,1,0,3,3,0,1,14,18,1,6,1,6,5,11,0,14,0,0,17,2,2,18,6,0,32,57,1,5,13,5,3,0,0,0,12,0,1,0,0,19,80,0,0,6,0,4,1,1,6,8,14,21,2,12,2,11,8,1,2,53,22,0,0,0,0,0,0,4,3,4,9,7,0,78,0,12,0,1,0,0,3,0,0,8,8,7,0,0,2,13,0,0,0,30,0,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,1,30,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,28,0,89,14,0,0,24,49,31,34,13,2,3,2,10,7,4
40,Christlichdemokratische Volkspartei der Schweiz (CVP),Theo Maissen,0,1,10,0,0,0,4,7,0,5,7,1,4,0,2,25,1,1,0,0,0,2,3,0,1,2,2,0,9,0,7,0,6,0,3,0,0,0,13,7,0,2,0,1,1,1,8,0,1,0,3,2,0,0,0,2,7,4,5,2,0,1,2,0,0,0,0,0,0,0,8,0,0,0,3,6,6,4,3,4,0,0,1,1,0,0,0,0,0,0,0,6,0,3,1,1,0,4,3,0,0,0,38,2,0,14,27,11,2,8,2,0,0,0,0,27,1,0,0,3,0,0,0,9,1,0,0,0,1,0,1,0,0,0,2,0,10,0,0,7,0,4,2,1,0,1,10,2,3,1,0,1,14,0,0,0,0,2,0,0,1,1,0,0,0,0,3,1,0,39,3,0,0,4,5,12,2,3,0,5,6,0,0,0,0,0,0,0,6,0,2,2,10,3,11,0,13,0,0,0,0,1,5,0,5,0,0,0,3,2,4,21,5,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,3,0,0,0,2,3,1,14,8,0
41,Christlichdemokratische Volkspartei der Schweiz (CVP),Toni Eberhard,0,1,0,0,0,0,1,2,0,2,7,1,3,0,18,10,0,0,0,0,0,0,0,1,3,1,0,3,0,0,2,0,8,0,3,2,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,9,13,4,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,9,0,0,0,3,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,1,0,0,0,3,1,1,0,2,0,0,2,0,2,1,0,0,0,0,1,0,1,8,0,0,10,0,0,1,0,1,0,0,2,0,3,0,2,1,0,1,0,0,0,2,0,11,0,1,4,0,0,0,0,0,0,0,0,13,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,1,0,0,0
42,Christlichdemokratische Volkspartei der Schweiz (CVP),Walter Decurtins,0,0,0,0,0,0,0,0,1,6,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
43,Christlichdemokratische Volkspartei der Schweiz (CVP),Walter Hess,0,2,0,1,0,0,0,3,3,4,14,3,2,0,25,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,7,0,0,0,1,3,0,1,0,0
44,FDP.Die Liberalen (FDP-Liberale),Annemarie Huber-Hotz,2,5,0,0,0,0,16,6,2,1,0,0,2,0,0,36,0,0,3,0,0,0,0,0,7,1,0,0,4,0,14,0,10,0,1,0,0,2,1,1,7,12,0,2,1,6,0,14,5,3,2,1,0,0,0,0,4,0,13,0,0,1,2,0,1,0,10,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,1,0,4,0,0,0,3,0,0,0,2,4,1,2,0,11,1,1,2,0,0,2,6,0,1,0,0,0,1,0,0,0,1,1,0,0,1,2,0,1,0,0,0,1,0,0,0,0,0,1,4,3,11,0,2,2,0,1,6,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,1,6,3,1,1,0,0,3,10,16,0,0,0,0,0,0,0,0,0,1,1,0,7,0,5,0,0,0,0,0,0,0,1,0,3,0,0,1,2,5,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,2,1,0,0,0,0,0,0,0,0,0
45,FDP.Die Liberalen (FDP-Liberale),Christiane Langenberger,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
