,Speaker Party,Speaker,"('absatz', 'artikel')","('absatz', 'buchstab')","('absatz', 'bundesverfass')","('absatz', 'litera')","('absatz', 'streich')","('acht', 'kanton')","('ahv', 'iv')","('allgemein', 'teil')","('allgemein', 'volksinitiativ')","('antrag', 'artikel')","('antrag', 'kommission')","('antrag', 'kommissionsmehr')","('antrag', 'mehrheit')","('antrag', 'mind')","('antrag', 'plattn')","('antrag', 'stell')","('antwort', 'bundesrat')","('arbeitnehmerinn', 'arbeitnehm')","('arme', 'xxi')","('artikel', 'absatz')","('artikel', 'or')","('ausdruck', 'gebracht')","('auseinand', 'gesetzt')","('auslanderinn', 'ausland')","('aussenpolit', 'kommission')","('beantragt', 'einstimm')","('beantragt', 'kommission')","('beantragt', 'stimm')","('beid', 'rat')","('beim', 'bund')","('beim', 'eintret')","('bereit', 'erwahnt')","('bereit', 'heut')","('beschluss', 'nationalrat')","('besteht', 'darin')","('betrag', 'million')","('betroff', 'person')","('bilateral', 'abkomm')","('bitt', 'antrag')","('bitt', 'dah')","('bitt', 'deshalb')","('bitt', 'mehrheit')","('bitt', 'nam')","('botschaft', 'bundesrat')","('brunn', 'christian')","('buchstab', 'a')","('buchstab', 'b')","('buchstab', 'c')","('bund', 'kanton')","('bundesamt', 'auslanderfrag')","('bundesamt', 'fluchtling')","('bundesamt', 'justiz')","('bundesamt', 'polizei')","('bundesprasident', 'leuenberg')","('bundesrat', 'antrag')","('bundesrat', 'bereit')","('bundesrat', 'entwurf')","('bundesrat', 'folg')","('bundesrat', 'leuenberg')","('bundesrat', 'losung')","('bundesrat', 'meinung')","('bundesrat', 'nationalrat')","('bundesrat', 'standerat')","('bundesrat', 'villig')","('bundesratin', 'dreifuss')","('corporat', 'governanc')","('cvpfraktion', 'antrag')","('cvpfraktion', 'beantragt')","('cvpfraktion', 'begrusst')","('cvpfraktion', 'bitt')","('cvpfraktion', 'eintret')","('cvpfraktion', 'lehnt')","('cvpfraktion', 'mehrheit')","('cvpfraktion', 'meinung')","('cvpfraktion', 'unterstutzt')","('d', 'h')","('dafur', 'empfehl')","('dafur', 'verstandnis')","('darauf', 'hingewies')","('darf', 'sag')","('darum', 'geht')","('davon', 'ausgeh')","('de', 'dardel')","('delegiert', 'minist')","('demograph', 'entwickl')","('deshalb', 'meinung')","('deshalb', 'muss')","('deshalb', 'richtig')","('direkt', 'bundessteu')","('diskussion', 'kommission')","('drei', 'jahr')","('einfuhr', 'tarmed')","('einseit', 'massnahm')","('einstimm', 'kommission')","('embryonal', 'stammzell')","('entscheid', 'fall')","('entscheid', 'gefallt')","('entsprech', 'antrag')","('entwurf', 'bundesrat')","('erneuerbar', 'energi')","('erst', 'lesung')","('erst', 'lini')","('erteil', 'rahmenbewill')","('etwa', 'million')","('europa', 'union')","('fassung', 'bundesrat')","('fassung', 'nationalrat')","('fdpfraktion', 'antrag')","('fdpfraktion', 'beantrag')","('fdpfraktion', 'begrusst')","('fdpfraktion', 'bitt')","('fdpfraktion', 'eintret')","('fdpfraktion', 'empfehl')","('fdpfraktion', 'empfiehlt')","('fdpfraktion', 'lehnt')","('fdpfraktion', 'mehrheit')","('fdpfraktion', 'steht')","('fdpfraktion', 'unterstutzt')","('fdpfraktion', 'vorlag')","('flankier', 'massnahm')","('flughaf', 'zurich')","('folg', 'geb')","('frag', 'herrn')","('frank', 'jahr')","('frank', 'mehr')","('frank', 'wenig')","('frau', 'beerli')","('frau', 'brunn')","('frau', 'fassl')","('frau', 'forst')","('frau', 'spoerry')","('freiwill', 'ahv')","('fried', 'sicherheitspolit')","('funf', 'jahr')","('ganz', 'einfach')","('ganz', 'klar')","('ganz', 'kurz')","('ganz', 'schweiz')","('ganz', 'wichtig')","('gefahr', 'straftat')","('gegeb', 'zeit')","('geht', 'darum')","('geht', 'frag')","('geltend', 'recht')","('gemacht', 'word')","('gemass', 'artikel')","('gemass', 'bundesrat')","('gesagt', 'word')","('geschied', 'witw')","('gesetz', 'grundlag')","('gewiss', 'verstandnis')","('gross', 'mehrheit')","('grund', 'dafur')","('grund', 'weshalb')","('herr', 'brandli')","('herr', 'buttik')","('herr', 'david')","('herr', 'hofmann')","('herr', 'kolleg')","('herr', 'leuenberg')","('herr', 'maiss')","('herr', 'merz')","('herr', 'plattn')","('herr', 'reimann')","('herr', 'schluer')","('herr', 'schmid')","('herr', 'schweig')","('herr', 'stadl')","('herr', 'stahelin')","('herr', 'strahm')","('herrn', 'bundesprasident')","('herrn', 'david')","('herrn', 'kolleg')","('herrn', 'leuenberg')","('hess', 'han')","('heut', 'morg')","('initiativ', 'folg')","('inn', 'sich')","('ja', 'schon')","('jurist', 'person')","('kanton', 'gemeind')","('kanton', 'luz')","('kanton', 'uri')","('kanton', 'zurich')","('kenntnis', 'nehm')","('kinderlos', 'witw')","('klar', 'meinung')","('klein', 'kanton')","('kolleg', 'david')","('kolleg', 'leuenberg')","('kolleg', 'maiss')","('kolleg', 'plattn')","('kolleg', 'schmid')","('kommission', 'antrag')","('kommission', 'artikel')","('kommission', 'auffass')","('kommission', 'beantragt')","('kommission', 'bundesrat')","('kommission', 'folg')","('kommission', 'meinung')","('kommission', 'rechtsfrag')","('kommission', 'stimm')","('kommission', 'wurd')","('kommission', 'zuzustimm')","('konstruktiv', 'referendum')","('konsumentinn', 'konsument')","('kurz', 'bemerk')","('landlich', 'raum')","('lang', 'zeit')","('lasst', 'mitteil')","('letzt', 'mal')","('leutenegg', 'oberholz')","('litera', 'b')","('losung', 'find')","('mehr', 'benotigt')","('mehr', 'geld')","('mehrheit', 'bleib')","('mehrheit', 'cvpfraktion')","('mehrheit', 'fdpfraktion')","('mehrheit', 'folg')","('mehrheit', 'kommission')","('mehrheit', 'svpfraktion')","('mehrheit', 'zuzustimm')","('meinung', 'bundesrat')","('meinung', 'kommission')","('meinung', 'mehrheit')","('meinung', 'sei')","('meinung', 'soll')","('mieterinn', 'miet')","('million', 'frank')","('mind', 'i')","('mind', 'ii')","('mind', 'kommission')","('minderheitsantrag', 'abzulehn')","('mitarbeiterinn', 'mitarbeit')","('mitteil', 'mehrheit')","('mocht', 'beliebt')","('mocht', 'daran')","('mocht', 'einfach')","('mocht', 'kurz')","('monist', 'syst')","('motion', 'postulat')","('motion', 'uberweis')","('nach', 'generation')","('nach', 'jahr')","('nam', 'bundesrat')","('nam', 'cvpfraktion')","('nam', 'fdpfraktion')","('nam', 'kommission')","('nam', 'spfraktion')","('nam', 'svpfraktion')","('nation', 'uni')","('nationalrat', 'artikel')","('nationalrat', 'beschloss')","('nationalrat', 'bloch')","('nationalrat', 'folg')","('nationalrat', 'kommission')","('natur', 'person')","('neu', 'artikel')","('neu', 'auslandergesetz')","('neu', 'finanzausgleich')","('neu', 'steu')","('offent', 'verkehr')","('organisation', 'arbeitswelt')","('parlamentar', 'initiativ')","('pensionskass', 'bund')","('postulat', 'uberweis')","('pro', 'helvetia')","('pro', 'jahr')","('rechnung', 'getrag')","('rechnung', 'trag')","('richtig', 'richtung')","('rund', 'milliard')","('sag', 'bundesrat')","('sag', 'darf')","('schluss', 'gekomm')","('schmid', 'carlo')","('schon', 'erwahnt')","('schon', 'gesagt')","('schriftlich', 'bericht')","('schweizer', 'nationalbank')","('sech', 'jahr')","('seit', 'jahr')","('servic', 'public')","('sinkend', 'beitragsskala')","('sinn', 'bitt')","('spfraktion', 'bitt')","('spfraktion', 'mocht')","('spfraktion', 'unterstutzt')","('st', 'gall')","('staatspolit', 'kommission')","('standerat', 'folg')","('stell', 'fest')","('stellung', 'nehm')","('stimm', 'enthalt')","('strukturell', 'defizit')","('svpfraktion', 'antrag')","('svpfraktion', 'bitt')","('svpfraktion', 'bittet')","('svpfraktion', 'empfiehlt')","('svpfraktion', 'lehnt')","('svpfraktion', 'mehrheit')","('svpfraktion', 'mind')","('svpfraktion', 'stimmt')","('svpfraktion', 'unterstutzt')","('teil', 'meinung')","('uberzahl', 'embryon')","('uns', 'kommission')","('verdeckt', 'ermittl')","('verdeckt', 'ermittlungsperson')","('vergang', 'jahr')","('vier', 'jahr')","('volk', 'stand')","('vollig', 'klar')","('vorberat', 'kommission')","('vorlauf', 'aufnahm')","('vorstoss', 'motion')","('vorstoss', 'rahm')","('votum', 'herrn')","('werdend', 'leb')","('wirtschaft', 'leistungsfah')","('wurd', 'bereit')","('wurd', 'kommission')","('zehn', 'jahr')","('zuhand', 'materiali')","('zwanzig', 'jahr')","('zwei', 'drei')","('zwei', 'drittel')","('zweit', 'etapp')","('zweit', 'saul')"
76,FDP.Die Liberalen (FDP-Liberale),Maya Lalive d'Epinay,1,2,1,2,0,0,0,0,0,0,0,2,2,4,0,0,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,4,1,0,0,4,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,2,0,0,6,2,1,1,2,3,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,1,2,0,0,1,0,1,0,0,5,0,0,0,0,0,4,12,0,1,2,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,1,1,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,2,0,0,1,1,0,0
77,FDP.Die Liberalen (FDP-Liberale),Milli Wittenwiler,0,2,2,0,0,0,0,0,0,1,1,0,0,4,0,1,0,0,15,9,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,3,0,0,2,3,1,0,0,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,2,1,0,0,0,0,0,1,0,4,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,2,0,1,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,26,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,2,0,0,0,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0
78,FDP.Die Liberalen (FDP-Liberale),Pascal Couchepin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,FDP.Die Liberalen (FDP-Liberale),Paul Kurrus,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,3,0,0,11,0,0,0,0,0,0,1,0,1,0,0,0,4,0,0,2,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,2,1,0,1,0,2,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,6,1,0,0,0,0,0,0,0,0,0,1,0,0,4,10,0,5,0,0,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
80,FDP.Die Liberalen (FDP-Liberale),Peter Briner,1,0,0,0,0,9,1,0,0,0,0,0,2,5,0,2,1,1,2,6,0,1,1,0,5,7,1,0,2,2,0,0,1,1,2,0,0,0,0,1,1,0,0,0,1,1,1,0,5,0,0,0,0,0,0,2,3,1,0,1,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,15,0,1,1,0,4,1,0,4,1,0,0,1,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,2,0,0,2,3,0,0,1,0,0,1,4,1,1,1,2,0,0,0,4,0,1,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,1,0,5,0,0,2,0,0,2,6,0,0,0,0,1,1,1,0,1,0,0,5,0,0,1,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,5,0,1,2,0,0,0,0,0,68,4,2,1,0,1,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,3,0,0,0,6,1,1,0,3,4,1,1,0,0,0,0,2,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,1,0,0,0,0,0,0,1,2,1,1,0,0,1,0,1,1
81,FDP.Die Liberalen (FDP-Liberale),Peter Kofmel,1,0,0,0,1,0,0,0,0,1,0,0,5,3,0,0,3,0,0,6,0,1,1,0,0,0,0,1,0,2,0,0,1,0,1,0,0,0,3,0,7,1,6,1,0,0,0,0,4,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,7,0,3,0,0,1,0,2,0,0,2,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3,9,0,0,1,0,0,1,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,1,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,2,0,4,1,0,2,0,0,0,26,7,7,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,20,0,0,2,1,3,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,6,0,0,0,0,1,0,0,0,0,1,1,1,0,1,2,1,0,0
82,FDP.Die Liberalen (FDP-Liberale),Peter Weigelt,0,0,0,0,0,0,0,0,0,0,0,1,4,5,0,0,3,0,4,4,0,1,1,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,1,0,1,0,1,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,3,0,0,0,0,0,0,13,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0,6,0,4,0,2,0,1,1,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
83,FDP.Die Liberalen (FDP-Liberale),Pierre Triponez,4,6,0,2,4,0,3,0,0,7,0,6,5,10,0,1,0,5,1,48,0,1,2,0,1,0,0,0,2,0,0,0,3,1,1,0,0,1,2,0,6,0,2,2,0,9,10,5,3,0,0,2,0,0,0,1,5,4,0,0,0,0,18,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,7,0,1,1,0,0,3,0,0,1,0,2,5,0,0,0,0,0,0,0,6,0,6,1,0,1,1,1,1,0,0,0,1,0,3,2,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,12,3,0,0,0,1,3,0,2,0,10,1,0,0,0,0,1,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5,0,1,0,0,0,0,1,0,0,3,1,3,0,0,0,0,0,0,0,0,17,6,23,2,1,0,0,0,2,1,0,0,1,1,0,4,0,0,6,1,0,0,0,0,1,0,0,4,1,2,0,0,1,1,8,17,0,1,0,4,3,3,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,0,0,0,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,1,0,4,0,0,0,0,0,0,0,1,1,0,1,2,0,0,4
84,FDP.Die Liberalen (FDP-Liberale),Rolf Büttiker,1,3,2,1,1,13,0,1,2,1,5,1,9,24,0,8,18,0,0,30,1,2,0,1,0,0,1,0,2,3,1,0,12,6,0,0,0,0,3,1,3,2,1,4,4,1,1,3,20,0,0,1,0,14,3,3,1,5,32,1,4,2,1,20,3,0,0,0,0,0,0,0,0,0,0,9,0,2,13,1,9,4,0,0,0,3,5,2,0,1,11,0,0,1,0,6,1,2,6,10,0,7,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,8,2,0,0,0,2,5,0,10,7,0,0,3,6,12,0,4,1,0,2,21,2,0,4,4,2,4,0,3,1,4,1,1,10,0,20,5,2,3,3,1,6,3,0,7,6,2,6,0,15,10,1,4,1,12,4,1,3,0,3,1,3,1,5,0,0,1,0,6,0,0,1,0,1,1,1,3,2,0,0,0,0,2,0,1,1,4,8,0,4,0,1,3,0,1,0,0,0,3,8,0,6,5,0,0,0,0,0,39,6,5,1,1,5,0,24,1,5,3,7,6,4,0,7,0,0,0,2,0,0,0,0,1,0,10,1,0,1,0,5,1,14,0,20,1,1,0,11,2,4,5,4,5,1,0,7,0,8,0,1,0,3,3,0,0,0,0,0,1,1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,2,7,0,0,0,0,0,5,0,0,1,0,8,5,2,11,1,1,1
85,FDP.Die Liberalen (FDP-Liberale),Rolf Hegetschweiler,1,5,0,1,0,0,0,0,0,2,2,1,2,18,0,2,5,0,0,21,1,0,0,0,0,1,1,1,5,0,0,0,5,1,0,0,0,0,5,0,16,2,6,1,0,0,2,1,0,0,0,0,0,3,0,1,6,1,4,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,5,10,0,0,0,0,0,0,1,9,0,0,0,0,0,1,0,6,2,2,1,5,1,0,3,0,0,0,0,5,2,0,0,0,1,0,1,0,2,2,11,1,0,1,2,0,0,0,0,0,0,0,3,1,2,1,1,0,0,0,6,3,12,1,6,1,5,0,2,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,6,0,0,0,1,8,0,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,5,1,1,1,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,1,5,0,2,0,1,0,1,0,1,22,5,7,4,1,0,0,1,0,0,0,0,3,0,0,1,0,0,13,0,0,0,0,0,1,0,0,2,0,2,0,8,1,22,0,25,0,3,0,3,1,2,2,3,1,0,1,0,2,2,0,0,5,1,4,0,2,0,0,0,1,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,0,0,0,0,0,0,0,0,0,1,3,3,0,3,2,2,3,0
86,FDP.Die Liberalen (FDP-Liberale),Rolf Schweiger,3,13,0,0,0,0,4,1,0,1,16,5,10,17,0,3,2,9,0,47,5,5,0,0,0,0,2,0,1,1,0,0,0,13,17,2,3,0,1,0,1,0,0,6,1,0,4,4,7,0,0,10,0,1,2,2,2,3,2,0,0,3,0,4,0,3,0,0,0,0,0,0,0,0,0,1,0,0,11,0,4,6,0,0,0,2,0,7,6,1,3,0,0,1,0,2,0,2,6,4,0,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,3,3,2,0,2,0,0,1,0,0,6,7,7,18,0,0,0,1,7,1,1,5,6,0,1,0,2,1,6,6,3,0,3,3,2,15,0,2,0,1,1,0,5,0,2,1,0,0,3,5,0,3,0,2,0,0,6,4,0,0,0,13,0,2,1,4,2,3,3,6,2,1,9,3,1,0,2,60,0,1,3,0,1,4,0,7,0,2,4,0,0,0,0,0,0,0,0,16,0,2,5,2,3,0,1,1,60,5,0,3,1,1,0,1,0,1,1,0,6,9,0,7,0,0,0,3,0,0,0,0,5,18,0,6,3,0,0,3,0,2,0,4,1,6,0,14,2,4,2,2,1,0,0,3,1,3,0,0,0,1,0,0,3,0,0,0,5,0,0,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,17,12,0,3,3,2,3,9,0,0,0,4,0,0,2,2,0,8,0,4,3,1,0
87,FDP.Die Liberalen (FDP-Liberale),Rudolf Steiner,7,4,2,2,0,0,5,0,0,1,1,2,14,52,0,0,4,3,8,49,5,8,0,0,0,0,1,7,6,3,3,0,3,2,0,2,1,1,10,1,6,6,3,2,0,0,4,0,6,0,0,0,0,0,3,1,0,7,4,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,4,0,0,0,2,2,0,0,3,0,5,0,0,0,0,0,0,1,10,12,2,3,2,0,1,2,2,4,0,3,7,1,2,1,0,1,1,4,0,0,0,0,0,6,0,2,0,0,9,0,0,0,0,1,1,15,0,0,0,0,5,8,1,2,0,11,3,0,0,4,1,5,2,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,2,5,0,0,0,6,0,4,0,0,0,0,0,1,2,1,0,11,2,4,0,4,1,2,0,0,2,0,0,1,0,0,6,0,0,0,1,1,0,4,9,26,0,1,1,2,2,0,0,0,136,16,11,0,3,3,0,0,0,0,0,0,2,2,0,5,0,0,13,1,0,0,0,0,0,0,0,2,0,2,0,1,1,7,0,0,9,1,3,10,2,1,1,5,0,0,1,0,1,2,0,1,3,3,0,0,0,0,0,0,0,0,6,2,6,2,7,0,0,0,0,0,0,0,0,0,2,0,4,0,0,4,2,2,0,3,0,2,0,1,0,0,6,2,1,0,2,1,6,0,0
88,FDP.Die Liberalen (FDP-Liberale),Thomas Pfisterer,5,3,1,5,0,0,0,5,0,5,19,5,6,13,0,7,10,0,1,76,0,8,5,0,2,0,4,0,5,12,0,3,4,16,6,1,1,1,7,1,2,10,4,2,0,0,2,0,25,0,0,0,0,4,1,7,0,0,11,0,0,8,1,5,0,0,0,0,0,0,0,0,0,0,0,19,1,3,23,1,4,3,0,0,0,0,2,1,0,17,5,0,4,1,0,4,6,4,5,3,0,7,0,5,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,10,7,2,2,0,0,1,4,0,0,4,0,0,12,2,7,1,4,3,0,0,38,12,18,4,10,1,5,0,2,0,1,1,2,4,4,8,4,25,4,6,3,2,1,0,4,7,9,0,0,4,1,11,0,1,16,0,2,1,0,11,2,9,8,5,0,1,1,2,8,2,2,1,2,3,1,14,2,4,1,9,1,2,3,0,0,7,7,3,0,5,0,2,5,0,2,1,0,0,6,11,0,8,3,5,8,3,0,0,40,0,3,1,0,2,0,0,0,4,1,0,3,9,0,8,0,0,0,4,0,0,0,1,12,0,1,12,0,0,0,6,0,16,0,3,0,6,0,7,2,2,0,2,1,3,0,1,3,0,3,1,5,2,7,0,5,0,0,0,5,1,1,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,7,19,11,0,0,4,0,12,1,0,1,4,6,4,4,5,2,5,1
89,FDP.Die Liberalen (FDP-Liberale),Toni Dettling,3,4,4,2,0,3,0,0,18,1,4,4,6,9,1,0,4,0,0,44,1,1,2,0,0,0,0,0,22,1,3,0,3,6,0,0,0,0,2,5,4,2,0,2,0,2,0,0,6,1,0,0,0,0,3,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,1,2,4,0,0,0,0,1,1,2,1,0,0,0,1,0,0,0,3,2,0,1,9,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,1,0,0,0,0,0,0,10,2,10,17,0,0,0,0,4,5,12,5,10,3,3,0,1,1,0,0,1,0,1,3,0,5,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,3,0,0,1,2,0,0,0,0,0,0,0,5,1,0,0,0,1,0,1,2,0,0,0,15,0,1,1,1,0,6,0,0,0,4,0,0,1,0,0,0,0,0,0,3,0,9,2,0,2,0,0,0,26,5,1,0,0,0,0,1,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,2,0,2,2,6,3,0,1,1,0,0,41,0,1,0,2,2,6,0,2,0,2,1,2,0,2,1,0,0,1,0,0,4,0,0,0,0,7,0,2,6,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,4,0,7,0,0,0,2,0,0,1,3,2,1,0,2,1,0,0
