,Speaker Party,Speaker,"('absatz', 'artikel')","('absatz', 'buchstab')","('absatz', 'bundesverfass')","('absatz', 'litera')","('absatz', 'streich')","('allgemein', 'teil')","('amtlich', 'bulletin')","('anlegerinn', 'anleg')","('annahm', 'motion')","('antrag', 'bundesrat')","('antrag', 'kommission')","('antrag', 'mehrheit')","('antrag', 'mind')","('antwort', 'bundesrat')","('anzunehm', 'bundesrat')","('arbeitnehmerinn', 'arbeitnehm')","('arme', 'xxi')","('artikel', 'absatz')","('artikel', 'buchstab')","('artikel', 'bundesverfass')","('artikel', 'strafgesetzbuch')","('ausdruck', 'bring')","('ausdruck', 'gebracht')","('auslanderinn', 'ausland')","('baulich', 'unterhalt')","('beantrag', 'nam')","('beantragt', 'ablehn')","('beantragt', 'annahm')","('beantragt', 'diskussion')","('beantragt', 'einstimm')","('beantragt', 'kommission')","('beantragt', 'stimm')","('befriedigt', 'beantragt')","('beid', 'rat')","('bericht', 'bundesrat')","('bericht', 'kommission')","('berichterstatt', 'verzicht')","('beruf', 'vorsorg')","('beschluss', 'nationalrat')","('beschuldigt', 'person')","('betroff', 'person')","('bilateral', 'vertrag')","('bitt', 'dah')","('bitt', 'deshalb')","('bitt', 'dringend')","('bitt', 'fassung')","('bitt', 'nam')","('buchstab', 'a')","('buchstab', 'b')","('buchstab', 'c')","('bund', 'kanton')","('bundesamt', 'justiz')","('bundesamt', 'migration')","('bundesrat', 'antrag')","('bundesrat', 'beantragt')","('bundesrat', 'bereit')","('bundesrat', 'couchepin')","('bundesrat', 'empfiehlt')","('bundesrat', 'kommission')","('bundesrat', 'leuenberg')","('bundesrat', 'meinung')","('bundesrat', 'merz')","('bundesrat', 'mocht')","('buro', 'wahl')","('cvpfraktion', 'antrag')","('cvpfraktion', 'begrusst')","('cvpfraktion', 'bitt')","('cvpfraktion', 'eintret')","('cvpfraktion', 'lehnt')","('cvpfraktion', 'steht')","('cvpfraktion', 'stimmt')","('cvpfraktion', 'teilt')","('cvpfraktion', 'unterstutzt')","('cvpfraktion', 'vorlag')","('dam', 'herr')","('dank', 'bundesrat')","('darauf', 'aufmerksam')","('darum', 'bitt')","('darum', 'bundesrat')","('davon', 'uberzeugt')","('de', 'la')","('deshalb', 'ersuch')","('deshalb', 'meinung')","('differenz', 'nationalrat')","('diskussion', 'einverstand')","('diskutiert', 'word')","('ebenfall', 'annahm')","('eidgenoss', 'steuerverwalt')","('einstimm', 'kommission')","('einstimm', 'motion')","('end', 'jahr')","('entwurf', 'bundesrat')","('erklart', 'beschluss')","('erneuerbar', 'energi')","('ersatz', 'list')","('erst', 'ersatz')","('erst', 'lini')","('erst', 'phas')","('ersuch', 'antrag')","('ersuch', 'deshalb')","('ersuch', 'mehrheit')","('erwahnt', 'word')","('etwa', 'million')","('fassung', 'bundesrat')","('fassung', 'nationalrat')","('fdpfraktion', 'antrag')","('fdpfraktion', 'beantrag')","('fdpfraktion', 'beantragt')","('fdpfraktion', 'begrusst')","('fdpfraktion', 'bereit')","('fdpfraktion', 'bitt')","('fdpfraktion', 'bittet')","('fdpfraktion', 'eintret')","('fdpfraktion', 'empfiehlt')","('fdpfraktion', 'lehnt')","('fdpfraktion', 'mehrheit')","('fdpfraktion', 'stimmt')","('fdpfraktion', 'teil')","('fdpfraktion', 'teilt')","('fdpfraktion', 'unterstutzt')","('finanzplatz', 'schweiz')","('folg', 'geb')","('frag', 'gestellt')","('frag', 'herrn')","('frau', 'brunn')","('frau', 'bundesratin')","('frau', 'fetz')","('frau', 'forst')","('frau', 'heberlein')","('frau', 'kollegin')","('frau', 'leutenegg')","('frau', 'sommaruga')","('ganz', 'genau')","('ganz', 'klar')","('ganz', 'kurz')","('ganz', 'wichtig')","('gas', 'dampfkraftwerk')","('geht', 'darum')","('geht', 'erst')","('geht', 'ja')","('geltend', 'gemacht')","('geltend', 'recht')","('gemacht', 'word')","('gemass', 'absatz')","('gemass', 'artikel')","('gemeinsam', 'sorgerecht')","('gesagt', 'word')","('gesetz', 'grundlag')","('gesetz', 'regel')","('gross', 'bedeut')","('grund', 'dafur')","('grund', 'genomm')","('grund', 'weshalb')","('herr', 'brandli')","('herr', 'bundesprasident')","('herr', 'david')","('herr', 'jenny')","('herr', 'kolleg')","('herr', 'lauri')","('herr', 'leuenberg')","('herr', 'maiss')","('herr', 'prasident')","('herr', 'schiess')","('herr', 'schmid')","('herr', 'schweig')","('herr', 'stahelin')","('herr', 'visch')","('herr', 'vollm')","('herrn', 'david')","('herrn', 'kolleg')","('herrn', 'lauri')","('herrn', 'schmid')","('indirekt', 'teilliquidation')","('initiativ', 'folg')","('international', 'organisation')","('interpellant', 'schriftlich')","('ja', 'schon')","('jurist', 'person')","('kalt', 'progression')","('kanton', 'tessin')","('kantonal', 'recht')","('kenntnis', 'nehm')","('klar', 'meinung')","('klein', 'mittl')","('kolleg', 'leuenberg')","('kolleg', 'schmid')","('kolleg', 'schweig')","('kollegin', 'fetz')","('kollektiv', 'kapitalanlag')","('kommission', 'antrag')","('kommission', 'beantragt')","('kommission', 'einstimm')","('kommission', 'empfiehlt')","('kommission', 'folg')","('kommission', 'frag')","('kommission', 'meinung')","('kommission', 'rechtsfrag')","('kommission', 'stimm')","('kommission', 'wurd')","('kommission', 'zuzustimm')","('konsumentinn', 'konsument')","('kraft', 'tret')","('kurz', 'bemerk')","('lag', 'kommission')","('landlich', 'raum')","('les', 'canton')","('letzt', 'mal')","('letzt', 'punkt')","('leutenegg', 'oberholz')","('liegt', 'schriftlich')","('litera', 'a')","('lunion', 'européenn')","('mehrheit', 'cvpfraktion')","('mehrheit', 'fdpfraktion')","('mehrheit', 'folg')","('mehrheit', 'kommission')","('mehrheit', 'unterstutz')","('mehrheit', 'unterstutzt')","('mehrheit', 'wak')","('mehrheit', 'zustimmt')","('mehrheit', 'zuzustimm')","('mieterinn', 'miet')","('mind', 'abzulehn')","('mind', 'kommission')","('minderheitsantrag', 'abzulehn')","('mocht', 'bitt')","('mocht', 'bundesrat')","('mocht', 'darauf')","('mocht', 'nochmal')","('motion', 'anzunehm')","('muss', 'einfach')","('muss', 'seh')","('nach', 'jahr')","('nam', 'cvpfraktion')","('nam', 'fdpfraktion')","('nam', 'kommission')","('nam', 'spfraktion')","('nam', 'svpfraktion')","('nationalrat', 'anzuschliess')","('nationalrat', 'folg')","('nationalrat', 'kommission')","('nationalratsmandat', 'besteht')","('natur', 'frag')","('natur', 'schon')","('neu', 'artikel')","('neu', 'gesetz')","('neu', 'regionalpolit')","('offent', 'interess')","('offent', 'recht')","('parlamentar', 'initiativ')","('patientinn', 'patient')","('polit', 'entscheid')","('porta', 'alpina')","('prasenz', 'schweiz')","('pro', 'helvetia')","('raum', 'berggebiet')","('rechnung', 'getrag')","('ressourcenschwach', 'kanton')","('ressourcenstark', 'kanton')","('richterinn', 'richt')","('rund', 'million')","('sbb', 'cargo')","('schluss', 'gekomm')","('schriftlich', 'antwort')","('schriftlich', 'bericht')","('schweiz', 'tourismus')","('schweizer', 'recht')","('schweizer', 'zivilprozessordn')","('seit', 'jahr')","('sicherheitspolit', 'kommission')","('sicht', 'spfraktion')","('sinn', 'ersuch')","('sozial', 'wohlfahrt')","('spfraktion', 'antrag')","('spfraktion', 'beantragt')","('spfraktion', 'bitt')","('spfraktion', 'bittet')","('spfraktion', 'eintret')","('spfraktion', 'empfiehlt')","('spfraktion', 'mehrheit')","('spfraktion', 'mind')","('spfraktion', 'teilt')","('spfraktion', 'unterstutzt')","('spfraktion', 'vorlag')","('st', 'gall')","('standerat', 'folg')","('standort', 'schweiz')","('stell', 'fest')","('stimm', 'enthalt')","('svpfraktion', 'antrag')","('svpfraktion', 'artikel')","('svpfraktion', 'beantrag')","('svpfraktion', 'beantragt')","('svpfraktion', 'bitt')","('svpfraktion', 'bittet')","('svpfraktion', 'empfiehlt')","('svpfraktion', 'lehnt')","('svpfraktion', 'mehrheit')","('svpfraktion', 'mind')","('svpfraktion', 'teilt')","('svpfraktion', 'unterstutzt')","('teil', 'antrag')","('teilt', 'antrag')","('tut', 'leid')","('uns', 'kommission')","('unternehmenssteuerreform', 'i')","('unterstutzt', 'antrag')","('unterstutzt', 'cvpfraktion')","('unterstutzt', 'fdpfraktion')","('unvereinbar', 'nationalratsmandat')","('verfug', 'stell')","('vier', 'jahr')","('volk', 'stand')","('vorlag', 'einzutret')","('vorlauf', 'anwend')","('vorlauf', 'aufgenomm')","('vot', 'électroniqu')","('votum', 'herrn')","('worum', 'geht')","('wurd', 'kommission')","('y', 'a')","('zuhand', 'materiali')","('zuruckgezog', 'word')","('zwei', 'drei')","('zweit', 'saul')"
24,Christlichdemokratische Volkspartei der Schweiz (CVP),Kathy Riklin,1,2,1,0,0,0,1,0,0,3,1,8,11,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,5,0,0,0,0,4,2,1,1,3,0,0,0,0,3,7,0,1,0,0,3,0,0,4,2,0,0,3,3,1,0,9,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,4,1,1,0,3,0,1,0,0,0,0,2,0,0,0,1,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,7,2,0,0,0,0,3,0,8,1,1,1,1,0,0,0,0,0,1,0,0,0,0,3,0,2,4,1,0,0,0,0,0,0,0,0,1,4,0,0,2,1,0,0,2,0,2,0,0,0,0,2,0,0,0,5,0,0,2,0,9,0,0,0,1,13,0,1,0,0,0,7,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,4,14,0,0,0,0,2,0,0,3,0,0,0,0,0
25,Christlichdemokratische Volkspartei der Schweiz (CVP),Lucrezia Meier-Schatz,5,3,0,1,0,0,1,0,1,0,2,7,28,2,0,3,0,15,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,3,0,0,1,3,13,2,0,0,10,0,0,1,3,1,0,0,0,2,1,0,0,0,0,0,2,0,5,3,2,0,1,1,0,1,11,5,1,0,7,0,1,1,4,0,0,0,0,0,0,3,0,0,1,4,0,1,0,0,0,7,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,1,0,3,48,3,0,0,3,0,0,1,1,1,2,2,0,1,1,1,4,1,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,2,0,5,1,0,0,0,0,0,0,1,2,1,0,1,2,1,0,3,1,0,2,0,0,0,2,0,0,1,1,0,0,0,15,0,9,17,7,1,1,0,3,0,0,4,2,1,1,3,2,4,0,0,3,15,0,2,0,0,0,0,1,0,0,0,1,4,1,10,0,22,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,7,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,2,1,1,7,0,0,0,0,1,2,3,0,0,0,0
26,Christlichdemokratische Volkspartei der Schweiz (CVP),Marianne Slongo,0,1,0,0,0,0,0,0,1,1,2,3,0,0,0,0,1,11,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,2,0,0,1,6,0,0,0,0,1,0,0,2,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,2,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,13,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0
27,Christlichdemokratische Volkspartei der Schweiz (CVP),Markus Zemp,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,4,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,2,0,3,0,0,0,0,0,1,0,10,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0
28,Christlichdemokratische Volkspartei der Schweiz (CVP),Norbert Hochreutener,3,4,2,2,0,0,3,0,2,0,2,3,20,1,0,0,0,12,0,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,5,0,2,6,0,0,3,0,1,1,1,2,0,2,1,0,0,0,4,2,0,0,1,0,7,0,5,5,3,0,10,0,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,3,0,0,0,0,0,1,2,0,1,8,2,0,0,16,0,3,0,6,0,0,3,0,0,4,1,1,2,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,1,0,5,3,0,1,1,0,1,2,0,0,0,0,0,2,0,1,0,2,1,3,11,3,0,2,0,2,0,2,0,0,2,0,3,0,1,0,11,0,5,13,1,0,0,0,1,0,1,1,3,1,0,2,0,2,1,1,1,10,0,1,0,0,0,0,1,0,0,0,1,1,0,10,7,12,0,1,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,1,1,5,4,0,0,0,0,4,0,0,2,0,1,0
29,Christlichdemokratische Volkspartei der Schweiz (CVP),Peter Bieri,2,8,1,0,1,0,8,0,44,6,9,8,26,32,12,0,7,44,3,10,0,1,0,1,0,1,42,30,19,27,3,11,12,12,4,47,0,0,6,0,3,2,1,6,0,0,1,8,3,1,26,2,0,3,93,5,6,0,2,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,2,46,0,5,0,20,4,14,0,2,6,0,5,0,1,0,0,6,5,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,4,0,11,16,3,1,1,0,4,1,0,3,0,0,8,2,0,0,3,0,2,11,0,4,21,2,5,2,3,2,1,2,2,0,0,1,2,2,0,0,5,1,2,0,0,1,0,0,1,0,4,0,17,0,1,0,0,0,6,0,0,1,0,1,0,0,5,52,1,0,1,1,2,3,4,3,5,3,2,0,0,1,0,5,2,0,39,0,0,0,0,2,15,0,0,0,0,5,0,0,5,1,23,5,2,0,19,0,0,9,0,0,4,0,0,0,5,4,0,0,1,4,5,1,0,1,22,0,0,0,0,32,0,1,0,0,0,4,1,1,28,49,1,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,0,0,0,0,0,2,9,5,7,0,0,0,0,0,1,0,0,33,3,0
30,Christlichdemokratische Volkspartei der Schweiz (CVP),Philipp Stähelin,8,13,13,1,0,0,0,0,16,1,3,12,14,10,1,0,1,75,1,15,0,3,6,1,0,1,1,1,0,9,4,2,0,4,11,1,0,4,1,0,0,7,1,22,0,1,6,12,8,5,24,6,0,7,4,5,5,0,2,0,1,14,2,0,0,0,0,0,0,0,0,0,0,0,0,20,1,1,1,5,2,0,3,3,0,1,0,4,1,1,1,13,0,7,0,0,5,3,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7,2,2,5,11,1,0,6,0,3,0,8,8,3,0,28,1,14,1,8,3,1,16,0,4,7,2,5,3,17,6,0,1,3,3,12,0,1,2,1,0,1,1,0,0,0,1,5,5,0,0,0,21,0,6,0,0,0,9,5,1,1,2,2,5,3,0,2,23,1,0,0,9,2,1,2,1,0,3,2,8,4,0,1,4,2,0,0,1,0,0,0,3,5,1,0,3,0,5,0,2,0,0,2,2,1,1,2,0,2,4,0,0,8,0,0,0,2,6,0,1,2,3,8,2,3,0,19,1,0,0,0,0,0,6,0,2,0,4,0,1,0,6,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,5,12,1,2,4,0,0,2,10,4,1,1,0,6,3
31,Christlichdemokratische Volkspartei der Schweiz (CVP),Reto Wehrli,1,4,0,4,3,0,1,0,2,0,0,6,25,0,0,0,0,18,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,2,4,0,4,5,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,3,1,0,0,1,0,1,3,2,1,0,3,0,1,2,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,3,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,5,1,0,0,0,0,6,0,0,2,0,1,2
32,Christlichdemokratische Volkspartei der Schweiz (CVP),Rolf Escher,16,14,1,5,4,0,2,0,3,4,19,5,11,0,0,0,0,59,6,6,0,0,0,0,0,0,0,2,0,6,8,2,0,6,0,0,0,0,5,0,1,1,0,0,0,0,0,3,3,3,2,4,0,0,5,0,0,0,2,1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,1,0,0,0,6,0,0,0,0,7,0,1,3,0,2,0,0,0,11,0,0,0,0,1,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,3,0,0,0,0,4,0,0,4,0,1,0,0,0,3,4,0,0,3,2,1,2,0,0,0,0,0,0,7,1,0,0,1,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,1,0,0,0,3,0,1,1,0,2,0,0,9,30,12,10,3,2,4,0,7,2,2,0,1,0,0,0,0,2,1,0,0,6,0,0,0,1,6,0,0,0,0,0,0,1,3,0,1,3,1,0,2,0,0,1,0,0,1,0,0,9,5,12,0,0,0,3,0,0,1,1,2,0,0,3,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,4,2,1,0,0,0,0,5,7,0,0,0,7,0
33,Christlichdemokratische Volkspartei der Schweiz (CVP),Rosmarie Zapfl,0,0,1,0,0,0,0,0,1,1,0,1,6,0,0,1,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,1,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5,0,0,0,0,0,0,0,1,1,4,0,3,0,1,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0
34,Christlichdemokratische Volkspartei der Schweiz (CVP),Ruedi Lustenberger,5,4,2,6,1,0,2,0,1,1,3,8,25,0,0,4,0,35,0,9,0,1,0,2,0,1,0,0,0,0,3,3,0,4,0,0,0,3,0,0,0,0,0,1,0,1,10,5,0,0,1,2,0,1,1,3,1,0,2,11,0,8,0,0,4,0,0,3,4,0,1,0,15,1,2,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,0,18,0,0,7,9,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,5,0,2,0,0,0,3,0,0,1,4,5,0,0,8,1,2,0,4,0,2,1,0,1,2,2,0,2,0,2,0,4,0,0,1,0,4,0,0,0,0,0,0,3,1,0,0,0,0,0,10,0,0,0,0,0,0,0,2,2,3,0,0,0,0,0,3,7,1,8,0,2,1,0,3,0,0,3,1,3,1,2,0,1,0,0,0,5,0,7,0,4,20,1,0,0,0,4,0,2,3,5,0,2,0,0,1,0,0,2,4,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,45,0,1,0,0,0,0,7,0,0,0,1,0,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,7,3,9,2,4,0,1,2,3,0,0,0,1,0
35,Christlichdemokratische Volkspartei der Schweiz (CVP),Ruth Humbel,7,0,0,5,1,1,0,0,0,1,7,8,20,0,0,0,0,39,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,1,0,0,0,0,0,3,0,17,0,0,1,7,0,0,1,2,1,0,0,0,2,5,0,1,0,0,0,0,0,0,0,4,3,2,0,4,1,34,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,2,0,1,0,1,0,4,7,0,1,13,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,6,0,1,2,0,0,0,6,2,4,0,4,0,1,0,0,0,0,2,0,2,0,4,0,0,20,2,1,0,0,1,0,0,1,4,2,0,6,3,4,0,1,3,3,0,5,0,0,0,0,0,0,1,0,8,3,0,0,0,7,28,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,5,6,0,15,0,0,0,0,0,6,0,0,1,1,0
36,Christlichdemokratische Volkspartei der Schweiz (CVP),Ruth Metzler-Arnold,0,0,0,0,0,0,0,0,1,1,2,1,4,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,1,0,0,0,0,0,1,0
37,Christlichdemokratische Volkspartei der Schweiz (CVP),Sep Cathomas,0,1,0,0,0,0,0,0,2,1,0,21,18,0,0,0,0,10,0,1,0,1,1,0,0,1,0,0,0,1,2,4,0,2,0,0,0,0,2,0,0,0,0,0,1,0,4,4,1,1,1,0,0,1,2,0,0,0,0,0,0,4,0,0,4,3,0,0,2,5,2,0,15,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,8,0,31,0,0,8,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,7,0,0,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,5,0,1,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,8,2,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,25,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,1,1,0,2,0,0,0,0,0,1,0,0,0,1,0
