,Speaker Party,Speaker,"('ablehn', 'motion')","('absatz', 'artikel')","('absatz', 'buchstab')","('administrativ', 'aufwand')","('all', 'grund')","('annahm', 'motion')","('antrag', 'bundesrat')","('antrag', 'kommission')","('antrag', 'mehrheit')","('antrag', 'mind')","('antwort', 'bundesrat')","('arbeitnehmerinn', 'arbeitnehm')","('art', 'weis')","('artikel', 'absatz')","('ausricht', 'antrag')","('beantrag', 'nam')","('beantragt', 'ablehn')","('beantragt', 'annahm')","('beantragt', 'diskussion')","('beantragt', 'ebenfall')","('beantragt', 'einstimm')","('beantragt', 'kurz')","('beantragt', 'stimm')","('befriedigt', 'diskussion')","('beid', 'rat')","('bereit', 'erwahnt')","('bereit', 'heut')","('bericht', 'kommission')","('beruf', 'vorsorg')","('beschluss', 'nationalrat')","('big', 'to')","('bitt', 'bundesrat')","('bitt', 'dah')","('bitt', 'deshalb')","('bitt', 'mehrheit')","('bitt', 'nam')","('buchstab', 'a')","('bund', 'kanton')","('bundesrat', 'beantragt')","('bundesrat', 'befriedigt')","('bundesrat', 'folg')","('bundesrat', 'leuenberg')","('bundesrat', 'parlament')","('bundesratin', 'widmerschlumpf')","('burg', 'partei')","('burgerinn', 'burg')","('cvpevpglpfraktion', 'bitt')","('cvpevpglpfraktion', 'unterstutzt')","('d', 'h')","('dah', 'find')","('dam', 'herr')","('dank', 'bundesrat')","('darauf', 'aufmerksam')","('darauf', 'hingewies')","('darauf', 'hinweis')","('darum', 'bitt')","('deshalb', 'bitt')","('direkt', 'bundessteu')","('direkt', 'demokrati')","('direkt', 'gegenentwurf')","('direkt', 'gegenvorschlag')","('diskussion', 'beantragt')","('diskussion', 'einverstand')","('drei', 'jahr')","('eidgenoss', 'steuerverwalt')","('einfach', 'sag')","('end', 'jahr')","('entwurf', 'bundesrat')","('erhalt', 'kommission')","('erneuerbar', 'energi')","('erst', 'lini')","('eth', 'zurich')","('etwa', 'million')","('europa', 'union')","('fakultativ', 'referendum')","('famili', 'kind')","('fdpliberal', 'fraktion')","('financial', 'stability')","('flankier', 'massnahm')","('folg', 'geb')","('frag', 'stell')","('fraktion', 'cvpevpglpfraktion')","('frank', 'pro')","('frau', 'bundesprasidentin')","('frau', 'bundesratin')","('frau', 'dien')","('frau', 'fetz')","('frau', 'forst')","('frau', 'kollegin')","('frau', 'meierschatz')","('frau', 'nationalratin')","('frau', 'sommaruga')","('freisinnigdemokrat', 'fraktion')","('ganz', 'klar')","('geh', 'davon')","('geht', 'darum')","('geht', 'frag')","('geltend', 'recht')","('gemass', 'artikel')","('gesagt', 'word')","('gross', 'zahl')","('grund', 'weshalb')","('herr', 'bundesprasident')","('herr', 'bundesrat')","('herr', 'buttik')","('herr', 'kolleg')","('herr', 'nationalrat')","('herr', 'spuhl')","('herr', 'stahelin')","('herr', 'standerat')","('herrn', 'bundesrat')","('herrn', 'kolleg')","('herrn', 'standerat')","('hoh', 'vergut')","('indirekt', 'gegenvorschlag')","('initiativ', 'folg')","('interess', 'daran')","('international', 'wahrungsfond')","('interpellant', 'schriftlich')","('ja', 'nein')","('ja', 'schon')","('jurist', 'person')","('kalt', 'progression')","('kanton', 'gemeind')","('kenntnis', 'genomm')","('kenntnis', 'nehm')","('klar', 'meinung')","('kolleg', 'david')","('kolleg', 'schweig')","('kommission', 'beantragt')","('kommission', 'erhalt')","('kommission', 'folg')","('kommission', 'rechtsfrag')","('kommission', 'stimm')","('kommission', 'verkehr')","('konsumentinn', 'konsument')","('lang', 'zeit')","('lasst', 'ausricht')","('letzt', 'bemerk')","('letzt', 'jahr')","('letzt', 'mal')","('letzt', 'punkt')","('letzt', 'woch')","('leutenegg', 'oberholz')","('liegt', 'schriftlich')","('losung', 'find')","('macht', 'sinn')","('mehrheit', 'folg')","('mehrheit', 'kommission')","('mehrheit', 'svpfraktion')","('mehrheit', 'zuzustimm')","('mieterinn', 'miet')","('milliard', 'frank')","('million', 'frank')","('mind', 'folg')","('mind', 'i')","('mind', 'ii')","('minderheitsantrag', 'abzulehn')","('mitglied', 'bundesrat')","('mocht', 'darauf')","('mocht', 'einfach')","('motion', 'abzulehn')","('motion', 'anzunehm')","('nach', 'jahr')","('nam', 'cvpevpglpfraktion')","('nam', 'fdpfraktion')","('nam', 'fdpliberal')","('nam', 'kommission')","('nam', 'spfraktion')","('nam', 'svpfraktion')","('nationalrat', 'beschloss')","('nationalrat', 'folg')","('natur', 'person')","('neu', 'unternehmenssteu')","('oberst', 'organ')","('offent', 'hand')","('offent', 'interess')","('offent', 'verkehr')","('parlamentar', 'initiativ')","('patientinn', 'patient')","('polit', 'entscheid')","('pro', 'helvetia')","('pro', 'jahr')","('produzier', 'landwirtschaft')","('rapp', 'pro')","('recht', 'gesagt')","('regional', 'erschopf')","('richterinn', 'richt')","('richtig', 'gesagt')","('roll', 'spiel')","('rund', 'milliard')","('sag', 'ja')","('sbb', 'cargo')","('schon', 'gesagt')","('schriftlich', 'antwort')","('schriftlich', 'bericht')","('schweiz', 'eu')","('schweiz', 'schul')","('schweizer', 'nationalbank')","('seit', 'fahn')","('sicherheitspolit', 'bericht')","('sicherheitspolit', 'kommission')","('sicht', 'bundesrat')","('sicht', 'spfraktion')","('sinn', 'bitt')","('sozialdemokratinn', 'sozialdemokrat')","('spfraktion', 'antrag')","('spfraktion', 'beantrag')","('spfraktion', 'bitt')","('spfraktion', 'bittet')","('spfraktion', 'eintret')","('spfraktion', 'klar')","('spfraktion', 'lehnt')","('spfraktion', 'mehrheit')","('spfraktion', 'mind')","('spfraktion', 'minderheitsantrag')","('spfraktion', 'unterstutzt')","('spfraktion', 'vorlag')","('st', 'gall')","('staatspolit', 'kommission')","('stell', 'fest')","('stimm', 'enthalt')","('svpfraktion', 'beantrag')","('svpfraktion', 'beantragt')","('svpfraktion', 'bitt')","('svpfraktion', 'bittet')","('svpfraktion', 'eintret')","('svpfraktion', 'mehrheit')","('svpfraktion', 'mind')","('svpfraktion', 'unterstutzt')","('to', 'fail')","('too', 'big')","('uns', 'kommission')","('uns', 'meinung')","('unterstutzt', 'antrag')","('unterstutzt', 'spfraktion')","('vergang', 'jahr')","('verkehr', 'fernmeldewes')","('vorberat', 'kommission')","('vorlag', 'einzutret')","('weshalb', 'bundesrat')","('wirtschaft', 'leistungsfah')","('worum', 'geht')","('wurd', 'kommission')","('z', 'b')","('zehn', 'jahr')","('zwei', 'drei')","('zwingend', 'volkerrecht')"
90,Schweizerische Volkspartei (SVP),Christian Miesch,1,0,0,0,2,2,0,0,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,1,0,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,1,0,1,5,6,0,0,0,3,0,0,0,0,2,0,1,0,0,0,0,0,0,3,2,0,1,0,0,0,0,1,0,0,0,0,4,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,3,2,0,0,0,1,3,1,1,0,4,33,1,0,1,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0
91,Schweizerische Volkspartei (SVP),Christoffel Brändli,34,5,5,2,0,33,8,7,13,35,24,0,8,19,0,5,23,20,13,31,27,8,11,9,2,3,1,59,0,2,1,1,1,13,6,2,1,5,75,11,7,6,3,5,0,2,0,0,1,0,0,1,5,13,14,1,8,1,0,1,0,4,21,12,0,7,1,7,32,10,3,0,0,1,0,0,0,0,1,14,6,0,2,2,15,3,20,3,0,0,0,6,0,4,26,26,9,1,5,3,0,0,2,10,14,0,0,0,7,0,5,0,0,0,4,10,3,0,7,13,5,0,0,6,7,7,1,0,0,76,37,8,1,2,2,1,4,0,2,20,6,1,11,0,21,5,13,10,7,0,5,0,50,74,3,1,2,1,0,9,13,22,36,11,0,0,0,6,0,0,2,26,0,1,0,1,1,8,20,0,0,0,7,2,5,0,0,0,1,1,4,2,0,2,13,57,2,0,2,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,9,0,0,0,0,0,0,0,0,1,1,6,2,0,0,0,2,0,18,0,2,9,0,3,6,20,7
92,Schweizerische Volkspartei (SVP),Christoph Blocher,0,0,9,0,0,0,4,5,1,2,0,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,2,1,0,2,0,2,2,1,0,0,0,2,0,0,1,0,0,2,0,0,0,4,1,0,12,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,1,2,6,3,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,1,0,0,0,0,1,1,4,4,0,0,0,1,0,0,1,2,0,1,2,0,0,0,0,4,0,3,0,0,0,0,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,1,0,1,0,3,0,0,0
93,Schweizerische Volkspartei (SVP),Christoph Mörgeli,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,1,0,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,3,1,0,2,2,8,0,0,0,1,6,0,0,0,2,0,8,0,1,2,0,0,2,1,2,0,13,0,0,0,0,0,0,0,0,0,2,2,0,0,2,1,1,0,3,0,2,0,0,0,0,0,0,3,0,0,0,3,0,0,5,0,0,0,1,0,0,0,0,0,1,0,0,7,21,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0
94,Schweizerische Volkspartei (SVP),Christoph von Rotz,0,3,0,1,1,2,0,0,1,17,0,0,1,7,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,4,1,4,0,1,0,0,1,1,3,0,0,4,0,0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,4,0,0,0,4,0,0,3,1,4,0,0,0,5,0,0,0,0,8,1,4,1,3,3,0,0,0,1,6,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,5,10,2,0,0,49,37,0,7,3,2,0,0,1,1,2,3,0,0,0,2,0,16,0,0,0,0,0,9,0,31,9,0,0,0,3,0,0,0,0,0,1,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,7,0,2,1,2,2,0,0,0,0,0,0,0,1,0,7,0,0,0,1,2,0,0,0
95,Schweizerische Volkspartei (SVP),Elmar Bigger,0,1,8,2,2,0,0,0,3,2,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,2,0,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,2,0,0,1,5,0,0,0,0,0,0,0,0,1,0,2,0,3,0,0,0,0,1,4,0,5,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,1,2,1,1,0,2,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,1,0,0,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,4,0,0,0
96,Schweizerische Volkspartei (SVP),Erich von Siebenthal,0,0,0,0,2,0,0,0,3,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2,6,0,0,0,0,0,0,0,0,9,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,2,16,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0
97,Schweizerische Volkspartei (SVP),Ernst Schibli,0,0,0,3,3,0,0,0,1,5,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,9,0,4,1,0,0,0,19,0,2,0,2,0,0,0,0,1,0,0,4,0,0,2,0,2,0,0,1,0,4,0,0,12,0,3,0,0,0,0,1,0,1,0,1,0,0,0,6,0,0,0,0,2,11,0,0,11,5,13,0,0,0,1,0,0,0,0,6,0,0,0,1,1,0,0,0,2,5,0,6,0,0,0,0,0,0,0,0,2,5,0,0,0,0,1,0,0,4,0,0,0,0,0,2,0,1,0,1,0,4,0,0,0,2,0,0,0,0,0,0,0,1,5,1,1,0,12,13,0,2,0,0,3,0,0,4,0,0,0,0,0,1,0,3,0,0,2,0,0,0,0,0,23,0,0,0,12,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,1,0,0,1,2,1,0,0,0,0,0,0,2,0,0,1,0,0,6,0,0,0,0,0,0,0,0
98,Schweizerische Volkspartei (SVP),Felix Müri,0,0,0,0,0,0,0,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,2,1,0,5,0,0,0,0,1,0,0,3,0,3,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,2,0,0,0,0,0,1,1,1,0,0,0,0,12,0,3,1,2,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,1,1,0,0
99,Schweizerische Volkspartei (SVP),Hannes Germann,4,3,6,4,2,7,3,2,3,16,5,1,3,35,0,0,0,0,0,0,2,0,0,0,7,3,10,2,4,3,10,0,3,2,2,0,5,14,4,0,2,0,3,9,1,3,0,0,4,0,1,2,2,9,2,18,2,13,2,1,2,0,0,3,7,4,3,4,1,3,1,0,5,5,0,1,2,3,6,5,1,0,16,3,31,5,4,5,1,0,0,7,1,5,3,12,0,10,5,5,2,1,8,18,2,7,0,0,1,0,2,2,0,2,38,0,1,1,0,3,0,3,0,28,7,3,1,4,10,5,0,0,2,3,0,1,0,0,1,11,5,0,2,3,0,5,6,4,3,0,0,3,70,167,9,7,7,1,0,0,1,5,5,11,0,0,0,0,0,0,1,2,2,3,0,7,0,1,18,0,0,3,18,0,0,2,7,0,1,1,9,4,0,0,0,0,3,0,9,6,2,1,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,7,12,0,0,0,0,0,0,0,0,9,10,3,0,0,0,2,0,5,7,0,4,3,0,19,9,4,0
100,Schweizerische Volkspartei (SVP),Hans Fehr,0,0,0,0,0,0,0,0,2,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,4,0,2,0,0,0,0,1,1,1,1,0,0,0,0,7,0,0,2,0,6,0,0,8,0,0,0,0,0,0,2,1,0,0,0,0,0,0,10,0,0,0,0,2,1,5,0,2,3,20,0,0,0,1,0,0,0,0,2,0,5,0,0,1,0,0,0,6,1,0,4,0,0,0,0,1,0,0,0,4,1,0,0,0,1,0,0,0,5,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,1,2,0,0,0,0,0,0,0,0,0,1,9,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,1,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,7,2,0,7
101,Schweizerische Volkspartei (SVP),Hans Kaufmann,0,0,0,5,0,2,0,1,4,25,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,7,2,3,0,5,0,0,0,0,0,1,0,1,0,0,10,0,0,0,1,1,1,1,9,1,0,0,15,0,0,5,0,0,1,1,0,0,3,0,5,0,0,0,0,1,1,12,0,0,4,2,5,0,0,0,6,0,0,0,0,11,1,6,1,0,2,1,0,1,1,9,0,1,0,0,0,1,0,0,0,5,21,12,0,1,0,1,6,8,1,3,0,2,0,0,0,1,0,0,16,4,0,0,1,0,0,11,2,0,4,20,0,0,2,1,15,0,1,1,32,37,0,6,5,5,0,1,3,0,4,4,0,0,0,2,0,2,0,0,3,2,0,1,0,0,39,0,0,1,4,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,1,0,0,0,1,0,0,4,7,7,1,1,0,0,1,0,0,3,0,0,6,1,7,3,2,0
102,Schweizerische Volkspartei (SVP),Hans Killer,1,3,12,0,1,3,0,1,5,8,1,0,2,38,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,21,4,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,12,6,0,3,0,0,0,0,0,1,9,0,0,9,0,3,0,0,0,0,0,0,0,0,1,1,3,1,1,4,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,4,5,1,0,0,1,0,0,0,3,3,3,3,0,0,1,0,0,0,0,0,0,3,0,0,2,0,0,0,1,0,0,0,8,4,2,3,0,8,36,4,1,2,1,0,0,1,3,3,1,0,0,0,0,0,16,1,0,2,0,0,8,0,6,26,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,2,0,6,1,2,0,0,0,5,0,0,4,0,0,4,0,0,2,0,4,4,0,0
103,Schweizerische Volkspartei (SVP),Hans Rutschmann,1,2,0,0,2,1,2,1,4,14,0,0,6,19,0,2,0,1,0,0,0,0,6,0,3,0,8,0,0,3,0,0,0,22,0,9,0,9,5,0,1,2,2,0,0,9,0,0,4,0,0,0,0,1,0,2,0,0,0,0,0,0,0,6,0,0,0,3,0,22,2,0,5,0,0,0,0,0,9,6,0,0,6,0,3,0,0,0,0,0,0,0,0,13,2,8,0,3,3,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,5,6,0,0,0,0,1,0,0,6,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,3,0,0,1,1,1,0,0,1,14,58,0,8,3,5,0,0,0,10,4,3,0,0,0,1,0,7,0,0,0,0,0,4,3,4,25,0,0,0,5,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,8,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,7,17,0,0,0,2,3,1,3,0
104,Schweizerische Volkspartei (SVP),Hansjörg Walter,1,0,1,5,0,1,0,0,3,3,1,0,2,3,0,0,1,1,0,0,0,0,2,0,0,0,0,4,0,0,0,0,1,1,2,1,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,3,1,1,0,1,1,1,4,2,0,4,0,0,3,0,0,2,0,6,0,0,0,0,0,1,0,0,3,0,2,0,0,4,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,3,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,3,2,0,1,2,0,1,0,0,18,0,2,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,3,2,0,0
105,Schweizerische Volkspartei (SVP),Hansruedi Wandfluh,1,0,1,3,0,0,0,0,3,8,0,0,0,4,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,7,0,1,1,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,4,0,0,0,0,0,0,0,0,4,2,4,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,11,0,1,0,1,0,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,0,0,0,0,0,2,0,1,0,2,0,0,0,5,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,1,3,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,7,0,1,0
106,Schweizerische Volkspartei (SVP),Hermann Bürgi,9,10,14,1,0,17,22,26,4,13,5,1,14,164,0,1,2,2,0,2,7,0,0,0,13,13,4,4,6,21,0,1,0,3,1,1,13,29,11,0,14,4,5,7,0,2,0,0,14,0,2,1,1,92,28,0,1,1,1,2,20,0,0,7,4,15,2,33,0,0,18,1,0,5,2,0,0,0,1,14,5,0,5,6,40,2,16,3,16,0,0,4,0,41,6,50,17,34,43,5,0,36,8,66,4,22,0,0,4,0,2,8,0,34,43,9,0,0,0,11,4,2,0,9,31,32,12,15,7,12,2,8,74,7,0,5,2,0,8,7,1,5,6,1,0,3,11,3,27,0,2,1,8,54,2,0,4,3,0,10,20,13,16,5,0,0,0,16,0,0,5,9,1,0,1,9,4,4,77,0,2,47,4,0,0,0,0,13,0,3,3,0,2,6,0,13,2,9,1,1,18,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,15,21,0,0,0,0,0,0,0,0,0,0,35,1,0,0,7,0,0,21,2,0,12,2,0,7,4,0
107,Schweizerische Volkspartei (SVP),J. Alexander Baumann,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,7,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
108,Schweizerische Volkspartei (SVP),Jasmin Hutter-Hutter,0,0,0,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,5,0,0,2,0,1,0,0,0,0,0,5,1,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
109,Schweizerische Volkspartei (SVP),Jean Henri Dunant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
