,Speaker Party,Speaker,"('absatz', 'buchstab')","('angehor', 'arme')","('anlegerinn', 'anleg')","('annahm', 'motion')","('antrag', 'kommissionsmehr')","('antrag', 'mehrheit')","('antrag', 'mind')","('arbeitnehmerinn', 'arbeitnehm')","('arme', 'xxi')","('artikel', 'absatz')","('ausdruck', 'gebracht')","('auslanderinn', 'ausland')","('automat', 'informationsaustausch')","('beantragt', 'stimm')","('beid', 'rat')","('beim', 'eintret')","('beruf', 'vorsorg')","('beschluss', 'nationalrat')","('best', 'dank')","('bitt', 'antrag')","('bitt', 'deshalb')","('bitt', 'dringend')","('bitt', 'minderheitsantrag')","('bund', 'kanton')","('bundesrat', 'beantragt')","('bundesrat', 'folg')","('bundesrat', 'ja')","('bundesrat', 'meinung')","('bundesrat', 'merz')","('bundesrat', 'motion')","('bundesrat', 'standerat')","('bundesrat', 'villig')","('bundesrat', 'vorgeschlag')","('daran', 'erinn')","('darauf', 'aufmerksam')","('darauf', 'hinweis')","('darum', 'bitt')","('de', 'la')","('deshalb', 'bundesrat')","('direkt', 'demokrati')","('eidgenoss', 'finanzkontroll')","('eidgenoss', 'steuerverwalt')","('einfach', 'sag')","('elt', 'sorg')","('entwurf', 'bundesrat')","('erneuerbar', 'energi')","('europa', 'gerichtshof')","('europa', 'union')","('fassung', 'bundesrat')","('folg', 'geb')","('frag', 'herr')","('frag', 'herrn')","('frau', 'bundesprasidentin')","('frau', 'bundesratin')","('frau', 'fetz')","('frau', 'kollegin')","('frau', 'leutenegg')","('frau', 'nationalratin')","('ganz', 'klar')","('ganz', 'wichtig')","('geh', 'davon')","('geht', 'darum')","('geht', 'frag')","('geltend', 'recht')","('gemass', 'artikel')","('gesagt', 'word')","('glaub', 'wichtig')","('gross', 'mehrheit')","('grund', 'weshalb')","('herr', 'bundesrat')","('herr', 'kolleg')","('herr', 'nationalrat')","('herr', 'standerat')","('herr', 'visch')","('herrn', 'standerat')","('heut', 'geltend')","('indirekt', 'gegenvorschlag')","('initiativ', 'folg')","('ja', 'schon')","('kanton', 'bern')","('kanton', 'schwyz')","('kanton', 'zurich')","('klar', 'meinung')","('kommission', 'beantragt')","('kommission', 'folg')","('kommission', 'rechtsfrag')","('kommissionssprech', 'gesagt')","('konsumentinn', 'konsument')","('lehnt', 'spfraktion')","('leutenegg', 'oberholz')","('mehr', 'geld')","('mehrheit', 'folg')","('mehrheit', 'kommission')","('mehrheit', 'spfraktion')","('mehrheit', 'svpfraktion')","('mehrheit', 'wak')","('mehrheit', 'zuzustimm')","('mieterinn', 'miet')","('milliard', 'frank')","('mind', 'folg')","('minderheitsantrag', 'abzulehn')","('mocht', 'bitt')","('mocht', 'daran')","('mocht', 'einfach')","('motion', 'abzulehn')","('motion', 'anzunehm')","('nach', 'jahr')","('nam', 'bundesrat')","('nam', 'spfraktion')","('nam', 'svpfraktion')","('nationalrat', 'folg')","('offent', 'verkehr')","('parlamentar', 'initiativ')","('patientinn', 'patient')","('pro', 'helvetia')","('rentnerinn', 'rentn')","('rund', 'milliard')","('sag', 'sei')","('sbb', 'cargo')","('seit', 'jahr')","('servic', 'public')","('sicherheitspolit', 'bericht')","('sicht', 'bundesrat')","('sicht', 'spfraktion')","('sinn', 'bitt')","('sozialdemokrat', 'fraktion')","('spfraktion', 'antrag')","('spfraktion', 'beantrag')","('spfraktion', 'begrusst')","('spfraktion', 'bitt')","('spfraktion', 'bittet')","('spfraktion', 'eintret')","('spfraktion', 'empfiehlt')","('spfraktion', 'ersuch')","('spfraktion', 'lehnt')","('spfraktion', 'mehrheit')","('spfraktion', 'mind')","('spfraktion', 'minderheitsantrag')","('spfraktion', 'steht')","('spfraktion', 'unterstutzt')","('spfraktion', 'vorlag')","('st', 'gall')","('staatspolit', 'kommission')","('stimm', 'enthalt')","('svpfraktion', 'antrag')","('svpfraktion', 'beantrag')","('svpfraktion', 'bitt')","('svpfraktion', 'bittet')","('svpfraktion', 'empfiehlt')","('svpfraktion', 'lehnt')","('svpfraktion', 'mehrheit')","('svpfraktion', 'mind')","('svpfraktion', 'unterstutzt')","('svpfraktion', 'vorlag')","('teilt', 'antrag')","('uns', 'kommission')","('uns', 'sicht')","('unterstutzt', 'spfraktion')","('vier', 'jahr')","('volkerrecht', 'vertrag')","('vorlauf', 'aufgenomm')","('vorlauf', 'aufnahm')","('worum', 'geht')","('zwanzig', 'jahr')","('zwei', 'drei')","('zweit', 'saul')"
0,Schweizerische Volkspartei (SVP),Adrian Amstutz,0,0,0,0,0,2,5,0,0,3,0,4,0,1,0,0,0,0,0,5,2,0,1,1,0,0,0,1,1,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2,1,0,2,0,0,0,1,0,2,0,1,0,0,0,1,0,8,4,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,1,0,0,2,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0
1,Schweizerische Volkspartei (SVP),Alex Kuprecht,1,3,0,3,3,9,3,3,13,19,3,2,0,1,2,1,15,8,0,7,18,0,1,3,1,2,0,0,0,0,0,0,1,1,4,1,0,0,2,4,0,0,0,0,3,0,0,2,1,6,0,0,0,1,6,1,0,0,3,0,10,8,1,1,6,0,0,1,1,5,3,0,0,0,0,0,0,2,1,0,7,0,0,2,3,0,0,0,0,0,0,2,2,0,0,0,4,1,13,1,1,6,0,0,1,0,4,0,0,0,1,2,10,1,0,2,6,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,2,5,7
2,Schweizerische Volkspartei (SVP),Bruno Zuppiger,5,0,0,2,5,9,20,3,2,19,2,0,0,6,0,2,1,2,0,4,0,0,6,16,1,2,2,0,11,0,8,3,0,1,0,0,2,0,0,1,3,3,0,0,6,0,0,0,2,7,0,0,0,2,0,3,2,0,7,0,0,6,6,4,3,0,0,4,0,5,1,0,0,0,0,1,0,4,2,0,0,1,0,2,2,0,0,0,0,4,1,3,15,0,1,31,4,1,74,1,3,0,0,0,0,3,6,0,0,15,1,7,18,0,2,0,3,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,0,5,0,0,0,3,1,5,2,0,0,4,0,9,0,0,0,2,0,4,0
3,Schweizerische Volkspartei (SVP),Caspar Baader,1,0,0,0,0,3,20,3,0,29,1,2,0,2,5,0,4,0,2,3,26,2,0,5,0,4,1,1,4,0,0,2,1,0,0,1,0,0,0,1,0,1,0,0,2,0,1,0,0,15,1,0,0,5,0,2,2,0,6,1,1,22,6,0,7,0,0,0,1,17,5,0,0,1,0,0,1,12,0,0,0,1,3,1,0,0,0,3,0,2,2,13,17,0,2,0,1,0,37,0,2,0,0,0,0,0,0,0,0,3,0,5,16,0,0,0,1,1,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,6,0,1,4,1,0,0,0,0,1,1,0,0,1,2,1,0
4,Schweizerische Volkspartei (SVP),Christian Miesch,0,4,0,0,0,1,6,1,7,0,0,0,0,1,0,0,0,0,0,2,3,0,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,3,1,2,0,2,0,0,2,0,6,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2,2,0,0,0,1,1,2,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,4,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,Schweizerische Volkspartei (SVP),Christian Speck,0,0,0,3,1,0,6,0,0,2,2,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6,Schweizerische Volkspartei (SVP),Christoffel Brändli,0,0,0,14,3,5,9,0,0,5,2,0,0,3,2,2,0,3,0,8,15,0,0,2,27,4,1,0,4,1,0,0,3,8,1,11,0,1,2,0,0,0,5,0,1,27,0,0,0,2,0,0,0,3,10,0,0,0,3,0,9,18,7,0,0,1,1,2,0,12,6,0,0,0,0,0,2,2,2,0,0,0,1,20,4,0,1,0,0,0,2,0,10,0,0,0,2,0,37,0,3,6,6,6,3,5,13,0,0,0,15,8,12,0,12,0,6,3,0,1,7,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,4,3,8,0
7,Schweizerische Volkspartei (SVP),Christoph Blocher,35,1,0,8,17,57,134,3,0,184,14,17,0,0,17,0,6,12,0,91,14,7,29,36,21,14,11,52,8,11,19,0,9,3,38,5,129,3,2,3,2,1,40,2,102,0,7,50,98,0,6,22,0,5,12,0,26,0,26,7,9,82,28,47,60,64,3,5,7,6,1,0,1,57,0,7,2,0,18,7,1,38,7,18,15,40,7,0,0,37,0,16,64,0,0,0,74,0,8,3,38,14,0,9,15,8,23,16,0,0,1,0,27,0,0,0,0,54,0,18,0,0,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,3,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,23,18,56,35,44,14,18,0
8,Schweizerische Volkspartei (SVP),Christoph Mörgeli,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,1,0,0,2,1,0,0,0,0,1,1,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
9,Schweizerische Volkspartei (SVP),Elmar Bigger,2,0,0,0,0,1,3,0,0,12,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Schweizerische Volkspartei (SVP),Ernst Schibli,0,0,0,0,0,0,6,0,0,2,0,0,0,0,2,0,0,0,0,3,16,0,2,0,0,0,0,0,0,0,1,2,1,0,0,0,4,0,0,4,0,2,0,0,0,0,0,1,0,2,0,0,1,1,0,0,1,0,0,2,0,1,1,3,0,0,0,0,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,11,1,1,2,0,0,0,0,0,0,0,4,0,1,4,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,2,0,0,0,1,0,0
11,Schweizerische Volkspartei (SVP),Felix Müri,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12,Schweizerische Volkspartei (SVP),Fritz Abraham Oehrli,2,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
13,Schweizerische Volkspartei (SVP),Hannes Germann,24,0,7,6,5,12,12,1,2,115,1,0,0,3,7,3,5,13,1,7,2,2,2,9,1,6,5,1,17,1,2,0,7,0,3,1,13,0,0,0,0,13,5,0,12,4,0,2,11,13,1,0,0,8,3,1,0,0,11,4,4,6,4,23,14,4,0,2,0,19,4,0,0,0,0,5,1,6,4,0,0,4,0,13,4,4,0,3,0,1,0,13,13,0,0,6,6,0,30,1,1,2,0,4,3,4,2,0,0,0,7,4,21,0,0,0,3,2,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,11,2,0,6,0,0,0,3,1,0,9
14,Schweizerische Volkspartei (SVP),Hans Fehr,2,1,0,0,0,1,12,0,0,7,0,1,0,0,0,0,0,0,0,6,4,0,4,0,0,0,1,1,2,1,1,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,8,0,0,1,0,4,16,0,0,0,0,1,0,0,3,0,0,3,0,0,0,0,8,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,1,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,1,6,4,2,0,0
15,Schweizerische Volkspartei (SVP),Hans Hofmann,3,0,0,6,5,3,7,0,2,18,0,0,0,0,15,3,2,4,0,5,7,0,1,8,1,1,3,0,4,4,1,4,0,1,1,1,0,0,2,3,1,12,0,0,0,10,0,0,1,5,2,0,1,4,0,0,0,0,16,0,8,1,1,3,5,0,0,0,0,18,0,0,0,0,0,0,0,1,4,2,0,29,0,1,1,8,0,1,0,0,1,3,1,0,0,0,2,0,21,0,1,2,0,0,0,7,7,0,0,0,2,0,19,0,3,0,7,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,10,2,0,7,1,0,0,0,1,2,0
16,Schweizerische Volkspartei (SVP),Hans Kaufmann,3,0,0,0,5,10,32,2,0,20,0,0,3,3,3,0,10,0,0,4,7,0,3,13,0,2,0,1,3,0,0,2,3,1,1,5,0,0,1,0,0,0,4,0,8,0,0,0,0,10,0,0,0,0,0,0,6,0,13,0,6,14,3,1,1,2,0,0,0,9,0,0,0,0,0,0,2,5,8,1,0,4,1,6,2,0,0,1,0,10,2,3,18,0,0,5,7,0,120,1,15,0,0,9,1,0,18,0,0,4,0,0,13,0,2,0,19,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,2,1,0,0,0,2,2,0,2,1,0,10,1,0,0,0,1,0,2,1,5,0
17,Schweizerische Volkspartei (SVP),Hans Lauri,6,0,3,4,0,14,19,4,1,52,3,0,0,2,13,6,2,12,0,11,7,0,0,33,5,3,2,0,13,3,2,0,1,6,7,13,0,1,5,0,5,6,2,0,13,4,0,0,9,6,1,0,0,3,11,8,0,1,6,0,6,23,3,12,12,1,0,0,11,25,31,0,0,0,0,0,0,1,1,9,0,1,1,9,3,3,1,4,0,0,1,0,22,0,0,4,4,0,96,1,1,4,0,1,2,1,18,0,0,0,1,18,14,0,11,1,24,1,7,12,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,10,4,0,5,0,0,0,1,2,10,0
18,Schweizerische Volkspartei (SVP),Hans Rutschmann,2,0,0,2,7,1,8,0,0,6,0,0,0,0,0,0,0,0,0,4,5,0,6,8,1,2,2,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,6,14,0,0,8,0,0,0,0,0,0,0,0,0,3,0,1,8,2,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,1,0,0,2,2,1,0,2,0,0,0,11,0,4,0,1,0,1,4,2,0,0,12,0,1,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,0,0,1,5,0,0,2,0,0,3,0,1,0,0,0,0,1,0,0
19,Schweizerische Volkspartei (SVP),Hans Ulrich Mathys,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Schweizerische Volkspartei (SVP),Hansjörg Walter,4,0,0,0,1,6,17,0,0,12,0,0,0,1,0,0,0,1,2,5,2,1,2,5,0,1,0,0,4,0,4,2,0,0,1,3,0,0,0,0,0,0,2,0,2,2,0,1,1,0,0,1,0,5,0,1,1,0,7,0,2,2,1,0,0,0,0,3,1,5,0,0,0,0,0,0,0,0,1,0,0,0,5,3,1,0,0,1,0,1,1,0,9,0,2,0,11,0,8,0,0,0,0,2,0,1,0,0,0,6,0,0,4,0,0,0,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,1,1,0,1,0,1,6,2,0,2,1,0,3,0,0,0,1,0,2,0
21,Schweizerische Volkspartei (SVP),Hansruedi Wandfluh,1,0,0,1,0,3,22,0,0,8,0,0,0,3,0,0,0,0,1,4,1,0,2,4,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,1,6,0,0,0,2,0,0,2,0,5,0,1,4,0,1,2,0,0,0,0,2,2,0,0,0,0,0,0,3,0,5,0,0,0,2,1,0,0,0,0,6,1,3,11,0,2,1,1,0,4,0,0,0,0,0,1,2,1,0,0,15,0,5,18,0,0,0,1,0,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,3,0,0,0,1,1,5,0,5,1,0,0,0,0,1,0,0,0,2,0,1,0
22,Schweizerische Volkspartei (SVP),Hermann Bürgi,5,1,0,1,0,4,8,0,23,74,5,0,0,1,6,4,1,2,0,1,7,1,0,18,8,0,1,0,10,2,0,0,4,11,0,20,0,0,0,1,0,0,7,0,14,0,2,0,3,5,1,1,0,15,8,16,0,1,16,4,7,39,10,4,23,4,0,1,6,89,21,0,0,0,0,1,0,5,0,0,0,5,1,1,1,13,0,0,0,0,2,2,16,0,0,0,2,0,29,1,3,0,3,13,0,3,7,0,0,0,1,3,18,0,0,0,4,2,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,3,0,0,0,0,0,0,0,0,0,0,0,13,3,0,5,0,0,0,4,2,3,0
23,Schweizerische Volkspartei (SVP),Hermann Weyeneth,2,0,0,1,0,5,12,0,0,6,1,1,0,1,4,2,0,1,0,2,5,0,1,1,1,0,1,0,8,0,1,1,0,5,5,2,3,0,0,1,3,0,0,0,5,0,0,0,1,3,0,0,0,3,0,0,1,0,6,0,9,7,2,0,0,0,0,1,2,15,0,0,0,2,0,0,0,3,2,1,0,0,0,2,4,0,0,0,0,1,0,2,9,0,2,0,0,0,28,1,0,0,1,0,1,1,5,0,1,2,0,4,9,0,0,0,0,1,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,2,0,0,1,0,0,0,0,0,1,0,0,2,0,0,8,0,7,2,0,3,1,1
24,Schweizerische Volkspartei (SVP),J. Alexander Baumann,2,1,0,1,0,2,10,1,1,24,1,0,0,4,0,0,0,0,0,3,3,0,0,0,0,2,1,0,0,2,2,0,3,0,0,3,0,0,1,0,0,0,0,0,7,0,3,1,2,9,0,2,0,2,0,1,0,0,0,0,2,7,2,6,7,1,0,1,0,15,5,0,0,1,0,1,1,5,2,0,0,3,0,3,0,14,0,0,0,4,1,0,11,0,0,0,1,0,0,1,4,3,0,1,0,2,0,0,0,5,0,0,31,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,2,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0
25,Schweizerische Volkspartei (SVP),Jasmin Hutter-Hutter,1,0,0,1,0,0,7,0,0,3,0,1,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,2,0,1,2,0,0,0,1,0,4,0,0,0,0,0,0,1,0,0,0,10,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Schweizerische Volkspartei (SVP),Jean Henri Dunant,3,0,0,2,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,Schweizerische Volkspartei (SVP),Josef Kunz,1,0,0,1,6,7,10,0,0,7,0,0,0,0,0,0,0,0,0,1,0,3,0,1,1,0,1,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,0,0,0,2,0,0,0,5,0,2,0,0,7,0,0,0,0,1,1,0,0,0,0,8,0,0,0,0,0,0,0,2,4,0,0,0,7,0,0,0,0,0,0,0,1,2,5,0,0,0,2,0,10,3,2,0,0,0,0,1,1,0,0,16,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,3,5,0,2,0,0,0,0,1,0,0,0,0,0,0,0
28,Schweizerische Volkspartei (SVP),Jürg Stahl,2,0,0,1,0,4,12,1,0,12,0,0,0,2,0,0,0,0,0,3,1,0,4,2,0,2,0,0,0,1,4,0,1,0,1,1,7,0,0,0,0,0,0,0,4,11,0,0,1,5,0,0,0,0,0,6,0,0,3,1,1,4,0,6,1,0,1,0,0,4,3,0,0,0,0,0,0,3,2,0,0,0,1,0,4,0,0,2,0,0,0,0,12,0,0,0,1,0,0,4,0,1,0,0,2,3,0,0,0,8,0,2,11,3,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,0,2,1,6,10,1,0,0,0,0,0,0,0,0,0,0,1,0
29,Schweizerische Volkspartei (SVP),Lieni Füglistaller,0,0,0,0,1,0,4,0,0,5,1,0,0,0,2,0,0,0,0,1,4,0,1,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,5,2,0,0,0,1,0,0,1,0,0,4,0,0,2,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0
30,Schweizerische Volkspartei (SVP),Luzi Stamm,0,0,0,0,0,6,8,0,0,4,1,0,0,0,0,0,0,0,0,6,2,0,2,0,1,0,0,0,0,0,0,0,0,1,3,1,0,0,0,5,0,0,4,0,1,0,0,1,0,1,1,0,0,2,0,7,5,0,0,0,0,0,7,0,0,1,0,0,2,3,11,0,0,2,0,0,0,0,2,0,0,0,2,0,2,9,0,0,0,10,1,8,5,0,0,0,1,0,3,0,0,0,0,0,1,2,0,0,0,2,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,6,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,1,2,0
31,Schweizerische Volkspartei (SVP),Marcel Scherer,0,0,0,0,2,1,13,1,0,10,0,0,0,0,1,1,0,0,1,1,0,1,2,7,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6,2,0,0,2,3,0,3,1,0,1,0,1,1,0,1,0,0,0,1,0,9,8,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,8,2,0,1,0,0,0,0,0,0,0,3,1,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,0,0,0,3,2,1,0,4,6,2,0,3,0,0,3,0,0,0,0,0,1,0
