,Speaker Party,Speaker,"('ablehn', 'motion')","('absatz', 'buchstab')","('absatz', 'litera')","('angehor', 'arme')","('anlegerinn', 'anleg')","('annahm', 'motion')","('antrag', 'bundesrat')","('antrag', 'kommission')","('antrag', 'kommissionsmehr')","('antrag', 'mehrheit')","('antrag', 'mind')","('antrag', 'wurd')","('antwort', 'bundesrat')","('arbeitnehmerinn', 'arbeitnehm')","('arme', 'xxi')","('artikel', 'absatz')","('artikel', 'buchstab')","('ausdruck', 'gebracht')","('auslanderinn', 'ausland')","('ausserhalb', 'bauzon')","('automat', 'informationsaustausch')","('beantragt', 'einstimm')","('beantragt', 'kommission')","('beantragt', 'stimm')","('beid', 'rat')","('beim', 'eintret')","('bericht', 'kommission')","('beruf', 'vorsorg')","('beschluss', 'nationalrat')","('best', 'dank')","('bitt', 'antrag')","('bitt', 'dah')","('bitt', 'deshalb')","('bitt', 'dringend')","('bitt', 'mehrheit')","('bitt', 'minderheitsantrag')","('buchstab', 'a')","('buchstab', 'b')","('bund', 'kanton')","('bundesamt', 'justiz')","('bundesrat', 'antrag')","('bundesrat', 'beantragt')","('bundesrat', 'empfiehlt')","('bundesrat', 'folg')","('bundesrat', 'ja')","('bundesrat', 'kommission')","('bundesrat', 'leuenberg')","('bundesrat', 'meinung')","('bundesrat', 'merz')","('bundesrat', 'motion')","('bundesrat', 'standerat')","('bundesrat', 'villig')","('bundesrat', 'vorgeschlag')","('cvpfraktion', 'unterstutzt')","('dank', 'bundesrat')","('daran', 'erinn')","('darauf', 'aufmerksam')","('darauf', 'hinweis')","('darf', 'sag')","('darum', 'bitt')","('de', 'la')","('deshalb', 'bundesrat')","('deshalb', 'glaub')","('differenz', 'nationalrat')","('direkt', 'bundessteu')","('direkt', 'demokrati')","('diskussion', 'einverstand')","('eidgenoss', 'finanzkontroll')","('eidgenoss', 'steuerverwalt')","('einfach', 'sag')","('elt', 'sorg')","('empfiehlt', 'stimm')","('enthalt', 'abgelehnt')","('entsprech', 'antrag')","('entwurf', 'bundesrat')","('erneuerbar', 'energi')","('erwahnt', 'word')","('etwa', 'million')","('etwa', 'prozent')","('europa', 'gerichtshof')","('europa', 'union')","('fakultativ', 'referendum')","('fassung', 'bundesrat')","('fassung', 'mehrheit')","('fassung', 'nationalrat')","('fdpdie', 'liberal')","('fdpfraktion', 'bitt')","('fdpfraktion', 'empfiehlt')","('fdpfraktion', 'lehnt')","('fdpfraktion', 'mehrheit')","('fdpfraktion', 'unterstutzt')","('fdpliberal', 'fraktion')","('folg', 'geb')","('frag', 'herr')","('frag', 'herrn')","('frau', 'bundesprasidentin')","('frau', 'bundesratin')","('frau', 'fetz')","('frau', 'forst')","('frau', 'kollegin')","('frau', 'leutenegg')","('frau', 'nationalratin')","('frau', 'sommaruga')","('ganz', 'klar')","('ganz', 'kurz')","('ganz', 'wichtig')","('geh', 'davon')","('geht', 'darum')","('geht', 'frag')","('geltend', 'recht')","('gemass', 'artikel')","('gesagt', 'word')","('glaub', 'wichtig')","('gross', 'mehrheit')","('grund', 'weshalb')","('herr', 'bieri')","('herr', 'bundesrat')","('herr', 'david')","('herr', 'jenny')","('herr', 'kolleg')","('herr', 'leuenberg')","('herr', 'nationalrat')","('herr', 'stahelin')","('herr', 'standerat')","('herr', 'visch')","('herrn', 'bundesrat')","('herrn', 'david')","('herrn', 'kolleg')","('herrn', 'standerat')","('heut', 'geltend')","('heut', 'morg')","('indirekt', 'gegenvorschlag')","('initiativ', 'folg')","('insof', 'glaub')","('international', 'organisation')","('ja', 'schon')","('jurist', 'person')","('kalt', 'progression')","('kanton', 'bern')","('kanton', 'schwyz')","('kanton', 'thurgau')","('kanton', 'zurich')","('klar', 'meinung')","('kommission', 'antrag')","('kommission', 'beantragt')","('kommission', 'bundesrat')","('kommission', 'empfiehlt')","('kommission', 'folg')","('kommission', 'rechtsfrag')","('kommission', 'stimm')","('kommission', 'wurd')","('kommission', 'zuzustimm')","('kommissionssprech', 'gesagt')","('konsumentinn', 'konsument')","('landlich', 'raum')","('lasst', 'mitteil')","('le', 'conseil')","('lehnt', 'spfraktion')","('leutenegg', 'oberholz')","('liegt', 'schriftlich')","('mehr', 'geld')","('mehrheit', 'cvpfraktion')","('mehrheit', 'fdpfraktion')","('mehrheit', 'folg')","('mehrheit', 'kommission')","('mehrheit', 'spfraktion')","('mehrheit', 'svpfraktion')","('mehrheit', 'unterstutz')","('mehrheit', 'wak')","('mehrheit', 'zuzustimm')","('meinung', 'kommission')","('mieterinn', 'miet')","('milliard', 'frank')","('mind', 'folg')","('minderheitsantrag', 'abzulehn')","('mocht', 'beton')","('mocht', 'bitt')","('mocht', 'daran')","('mocht', 'einfach')","('mocht', 'nochmal')","('motion', 'abzulehn')","('motion', 'anzunehm')","('motion', 'nationalrat')","('nach', 'jahr')","('nam', 'bundesrat')","('nam', 'cvpfraktion')","('nam', 'fdpfraktion')","('nam', 'fdpliberal')","('nam', 'kommission')","('nam', 'mehrheit')","('nam', 'spfraktion')","('nam', 'svpfraktion')","('nationalrat', 'beschloss')","('nationalrat', 'fassung')","('nationalrat', 'folg')","('nationalrat', 'kommission')","('offent', 'verkehr')","('organisation', 'arbeitswelt')","('parlamentar', 'initiativ')","('patientinn', 'patient')","('postulat', 'uberweis')","('pro', 'helvetia')","('recht', 'gesagt')","('rentnerinn', 'rentn')","('richtig', 'gesagt')","('rund', 'milliard')","('sag', 'sei')","('sbb', 'cargo')","('schluss', 'gekomm')","('schon', 'gesagt')","('schriftlich', 'antwort')","('schriftlich', 'bericht')","('schweiz', 'tourismus')","('schweizer', 'nationalbank')","('seit', 'jahr')","('servic', 'public')","('sicherheitspolit', 'bericht')","('sicherheitspolit', 'kommission')","('sicht', 'bundesrat')","('sicht', 'spfraktion')","('sinn', 'bitt')","('sozialdemokrat', 'fraktion')","('spfraktion', 'antrag')","('spfraktion', 'beantrag')","('spfraktion', 'begrusst')","('spfraktion', 'bitt')","('spfraktion', 'bittet')","('spfraktion', 'eintret')","('spfraktion', 'empfiehlt')","('spfraktion', 'ersuch')","('spfraktion', 'lehnt')","('spfraktion', 'mehrheit')","('spfraktion', 'mind')","('spfraktion', 'minderheitsantrag')","('spfraktion', 'steht')","('spfraktion', 'unterstutzt')","('spfraktion', 'vorlag')","('st', 'gall')","('staatspolit', 'kommission')","('standort', 'schweiz')","('stellung', 'nehm')","('stellungnahm', 'bundesrat')","('stimm', 'abgelehnt')","('stimm', 'enthalt')","('svpfraktion', 'antrag')","('svpfraktion', 'beantrag')","('svpfraktion', 'bitt')","('svpfraktion', 'bittet')","('svpfraktion', 'empfiehlt')","('svpfraktion', 'lehnt')","('svpfraktion', 'mehrheit')","('svpfraktion', 'mind')","('svpfraktion', 'unterstutzt')","('svpfraktion', 'vorlag')","('teilt', 'antrag')","('uns', 'kommission')","('uns', 'sicht')","('unterstutzt', 'spfraktion')","('verdeckt', 'ermittl')","('vier', 'jahr')","('volkerrecht', 'vertrag')","('vollig', 'klar')","('vorberat', 'kommission')","('vorlag', 'einzutret')","('vorlauf', 'aufgenomm')","('vorlauf', 'aufnahm')","('vorlieg', 'motion')","('worum', 'geht')","('wurd', 'kommission')","('zwanzig', 'jahr')","('zwei', 'drei')","('zwei', 'drittel')","('zweit', 'saul')"
27,Christlichdemokratische Volkspartei der Schweiz (CVP),Philipp Stähelin,4,8,0,0,0,20,9,6,3,5,20,0,15,0,0,65,5,4,0,0,1,3,0,1,7,14,0,1,10,3,5,0,16,0,4,0,8,12,11,4,1,3,0,1,3,1,1,0,3,2,0,0,1,0,11,6,8,4,0,1,0,3,0,3,13,0,0,5,4,3,0,0,0,7,3,9,0,5,6,0,0,3,2,1,5,0,0,0,0,0,0,0,7,0,3,1,14,11,0,10,0,0,4,12,12,0,15,14,0,9,7,8,0,3,9,0,16,0,2,5,0,0,0,0,0,5,0,1,0,0,8,0,6,0,3,8,1,11,1,1,11,2,1,2,2,1,2,1,1,8,3,1,0,2,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,1,0,85,1,0,0,2,2,4,0,2,3,3,13,0,0,0,0,5,0,0,0,0,3,7,2,6,0,20,1,0,0,0,0,0,12,2,0,0,5,0,2,0,0,6,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,7,1,11,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,4,0,3,0,2,0,0,7,11,1,5,4,0,2
28,Christlichdemokratische Volkspartei der Schweiz (CVP),Pirmin Bischof,3,0,2,0,3,0,1,0,2,3,18,0,0,0,0,8,0,0,0,0,0,2,1,10,1,1,0,0,0,1,10,3,8,0,7,2,0,2,2,0,0,1,0,2,1,1,0,1,5,3,6,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,3,0,1,0,1,0,6,5,0,0,0,0,0,0,0,0,0,1,19,0,0,0,8,1,0,6,1,0,0,1,0,0,3,12,10,3,2,4,0,9,0,0,4,0,0,13,0,0,0,0,1,0,0,1,0,1,3,11,16,0,0,0,2,1,0,0,0,0,1,0,18,0,1,0,1,5,0,1,0,0,0,0,0,0,4,0,0,0,0,21,18,0,0,0,1,3,1,0,25,5,15,0,1,3,0,0,4,5,0,3,0,0,0,0,2,3,0,0,0,0,0,0,0,0,19,0,0,0,1,0,2,0,2,0,1,1,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,11,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1,0,0,13,0,0,1,1,1,0,1,1,3
29,Christlichdemokratische Volkspartei der Schweiz (CVP),Pius Segmüller,0,0,0,3,0,0,0,0,2,4,3,2,0,0,1,10,0,0,0,0,0,0,1,0,4,1,0,0,4,0,3,0,2,1,3,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,8,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,1,0,1,0,5,0,1,0,0,0,2,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,9,0,0,1,0,2,0,0,1,0,3,0,1,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,3,0,0,0,1,2,1,0,0,0
30,Christlichdemokratische Volkspartei der Schweiz (CVP),Reto Wehrli,0,2,2,0,0,1,0,0,4,7,16,1,0,2,0,32,0,0,0,0,0,0,0,3,1,0,1,10,1,1,2,0,2,0,3,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,6,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,1,0,0,0,0,0,3,2,3,1,9,0,1,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,2,0,0,0,5,1,0,1,1,4,2,16,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,3,0,0,0,0,0,1,2,3,3,1,1,0,1,7,2,0,0,0,0,0,0,0,0,0,1,1,0,4,12,0,0,2,0,2,0,0,36,0,2,0,0,0,0,0,2,1,0,2,0,0,0,0,4,3,0,0,0,0,0,2,0,0,16,1,0,0,0,3,0,5,0,0,1,0,0,0,0,0,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,22,2,0,0,2,10,4,0,2,2,3
31,Christlichdemokratische Volkspartei der Schweiz (CVP),Roberto Schmidt,0,0,0,0,0,4,2,0,0,3,4,0,1,0,0,8,0,0,3,0,0,0,5,4,1,0,1,0,0,0,0,1,3,0,1,0,1,2,4,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,3,0,1,3,1,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,2,0,0,4,0,0,0,0,0,0,9,0,0,2,6,0,1,2,0,1,2,0,0,3,0,0,3,0,0,0,0,0,1,0,0,0,0,1,4,11,0,0,0,3,0,1,0,0,0,1,1,3,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,11,0,0,1,0,4,0,0,1,1,4,1,1,0,0,0,0,2,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,35,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,2,0,0,0,6,1,0,0,2,3,3,1,0,0
32,Christlichdemokratische Volkspartei der Schweiz (CVP),Ruedi Lustenberger,0,3,2,0,0,4,2,3,0,1,16,1,1,1,2,20,0,1,0,4,0,1,1,1,2,1,0,0,0,0,6,2,2,0,4,1,2,1,5,2,0,1,0,2,0,1,14,1,0,0,3,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,1,4,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6,2,2,9,17,0,0,0,0,0,1,1,5,1,2,2,1,4,4,0,0,0,1,0,21,0,0,1,0,0,0,0,0,7,0,0,1,1,2,4,2,0,0,0,0,0,0,0,0,3,0,0,3,0,1,1,1,2,0,0,0,4,6,0,0,0,0,0,0,0,0,5,12,0,0,0,0,2,0,0,6,1,4,0,1,0,0,0,0,3,0,2,0,0,0,0,3,2,0,0,0,0,0,0,0,0,15,0,0,0,2,0,0,0,3,0,0,0,0,0,0,2,2,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,9,4,0,0,1,0,1,3,5,0,0
33,Christlichdemokratische Volkspartei der Schweiz (CVP),Ruth Humbel,1,6,9,0,0,1,4,10,23,8,18,2,1,1,0,102,0,1,5,0,0,0,11,15,1,2,0,0,1,0,14,16,2,0,2,4,2,3,9,0,0,3,0,4,0,1,0,0,0,2,3,0,1,0,1,14,1,9,0,0,0,1,0,0,1,6,0,2,0,1,0,2,9,4,3,0,1,2,7,0,0,7,3,2,5,0,0,0,0,0,0,0,34,0,1,1,1,0,0,0,0,0,2,2,0,1,2,8,5,3,24,5,0,2,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1,4,4,29,0,0,1,3,0,1,0,2,0,7,2,10,1,2,10,0,32,5,4,0,0,0,0,0,0,0,0,2,0,0,5,8,0,0,1,0,1,1,0,23,2,2,0,2,10,2,3,0,3,0,11,0,0,0,0,12,0,0,0,0,17,0,3,0,0,61,26,0,0,0,1,1,3,0,0,6,1,0,0,0,0,7,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,2,6,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,1,14,0,0,1,1,6,4,0,1,1
34,Christlichdemokratische Volkspartei der Schweiz (CVP),Sep Cathomas,1,1,0,0,0,2,1,4,1,18,30,0,0,0,0,24,1,2,0,6,0,1,3,1,4,1,0,0,0,0,9,0,0,0,2,3,4,0,11,0,0,3,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,2,7,42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6,0,0,0,1,1,3,13,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,2,1,4,0,0,0,0,6,0,0,0,0,0,0,0,0,1,10,0,0,2,0,2,0,0,17,0,1,0,0,0,0,0,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,0,0,0,0,1,0,1,1,0
35,Christlichdemokratische Volkspartei der Schweiz (CVP),Theo Maissen,0,21,13,1,0,9,0,7,2,10,13,1,12,0,0,96,5,0,1,2,0,2,5,1,0,2,0,0,18,0,11,0,6,0,5,0,18,10,37,2,0,5,0,5,1,5,8,2,2,4,3,0,3,0,2,6,4,24,0,0,0,5,0,1,0,0,0,1,1,7,0,0,0,5,15,0,1,0,1,4,0,0,4,0,0,0,0,0,0,0,0,0,25,2,0,3,9,13,2,0,0,0,0,59,16,2,6,40,26,4,21,4,0,0,6,0,32,1,1,2,0,1,0,0,0,3,0,0,0,4,1,1,14,0,0,3,1,0,7,2,2,5,5,2,9,2,1,7,0,2,2,1,0,2,18,0,0,0,0,0,2,0,0,14,27,0,0,0,0,5,2,0,33,5,0,0,1,6,13,0,11,11,8,5,0,0,0,0,4,4,0,0,13,3,15,7,18,4,23,0,0,27,2,0,0,7,3,1,11,1,0,0,5,0,8,2,8,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,2,1,6,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,20,2,0,0,7,0,0,5,6,4,2,6,1,0
36,Christlichdemokratische Volkspartei der Schweiz (CVP),Thérèse Meyer-Kaelin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,Christlichdemokratische Volkspartei der Schweiz (CVP),Urs Hany,1,4,0,0,0,2,0,0,1,0,2,0,0,2,0,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,3,3,2,3,2,3,0,1,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,2,0,0,2,0,0,0,2,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,16,0,3,0,0,0,0,0,3,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0
38,Christlichdemokratische Volkspartei der Schweiz (CVP),Urs Schwaller,5,28,0,0,0,21,3,9,4,8,13,3,8,2,4,71,1,1,1,0,0,2,2,2,12,1,1,19,11,1,1,0,1,0,0,0,8,10,9,0,2,7,0,2,0,3,0,0,4,3,0,0,1,0,10,1,3,2,0,1,12,1,0,3,3,0,0,1,0,0,0,1,0,5,13,0,0,3,2,0,0,2,2,0,3,0,0,0,0,0,0,0,12,1,0,0,8,7,1,0,0,0,5,8,20,1,18,21,9,9,10,1,6,2,6,0,15,0,0,1,0,0,0,0,0,0,0,0,0,1,32,2,7,0,1,1,0,2,1,0,1,1,0,1,12,4,2,5,1,5,7,0,2,0,1,0,2,0,0,0,1,0,0,6,23,0,0,1,2,0,1,0,74,2,0,0,0,0,0,0,2,7,2,28,1,0,0,0,5,2,0,0,4,4,0,5,0,0,20,1,0,0,0,0,0,13,2,0,2,0,1,1,0,0,8,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,7,1,12,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,13,0,0,0,10,0,0,1,24,6,4,10,1,8
39,Christlichdemokratische Volkspartei der Schweiz (CVP),Viola Amherd,0,1,3,0,0,4,1,1,3,1,4,1,0,0,0,25,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,0,3,0,1,3,0,0,4,1,0,1,1,0,0,1,1,1,0,0,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,2,1,6,0,0,0,0,4,0,0,3,3,1,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,1,3,4,0,0,4,1,0,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,3,1,0,0,6,3,1,1,0,1,0,0,0,0,6,0,0,0,0,2,12,0,0,0,0,7,0,0,15,0,7,0,0,0,0,0,0,2,1,1,0,0,0,0,1,1,0,0,1,0,1,0,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,18,0,0,0,2,5,0,0,3,0
40,FDP.Die Liberalen (FDP-Liberale),Annemarie Huber-Hotz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
41,FDP.Die Liberalen (FDP-Liberale),Christa Markwalder,0,5,2,0,0,1,3,2,5,6,12,0,0,1,0,23,4,0,0,0,0,1,5,2,0,0,2,1,0,0,12,4,8,0,7,3,2,5,4,1,0,3,0,3,0,0,0,0,0,1,1,0,3,0,1,3,0,2,0,0,0,1,0,0,1,3,0,0,0,0,0,0,3,1,3,0,0,1,0,6,12,6,3,1,0,2,0,1,1,0,0,23,11,0,0,0,5,0,0,0,2,0,0,1,0,0,1,5,0,11,5,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,3,7,7,0,10,1,0,0,1,0,0,0,1,3,4,0,0,8,42,8,0,0,0,5,0,0,0,0,4,0,0,0,2,13,40,0,0,0,0,2,0,0,4,1,1,0,3,2,0,1,0,1,0,2,0,0,2,10,4,5,0,0,6,0,0,1,0,0,27,0,0,0,0,1,1,2,0,0,3,0,0,0,0,2,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,4,3,1,2,16,0,0,1,1,2,0,1,0,0
42,FDP.Die Liberalen (FDP-Liberale),Christian Wasserfallen,0,2,1,1,0,0,0,1,2,9,23,1,0,1,0,27,0,0,0,0,0,0,1,0,0,3,0,0,0,0,4,0,2,0,3,2,3,0,7,0,1,0,0,8,0,0,0,0,0,0,0,0,2,0,1,6,0,8,1,0,0,0,0,0,0,1,0,0,0,4,0,0,1,3,6,29,1,2,5,0,2,0,0,0,0,0,0,0,0,0,1,42,3,0,1,2,10,0,0,7,0,0,0,53,0,0,2,41,2,5,1,3,0,0,0,0,7,0,0,11,1,0,0,0,1,4,0,0,0,0,0,2,3,0,0,2,0,0,7,0,0,1,9,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,14,6,0,0,5,0,2,0,0,7,0,1,0,0,1,2,1,2,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,3,12,16,1,0,0,1,0,2,0,2,0,0,0,0,0,0,0,7,0,8,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6,0,0,0,5,4,1,2,0,0
43,FDP.Die Liberalen (FDP-Liberale),Christine Egerszegi-Obrist,0,4,0,0,0,5,0,3,2,4,9,0,2,2,1,14,0,0,1,0,0,0,1,0,5,3,0,8,1,0,9,1,1,0,7,0,1,2,3,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,7,1,0,0,0,0,21,1,4,2,4,0,3,6,0,0,4,7,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,3,1,7,0,0,2,0,0,1,0,0,4,0,0,3,0,1,6,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,9,12,0,0,2,0,2,0,0,16,0,0,2,8,1,2,0,2,5,1,3,0,0,0,0,3,1,0,0,0,0,1,0,1,0,12,9,0,0,1,5,0,2,4,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,10,0,0,1,0,1,3,1,1,17
