,Phrase,Counts
10684,"('soll', 'bund')",22
10685,"('syri', 'irak')",22
10686,"('darub', 'debattiert')",22
10687,"('maximal', 'moglich')",22
10688,"('absatz', 'eingefugt')",22
10689,"('uberdurchschnitt', 'hoh')",22
10690,"('seit', 'zweit')",22
10691,"('dringend', 'mind')",22
10692,"('ausbau', 'stromnetz')",22
10693,"('dat', 'dritt')",22
10694,"('gewiss', 'punkt')",22
10695,"('gut', 'verhaltnis')",22
10696,"('kanton', 'gefordert')",22
10697,"('mitarbeit', 'verwalt')",22
10698,"('gemass', 'initiativ')",22
10699,"('losung', 'sei')",22
10700,"('ersatz', 'list')",22
10701,"('buro', 'festgestellt')",22
10702,"('festgestellt', 'wahl')",22
10703,"('mandat', 'festgestellt')",22
10704,"('parlamentsgesetz', 'parlamentar')",22
10705,"('mandat', 'unvereinbar')",22
10706,"('international', 'sportanlass')",22
10707,"('anerkenn', 'ausland')",22
10708,"('tatig', 'muss')",22
10709,"('polit', 'kultur')",22
10710,"('lokal', 'bevolker')",22
10711,"('st', 'moritz')",22
10712,"('gemacht', 'eben')",22
10713,"('abzulehn', 'geht')",22
10714,"('gegeneinand', 'ausspiel')",22
10715,"('gegenvorschlag', 'ab')",22
10716,"('grenzuberschreit', 'handelsbezieh')",22
10717,"('erneuerbar', 'treibstoff')",22
10718,"('schweiz', 'setzt')",22
10719,"('fossil', 'treibstoff')",22
10720,"('offent', 'beschaff')",22
10721,"('abhang', 'person')",22
10722,"('entsprech', 'betrag')",22
10723,"('mehr', 'vorlag')",22
10724,"('fruh', 'forder')",22
10725,"('pauschalbeitrag', 'hoh')",22
10726,"('mind', 'bendahan')",22
10727,"('funktionsaufwand', 'million')",22
10728,"('mocht', 'frau')",22
10729,"('biodiversitat', 'schweiz')",22
10730,"('mind', 'wermuth')",22
10731,"('jahr', 'eigent')",22
10732,"('bund', 'seit')",22
10733,"('schutz', 'kritisch')",22
10734,"('departement', 'amt')",22
10735,"('medienplatz', 'schweiz')",22
10736,"('kanton', 'versich')",22
10737,"('ausstell', 'eid')",22
10738,"('bezahlbar', 'wohnraum')",22
10739,"('mind', 'schneeberg')",22
10740,"('alptransit', 'gotthard')",22
10741,"('gotthard', 'ag')",22
10742,"('genf', 'zentr')",22
10743,"('einzelantrag', 'jauslin')",22
10744,"('autorinn', 'autor')",22
10745,"('gleich', 'sag')",21
10746,"('einzelantrag', 'engl')",21
10747,"('frau', 'graf')",21
10748,"('bundesrat', 'kurz')",21
10749,"('kanton', 'etwa')",21
10750,"('folg', 'kanton')",21
10751,"('neu', 'zahl')",21
10752,"('dat', 'austausch')",21
10753,"('sich', 'gewahrleist')",21
10754,"('niemand', 'wirklich')",21
10755,"('u', 'a')",21
10756,"('sozialdirektorinn', 'sozialdirektor')",21
10757,"('kommission', 'recht')",21
10758,"('verurteilt', 'word')",21
10759,"('tun', 'moglich')",21
10760,"('i', 'zuzustimm')",21
10761,"('word', 'sag')",21
10762,"('muss', 'mittel')",21
10763,"('frag', 'musst')",21
10764,"('detailberat', 'mehrheit')",21
10765,"('abgelehnt', 'komm')",21
10766,"('kolleg', 'pet')",21
10767,"('land', 'europas')",21
10768,"('fluchtling', 'schweiz')",21
10769,"('neu', 'ausgab')",21
10770,"('daraus', 'ergeb')",21
10771,"('ab', 'wann')",21
10772,"('unternehm', 'eben')",21
10773,"('mal', 'prozent')",21
10774,"('sagt', 'okay')",21
10775,"('geht', 'dahin')",21
10776,"('kenn', 'heut')",21
10777,"('auswirk', 'gesund')",21
10778,"('off', 'internet')",21
10779,"('car', 'postal')",21
10780,"('erst', 'debatt')",21
10781,"('wesent', 'frag')",21
10782,"('viel', 'burgerinn')",21
10783,"('muss', 'selb')",21
10784,"('regel', 'ja')",21
10785,"('gesagt', 'entscheid')",21
10786,"('neu', 'schweiz')",21
10787,"('erhalt', 'kommission')",21
10788,"('bundesrat', 'tun')",21
10789,"('daran', 'bundesrat')",21
10790,"('war', 'antrag')",21
10791,"('deshalb', 'weit')",21
10792,"('vorgeschlag', 'word')",21
10793,"('sei', 'eigent')",21
10794,"('mocht', 'nationalrat')",21
10795,"('deshalb', 'erst')",21
10796,"('bundesamt', 'informat')",21
10797,"('schutzinn', 'schutz')",21
10798,"('fall', 'soll')",21
10799,"('nach', 'zwanzig')",21
10800,"('uberzeugt', 'richtig')",21
10801,"('postulat', 'verlang')",21
10802,"('konnt', 'schon')",21
10803,"('regier', 'kanton')",21
10804,"('erhoh', 'mocht')",21
10805,"('einfach', 'antrag')",21
10806,"('gut', 'war')",21
10807,"('enthalt', 'mind')",21
10808,"('jahr', 'uberpruf')",21
10809,"('vertret', 'schweiz')",21
10810,"('aug', 'schau')",21
10811,"('muss', 'bund')",21
10812,"('graubund', 'wallis')",21
10813,"('mehr', 'mitarbeit')",21
10814,"('macht', 'eigent')",21
10815,"('deshalb', 'sicht')",21
10816,"('schweiz', 'ab')",21
10817,"('alpin', 'museum')",21
10818,"('moglich', 'ganz')",21
10819,"('sekundarstuf', 'ii')",21
10820,"('detail', 'geh')",21
10821,"('glaub', 'kommission')",21
10822,"('jugend', 'jahr')",21
10823,"('darauf', 'geachtet')",21
10824,"('standerat', 'kommissionsmehr')",21
10825,"('bleib', 'mind')",21
10826,"('sinn', 'geht')",21
10827,"('kanton', 'gemacht')",21
10828,"('gemacht', 'gesagt')",21
10829,"('verkehr', 'gebracht')",21
10830,"('kanton', 'wiss')",21
10831,"('gesetz', 'explizit')",21
10832,"('ausserst', 'schwierig')",21
10833,"('ebenfall', 'antrag')",21
10834,"('land', 'leut')",21
10835,"('muss', 'insbesond')",21
10836,"('ziel', 'neu')",21
10837,"('kolleg', 'abat')",21
10838,"('tun', 'glaub')",21
10839,"('deshalb', 'nochmal')",21
10840,"('leid', 'mehrheit')",21
10841,"('jahr', 'wirklich')",21
10842,"('schaff', 'mehr')",21
10843,"('initiativ', 'zuzustimm')",21
10844,"('irgendein', 'weis')",21
10845,"('kolleg', 'glarn')",21
10846,"('aufgrund', 'uberleg')",21
10847,"('volk', 'ja')",21
10848,"('nationalrat', 'mehr')",21
10849,"('gilt', 'grundsatz')",21
10850,"('allerding', 'schon')",21
10851,"('zuletzt', 'aufgrund')",21
10852,"('stell', 'musst')",21
10853,"('abred', 'stell')",21
10854,"('kolleg', 'hess')",21
10855,"('bring', 'deshalb')",21
10856,"('motion', 'grin')",21
10857,"('jahr', 'fast')",21
10858,"('uberhaupt', 'gibt')",21
10859,"('standesinitiativ', 'wurd')",21
10860,"('muss', 'initiativ')",21
10861,"('druck', 'setz')",21
10862,"('bundesrat', 'verlangt')",21
10863,"('gesuch', 'stell')",21
10864,"('gesetz', 'verpflichtet')",21
10865,"('war', 'beispielsweis')",21
10866,"('kantonal', 'gesetz')",21
10867,"('bundesrat', 'verfolgt')",21
10868,"('gibt', 'situation')",21
10869,"('ausland', 'buss')",21
10870,"('komm', 'einfach')",21
10871,"('spat', 'kommt')",21
10872,"('heisst', 'braucht')",21
10873,"('vorstoss', 'wurd')",21
10874,"('gemeinsam', 'haushalt')",21
10875,"('demokrati', 'rechtsstaat')",21
10876,"('kantonal', 'regel')",21
10877,"('darf', 'nam')",21
10878,"('mocht', 'deutlich')",21
10879,"('aufgab', 'mehr')",21
10880,"('dank', 'herzlich')",21
10881,"('erst', 'fall')",21
10882,"('verlangt', 'eigent')",21
10883,"('bericht', 'kommt')",21
10884,"('innerhalb', 'wenig')",21
10885,"('muss', 'polit')",21
10886,"('beispiel', 'frag')",21
10887,"('gross', 'einsatz')",21
10888,"('probl', 'schweiz')",21
10889,"('tatsach', 'meinung')",21
10890,"('jahr', 'ebenfall')",21
10891,"('bereit', 'daran')",21
10892,"('schwierig', 'sag')",21
10893,"('richtig', 'herr')",21
10894,"('deshalb', 'wirklich')",21
10895,"('liegt', 'kompetenz')",21
10896,"('fall', 'vorlag')",21
10897,"('vorlag', 'revision')",21
10898,"('wirtschaftsplatz', 'schweiz')",21
10899,"('schweiz', 'beteil')",21
10900,"('find', 'antrag')",21
10901,"('wenig', 'verdi')",21
10902,"('bundesrat', 'wenig')",21
10903,"('damal', 'nationalrat')",21
10904,"('gesetz', 'braucht')",21
10905,"('initiativ', 'unterstutzt')",21
10906,"('lautet', 'folgt')",21
10907,"('situation', 'kanton')",21
10908,"('auseinandersetz', 'muss')",21
10909,"('off', 'ehrlich')",21
10910,"('gleich', 'beid')",21
10911,"('gewahrleist', 'sich')",21
10912,"('kernaufgab', 'staat')",21
10913,"('aufgrund', 'sexuell')",21
10914,"('namlich', 'moglich')",21
10915,"('anlass', 'berat')",21
10916,"('svpfraktion', 'vorlag')",21
10917,"('arbeitsplatz', 'sich')",21
10918,"('dien', 'schweiz')",21
10919,"('fuhrt', 'schweiz')",21
10920,"('hoh', 'administrativ')",21
10921,"('weiterhin', 'tun')",21
10922,"('zahlreich', 'vorstoss')",21
10923,"('mehr', 'investition')",21
10924,"('mehr', 'druck')",21
10925,"('stell', 'herr')",21
10926,"('schluss', 'kommission')",21
10927,"('artikel', 'eben')",21
10928,"('gesamtabstimm', 'vorlag')",21
10929,"('ja', 'mehrheit')",21
10930,"('kanton', 'schweiz')",21
10931,"('herzlich', 'bedank')",21
10932,"('jahr', 'tun')",21
10933,"('festgelegt', 'word')",21
10934,"('senkung', 'prozent')",21
10935,"('geht', 'herr')",21
10936,"('entsprech', 'forder')",21
10937,"('steu', 'behandl')",21
10938,"('badran', 'jacquelin')",21
10939,"('drei', 'standesinitiativ')",21
10940,"('bund', 'kompetenz')",21
10941,"('frau', 'pier')",21
10942,"('gesetz', 'erst')",21
10943,"('gut', 'aufgestellt')",21
10944,"('dah', 'nam')",21
10945,"('of', 'the')",21
10946,"('heut', 'feststell')",21
10947,"('fraktion', 'tritt')",21
10948,"('mitglied', 'uns')",21
10949,"('dafur', 'vorgeseh')",21
10950,"('risik', 'verbund')",21
10951,"('diskutiert', 'antrag')",21
10952,"('braucht', 'dafur')",21
10953,"('eben', 'sag')",21
10954,"('genau', 'uberleg')",21
10955,"('hoh', 'gebuhr')",21
10956,"('steht', 'bericht')",21
10957,"('anlieg', 'bereit')",21
10958,"('absatz', 'frag')",21
10959,"('bereit', 'entschied')",21
10960,"('negativ', 'erwerbsanreiz')",21
10961,"('soll', 'zud')",21
10962,"('gestellt', 'kommission')",21
10963,"('ja', 'schliesslich')",21
10964,"('polit', 'beurteil')",21
10965,"('mind', 'barazzon')",21
10966,"('verhaltnis', 'kanton')",21
10967,"('gilt', 'beacht')",21
10968,"('neu', 'produkt')",21
10969,"('behandelt', 'kommission')",21
10970,"('geschaftsreglement', 'nationalrat')",21
10971,"('weit', 'gegang')",21
10972,"('frist', 'zwei')",21
10973,"('kommission', 'bezug')",21
10974,"('schweiz', 'ratifiziert')",21
10975,"('ressourc', 'verfug')",21
10976,"('betroff', 'schweiz')",21
10977,"('parlament', 'heut')",21
10978,"('stimm', 'gutgeheiss')",21
10979,"('nationalrat', 'gemacht')",21
10980,"('bundesrat', 'vorhin')",21
10981,"('weit', 'gesetz')",21
10982,"('bund', 'wurd')",21
10983,"('deshalb', 'stell')",21
10984,"('straftat', 'begang')",21
10985,"('straf', 'gestellt')",21
10986,"('motion', 'erwahnt')",21
10987,"('geschaft', 'tatig')",21
10988,"('erwartet', 'bundesrat')",21
10989,"('erhalt', 'entsprech')",21
10990,"('steh', 'komm')",21
10991,"('jositsch', 'gesagt')",21
10992,"('muss', 'parlament')",21
10993,"('bitt', 'block')",21
10994,"('massnahm', 'gemass')",21
10995,"('artikel', 'personenbeforderungsgesetz')",21
10996,"('klar', 'dafur')",21
10997,"('weiterhin', 'gut')",21
10998,"('abzug', 'forschung')",21
10999,"('bund', 'finanziell')",21
11000,"('reduziert', 'satz')",21
11001,"('uns', 'region')",21
11002,"('damal', 'beschloss')",21
11003,"('vorschlag', 'mehrheit')",21
11004,"('anteil', 'kanton')",21
11005,"('anbiet', 'muss')",21
11006,"('herr', 'candinas')",21
11007,"('ander', 'vornehm')",21
11008,"('konnt', 'geht')",21
11009,"('zweit', 'bemerk')",21
11010,"('schweiz', 'arbeitsplatz')",21
11011,"('kommt', 'schweiz')",21
11012,"('klar', 'strategi')",21
11013,"('zweit', 'paket')",21
11014,"('recht', 'bereit')",21
11015,"('kanton', 'verfug')",21
11016,"('abzulehn', 'minderheitsantrag')",21
11017,"('kostet', 'million')",21
11018,"('weit', 'erhoh')",21
11019,"('grunliberal', 'steh')",21
11020,"('sag', 'projekt')",21
11021,"('fuhr', 'war')",21
11022,"('bdpfraktion', 'vorlag')",21
11023,"('probl', 'heut')",21
11024,"('auffass', 'vertret')",21
11025,"('sollt', 'ja')",21
11026,"('genomm', 'word')",21
11027,"('wirklich', 'zeit')",21
11028,"('geschaft', 'rat')",21
11029,"('jemand', 'schweiz')",21
11030,"('nam', 'sagt')",21
11031,"('bereit', 'zweimal')",21
11032,"('vielleicht', 'klein')",21
11033,"('kantonal', 'zustand')",21
11034,"('titel', 'motion')",21
11035,"('entwurf', 'einzutret')",21
11036,"('deshalb', 'kommissionsmehr')",21
11037,"('kanton', 'ausgestalt')",21
11038,"('recht', 'kanton')",21
11039,"('gesetz', 'einfach')",21
11040,"('mehr', 'zahl')",21
11041,"('denk', 'macht')",21
11042,"('wenig', 'berucksichtigt')",21
11043,"('klar', 'darauf')",21
11044,"('steht', 'zusammenhang')",21
11045,"('bereich', 'imm')",21
11046,"('mehr', 'polit')",21
11047,"('klar', 'defini')",21
11048,"('kanton', 'festleg')",21
11049,"('erhalt', 'deshalb')",21
11050,"('behord', 'kanton')",21
11051,"('darauf', 'schweiz')",21
11052,"('anfang', 'klar')",21
11053,"('grundsatz', 'meinung')",21
11054,"('kanton', 'beitrag')",21
11055,"('absatz', 'beantragt')",21
11056,"('absatz', 'standerat')",21
11057,"('wert', 'prozent')",21
11058,"('ausgab', 'reduzi')",21
11059,"('gross', 'schweiz')",21
11060,"('seit', 'parlament')",21
11061,"('griechenland', 'itali')",21
11062,"('sag', 'wann')",21
11063,"('probl', 'probl')",21
11064,"('letzt', 'schluss')",21
11065,"('arbeit', 'bereich')",21
11066,"('fuhr', 'konnt')",21
11067,"('brauch', 'zusatz')",21
11068,"('bevor', 'neu')",21
11069,"('bundesrat', 'weiss')",21
11070,"('wirklich', 'sinnvoll')",21
11071,"('grund', 'sag')",21
11072,"('schweiz', 'deutschland')",21
11073,"('konkret', 'antrag')",21
11074,"('wirksam', 'wettbewerb')",21
11075,"('richtig', 'sag')",21
11076,"('herr', 'eder')",21
11077,"('gut', 'ausgangslag')",21
11078,"('fortschritt', 'erziel')",21
11079,"('mehr', 'passi')",21
11080,"('muss', 'versuch')",21
11081,"('zweit', 'element')",21
11082,"('relativ', 'lang')",21
11083,"('person', 'gleich')",21
11084,"('aufgenomm', 'soll')",21
11085,"('braucht', 'dringend')",21
11086,"('moglich', 'wurd')",21
11087,"('bundesrat', 'betont')",21
11088,"('erst', 'mind')",21
11089,"('moglich', 'person')",21
11090,"('global', 'problem')",21
11091,"('bundesrat', 'rasch')",21
11092,"('bitt', 'entwurf')",21
11093,"('arme', 'zivilschutz')",21
11094,"('daran', 'beteil')",21
11095,"('lautet', 'bundesrat')",21
11096,"('genau', 'umgekehrt')",21
11097,"('gefall', 'lass')",21
11098,"('natur', 'gewiss')",21
11099,"('verweis', 'darauf')",21
11100,"('leid', 'heut')",21
11101,"('schon', 'allein')",21
11102,"('moglich', 'klein')",21
11103,"('hoh', 'akzeptanz')",21
11104,"('tag', 'mehr')",21
11105,"('bzw', 'antrag')",21
11106,"('seit', 'prozent')",21
11107,"('programm', 'jugend')",21
11108,"('person', 'heut')",21
11109,"('antrag', 'lag')",21
11110,"('grundsatz', 'falsch')",21
11111,"('polit', 'behord')",21
11112,"('viel', 'gemeind')",21
11113,"('alt', 'nationalrat')",21
11114,"('schluss', 'muss')",21
11115,"('muss', 'bevolker')",21
11116,"('eben', 'gar')",21
11117,"('sexuell', 'gewalt')",21
11118,"('geschaft', 'ja')",21
11119,"('schafft', 'neu')",21
11120,"('abstimm', 'bring')",21
11121,"('inclusion', 'handicap')",21
11122,"('probl', 'ja')",21
11123,"('scheint', 'sinnvoll')",21
11124,"('find', 'mocht')",21
11125,"('ganz', 'person')",21
11126,"('sei', 'ganz')",21
11127,"('vorhin', 'beim')",21
11128,"('rahm', 'gesetzgeb')",21
11129,"('krank', 'mensch')",21
11130,"('wart', 'muss')",21
11131,"('ja', 'rat')",21
11132,"('froh', 'kommission')",21
11133,"('biet', 'hand')",21
11134,"('gesagt', 'wenig')",21
11135,"('bund', 'heut')",21
11136,"('ausfuhr', 'dargelegt')",21
11137,"('zugriff', 'dat')",21
11138,"('schluss', 'ganz')",21
11139,"('fordert', 'motion')",21
11140,"('ganz', 'anfang')",21
11141,"('eben', 'verschied')",21
11142,"('eben', 'offent')",21
11143,"('drei', 'weit')",21
11144,"('gilt', 'schweiz')",21
11145,"('setzt', 'voraus')",21
11146,"('ja', 'glaub')",21
11147,"('wenig', 'frank')",21
11148,"('gemeinnutz', 'gesellschaft')",21
11149,"('gibt', 'moment')",21
11150,"('absatz', 'bereit')",21
11151,"('losung', 'heut')",21
11152,"('staatspolit', 'frag')",21
11153,"('freizugigkeitsabkomm', 'eu')",21
11154,"('ursprung', 'beschluss')",21
11155,"('bundesrat', 'endlich')",21
11156,"('jahr', 'thema')",21
11157,"('rechtlich', 'rahmenbeding')",21
11158,"('eng', 'sinn')",21
11159,"('bezug', 'finanzier')",21
11160,"('bundesrat', 'gern')",21
11161,"('bund', 'zusamm')",21
11162,"('massnahm', 'erreich')",21
11163,"('eben', 'prozent')",21
11164,"('seien', 'ja')",21
11165,"('effizient', 'arbeit')",21
11166,"('ab', 'sag')",21
11167,"('weltweit', 'grosst')",21
11168,"('breit', 'offent')",21
11169,"('deshalb', 'zusatz')",21
11170,"('ergriff', 'wurd')",21
11171,"('letzt', 'mind')",21
11172,"('verbrech', 'vergeh')",21
11173,"('umgesetzt', 'soll')",21
11174,"('geb', 'glaub')",21
11175,"('den', 'ganz')",21
11176,"('anlieg', 'bevolker')",21
11177,"('bemerk', 'kolleg')",21
11178,"('angenomm', 'postulat')",21
11179,"('musst', 'fall')",21
11180,"('anrechn', 'lass')",21
11181,"('person', 'verhaltnis')",21
11182,"('mind', 'barril')",21
11183,"('bish', 'nie')",21
11184,"('wegfall', 'bilateral')",21
11185,"('nam', 'rat')",21
11186,"('end', 'oktob')",21
11187,"('end', 'septemb')",21
11188,"('unternehm', 'bund')",21
11189,"('tatsach', 'schon')",21
11190,"('kommissionsmind', 'unterstutz')",21
11191,"('bestimmt', 'fall')",21
11192,"('parlament', 'genehmigt')",21
11193,"('detailberat', 'auss')",21
11194,"('sei', 'wurd')",21
11195,"('musst', 'heut')",21
11196,"('extern', 'mandat')",21
11197,"('jahr', 'land')",21
11198,"('person', 'erfahr')",21
11199,"('sich', 'moglich')",21
11200,"('zusammenhang', 'motion')",21
11201,"('motion', 'herr')",21
11202,"('frank', 'beitrag')",21
11203,"('insbesond', 'darauf')",21
11204,"('mocht', 'absatz')",21
11205,"('ganz', 'debatt')",21
11206,"('gleich', 'ort')",21
11207,"('sprech', 'sag')",21
11208,"('find', 'war')",21
11209,"('knapp', 'angenomm')",21
11210,"('gleich', 'mass')",21
11211,"('bundesrat', 'oktob')",21
11212,"('zustimm', 'entwurf')",21
11213,"('auftrag', 'motion')",21
11214,"('geht', 'vorstoss')",21
11215,"('nahm', 'kenntnis')",21
11216,"('bundesrat', 'verpflicht')",21
11217,"('differenziert', 'losung')",21
11218,"('neu', 'ansatz')",21
11219,"('absatz', 'betreff')",21
11220,"('standerat', 'zugestimmt')",21
11221,"('einstimm', 'antrag')",21
11222,"('auftrag', 'erfullt')",21
11223,"('regel', 'gut')",21
11224,"('beim', 'schweizer')",21
11225,"('frag', 'vorlag')",21
11226,"('soeb', 'erwahnt')",21
11227,"('erinn', 'damal')",21
11228,"('mehr', 'gerechtfertigt')",21
11229,"('gesagt', 'brauch')",21
11230,"('à', 'fond')",21
11231,"('tor', 'geoffnet')",21
11232,"('geleg', 'geb')",21
11233,"('zwei', 'kind')",21
11234,"('find', 'geht')",21
11235,"('bundesrat', 'vertritt')",21
11236,"('zahl', 'heut')",21
11237,"('kommission', 'verschied')",21
11238,"('abgelehnt', 'bundesrat')",21
11239,"('postulat', 'geht')",21
11240,"('triftig', 'grund')",21
11241,"('wiss', 'geht')",21
11242,"('seh', 'gross')",21
11243,"('wesent', 'roll')",21
11244,"('schluss', 'daraus')",21
11245,"('zwei', 'them')",21
11246,"('drei', 'ding')",21
11247,"('hervorrag', 'arbeit')",21
11248,"('spfraktion', 'antrag')",21
11249,"('grundsatz', 'bundesrat')",21
11250,"('ab', 'zeitpunkt')",21
11251,"('eintretensdebatt', 'gesagt')",21
11252,"('eben', 'hoh')",21
11253,"('meinung', 'zusatz')",21
11254,"('bundesrat', 'erhoh')",21
11255,"('gesetz', 'sei')",21
11256,"('gegeb', 'sei')",21
11257,"('praxis', 'gesetz')",21
11258,"('bundesrat', 'glaub')",21
11259,"('finanziell', 'aufwand')",21
11260,"('teilrevision', 'bundesgesetz')",21
11261,"('beispiel', 'gibt')",21
11262,"('sei', 'bess')",21
11263,"('sag', 'ziel')",21
11264,"('breit', 'auslegeordn')",21
11265,"('jahr', 'gelt')",21
11266,"('regelmass', 'abstand')",21
11267,"('meinung', 'parlament')",21
11268,"('schweiz', 'aufgrund')",21
11269,"('gemacht', 'kommission')",21
11270,"('entschied', 'motion')",21
11271,"('wissenschaft', 'nachwuch')",21
11272,"('sinnvoll', 'sei')",21
11273,"('gleich', 'gleich')",21
11274,"('mehr', 'hatt')",21
11275,"('seh', 'beim')",21
11276,"('budget', 'milliard')",21
11277,"('ce', 'que')",21
11278,"('erganzungsleist', 'sozialhilf')",21
11279,"('burokrat', 'hurd')",21
11280,"('mehr', 'viel')",21
11281,"('zahlungsrahm', 'million')",21
11282,"('ganz', 'schweig')",21
11283,"('jahr', 'betrieb')",21
11284,"('legt', 'dar')",21
11285,"('neu', 'generation')",21
11286,"('bitt', 'ganz')",21
11287,"('vorschlag', 'unterbreitet')",21
11288,"('heut', 'wahrschein')",21
11289,"('schutz', 'aussengrenz')",21
11290,"('muss', 'jedoch')",21
11291,"('fzawidr', 'massnahm')",21
11292,"('mal', 'jahr')",21
11293,"('bundesrat', 'aufgab')",21
11294,"('kanton', 'umsetz')",21
11295,"('kantonal', 'steuerverwalt')",21
11296,"('stund', 'lang')",21
11297,"('erinn', 'diskussion')",21
11298,"('beid', 'saul')",21
11299,"('hatt', 'wenig')",21
11300,"('frank', 'bess')",21
11301,"('kanton', 'jahr')",21
11302,"('kanton', 'kost')",21
11303,"('rav', 'gemeldet')",21
11304,"('moglich', 'gering')",21
11305,"('dah', 'wichtig')",21
11306,"('feld', 'ein')",21
11307,"('alt', 'syst')",21
11308,"('zusammenhang', 'steh')",21
11309,"('mittel', 'eingesetzt')",21
11310,"('rahm', 'debatt')",21
11311,"('vorgebracht', 'wurd')",21
11312,"('anhor', 'kanton')",21
11313,"('kost', 'rund')",21
11314,"('wirtschaft', 'tragbar')",21
11315,"('ablehn', 'stellungnahm')",21
11316,"('bleibt', 'beim')",21
11317,"('finanziell', 'entlast')",21
11318,"('deshalb', 'falsch')",21
11319,"('schweizer', 'landwirtschaft')",21
11320,"('fuhr', 'geht')",21
11321,"('standesinitiativ', 'basellandschaft')",21
11322,"('wirklich', 'losung')",21
11323,"('ahvrent', 'frank')",21
11324,"('kommissionsmehr', 'stimm')",21
11325,"('diskussion', 'nationalrat')",21
11326,"('frank', 'bleib')",21
11327,"('empfehl', 'vorlag')",21
11328,"('sich', 'ordnung')",21
11329,"('fraktion', 'begrusst')",21
11330,"('deshalb', 'gesetz')",21
11331,"('absolut', 'entscheid')",21
11332,"('genug', 'muss')",21
11333,"('hoh', 'alt')",21
11334,"('projekt', 'bereit')",21
11335,"('cvpfraktion', 'erachtet')",21
11336,"('gesagt', 'einfach')",21
11337,"('moglich', 'mittel')",21
11338,"('gibt', 'vorlag')",21
11339,"('richtig', 'falsch')",21
11340,"('zeit', 'brauch')",21
11341,"('bundesrat', 'bish')",21
11342,"('frag', 'bereich')",21
11343,"('schon', 'genau')",21
11344,"('sagt', 'soll')",21
11345,"('durf', 'mehr')",21
11346,"('kommission', 'absatz')",21
11347,"('steht', 'frag')",21
11348,"('rucksicht', 'nimmt')",21
11349,"('pauschal', 'prozent')",21
11350,"('gleich', 'stark')",21
11351,"('konnt', 'kanton')",21
11352,"('thema', 'geht')",21
11353,"('tont', 'gut')",21
11354,"('bundesrat', 'sach')",21
11355,"('geh', 'musst')",21
11356,"('arbeit', 'mehr')",21
11357,"('ab', 'gibt')",21
11358,"('vorlag', 'war')",21
11359,"('zwei', 'sach')",21
11360,"('mehr', 'besteh')",21
11361,"('frag', 'auseinandersetz')",21
11362,"('kolleg', 'fourni')",21
11363,"('landwirtschaft', 'betrieb')",21
11364,"('herr', 'weibel')",21
11365,"('versuch', 'moglich')",21
11366,"('schlecht', 'gewiss')",21
11367,"('bundesrat', 'aufford')",21
11368,"('bundesrat', 'anfang')",21
11369,"('bundesrat', 'absatz')",21
11370,"('bundesrat', 'musst')",21
11371,"('volk', 'entschied')",21
11372,"('vorn', 'beginn')",21
11373,"('relativ', 'weit')",21
11374,"('konkret', 'zahl')",21
11375,"('wort', 'grundsatz')",21
11376,"('mehr', 'war')",21
11377,"('besond', 'gut')",21
11378,"('eigent', 'unbestritt')",21
11379,"('erhoh', 'mittel')",21
11380,"('jeweil', 'antrag')",21
11381,"('genehm', 'umsetz')",21
11382,"('heut', 'uberhaupt')",21
11383,"('gesetz', 'imm')",21
11384,"('nationalrat', 'eingefugt')",21
11385,"('beispiel', 'schweiz')",21
11386,"('schweiz', 'nie')",21
11387,"('zwei', 'aspekt')",21
11388,"('enthalt', 'bestimm')",21
11389,"('rechtlich', 'moglich')",21
11390,"('bleib', 'geht')",21
11391,"('beginn', 'artikel')",21
11392,"('seh', 'weshalb')",21
11393,"('sag', 'unternehm')",21
11394,"('motion', 'titel')",21
11395,"('nachacht', 'verschaff')",21
11396,"('annahm', 'ablehn')",21
11397,"('position', 'nationalrat')",21
11398,"('schweiz', 'wald')",21
11399,"('genau', 'zahl')",21
11400,"('gern', 'frag')",21
11401,"('kunftig', 'rentnerinn')",21
11402,"('signal', 'setz')",21
11403,"('erwahnt', 'artikel')",21
11404,"('bundesrat', 'grund')",21
11405,"('end', 'monat')",21
11406,"('finanziell', 'interess')",21
11407,"('weit', 'kreis')",21
11408,"('namlich', 'rund')",21
11409,"('sprech', 'spfraktion')",21
11410,"('geschaft', 'eingetret')",21
11411,"('vergleich', 'heut')",21
11412,"('musst', 'halt')",21
11413,"('funf', 'weggli')",21
11414,"('verwendet', 'durf')",21
11415,"('gut', 'sei')",21
11416,"('formulier', 'find')",21
11417,"('falsch', 'annahm')",21
11418,"('kolleg', 'damian')",21
11419,"('darum', 'vorlag')",21
11420,"('massnahm', 'zugun')",21
11421,"('auswirk', 'vorlag')",21
11422,"('ganz', 'breit')",21
11423,"('gutgeheiss', 'wurd')",21
11424,"('glaubhaft', 'gemacht')",21
11425,"('interess', 'interess')",21
11426,"('zuwander', 'eigenstand')",21
11427,"('herr', 'wermuth')",21
11428,"('empfehl', 'global')",21
11429,"('jahr', 'bewahrt')",21
11430,"('kanton', 'tun')",21
11431,"('zugestimmt', 'wurd')",21
11432,"('prozent', 'gut')",21
11433,"('amen', 'kirch')",21
11434,"('schweiz', 'uberhaupt')",21
11435,"('gibt', 'sicht')",21
11436,"('zud', 'besteht')",21
11437,"('international', 'akzeptiert')",21
11438,"('dank', 'nam')",21
11439,"('durchschnitt', 'jahrlich')",21
