,Speaker Party,Speaker,"('ablehn', 'motion')","('absatz', 'buchstab')","('absatz', 'litera')","('angehor', 'arme')","('anlegerinn', 'anleg')","('annahm', 'motion')","('antrag', 'bundesrat')","('antrag', 'kommission')","('antrag', 'kommissionsmehr')","('antrag', 'mehrheit')","('antrag', 'mind')","('antrag', 'wurd')","('antwort', 'bundesrat')","('arbeitnehmerinn', 'arbeitnehm')","('arme', 'xxi')","('artikel', 'absatz')","('artikel', 'buchstab')","('ausdruck', 'gebracht')","('auslanderinn', 'ausland')","('ausserhalb', 'bauzon')","('automat', 'informationsaustausch')","('beantragt', 'einstimm')","('beantragt', 'kommission')","('beantragt', 'stimm')","('beid', 'rat')","('beim', 'eintret')","('bericht', 'kommission')","('beruf', 'vorsorg')","('beschluss', 'nationalrat')","('best', 'dank')","('bitt', 'antrag')","('bitt', 'dah')","('bitt', 'deshalb')","('bitt', 'dringend')","('bitt', 'mehrheit')","('bitt', 'minderheitsantrag')","('buchstab', 'a')","('buchstab', 'b')","('bund', 'kanton')","('bundesamt', 'justiz')","('bundesrat', 'antrag')","('bundesrat', 'beantragt')","('bundesrat', 'empfiehlt')","('bundesrat', 'folg')","('bundesrat', 'ja')","('bundesrat', 'kommission')","('bundesrat', 'leuenberg')","('bundesrat', 'meinung')","('bundesrat', 'merz')","('bundesrat', 'motion')","('bundesrat', 'standerat')","('bundesrat', 'villig')","('bundesrat', 'vorgeschlag')","('cvpevpfraktion', 'unterstutzt')","('cvpfraktion', 'begrusst')","('cvpfraktion', 'eintret')","('cvpfraktion', 'unterstutzt')","('dank', 'bundesrat')","('daran', 'erinn')","('darauf', 'aufmerksam')","('darauf', 'hinweis')","('darf', 'sag')","('darum', 'bitt')","('de', 'la')","('deshalb', 'bundesrat')","('deshalb', 'glaub')","('differenz', 'nationalrat')","('direkt', 'bundessteu')","('direkt', 'demokrati')","('diskussion', 'einverstand')","('eidgenoss', 'finanzkontroll')","('eidgenoss', 'steuerverwalt')","('einfach', 'sag')","('elt', 'sorg')","('empfiehlt', 'stimm')","('enthalt', 'abgelehnt')","('entsprech', 'antrag')","('entwurf', 'bundesrat')","('erneuerbar', 'energi')","('erwahnt', 'word')","('etwa', 'million')","('etwa', 'prozent')","('europa', 'gerichtshof')","('europa', 'union')","('fakultativ', 'referendum')","('fassung', 'bundesrat')","('fassung', 'mehrheit')","('fassung', 'nationalrat')","('fdpdie', 'liberal')","('fdpfraktion', 'bitt')","('fdpfraktion', 'empfiehlt')","('fdpfraktion', 'lehnt')","('fdpfraktion', 'mehrheit')","('fdpfraktion', 'unterstutzt')","('fdpliberal', 'fraktion')","('folg', 'geb')","('frag', 'herr')","('frag', 'herrn')","('frau', 'bundesprasidentin')","('frau', 'bundesratin')","('frau', 'fetz')","('frau', 'kollegin')","('frau', 'leutenegg')","('frau', 'nationalratin')","('frau', 'sommaruga')","('ganz', 'klar')","('ganz', 'kurz')","('ganz', 'wichtig')","('geh', 'davon')","('geht', 'darum')","('geht', 'frag')","('geltend', 'recht')","('gemass', 'artikel')","('gesagt', 'word')","('glaub', 'wichtig')","('gross', 'mehrheit')","('grund', 'weshalb')","('herr', 'bieri')","('herr', 'bundesrat')","('herr', 'jenny')","('herr', 'kolleg')","('herr', 'leuenberg')","('herr', 'nationalrat')","('herr', 'stahelin')","('herr', 'standerat')","('herr', 'visch')","('herrn', 'bundesrat')","('herrn', 'david')","('herrn', 'kolleg')","('herrn', 'standerat')","('heut', 'geltend')","('heut', 'morg')","('indirekt', 'gegenvorschlag')","('initiativ', 'folg')","('insof', 'glaub')","('international', 'organisation')","('ja', 'schon')","('jurist', 'person')","('kalt', 'progression')","('kanton', 'bern')","('kanton', 'schwyz')","('kanton', 'thurgau')","('kanton', 'zurich')","('klar', 'meinung')","('kommission', 'antrag')","('kommission', 'beantragt')","('kommission', 'bundesrat')","('kommission', 'empfiehlt')","('kommission', 'folg')","('kommission', 'rechtsfrag')","('kommission', 'stimm')","('kommission', 'wurd')","('kommission', 'zuzustimm')","('kommissionssprech', 'gesagt')","('konsumentinn', 'konsument')","('landlich', 'raum')","('le', 'conseil')","('lehnt', 'spfraktion')","('leutenegg', 'oberholz')","('liegt', 'schriftlich')","('mehr', 'geld')","('mehrheit', 'cvpfraktion')","('mehrheit', 'fdpfraktion')","('mehrheit', 'folg')","('mehrheit', 'kommission')","('mehrheit', 'spfraktion')","('mehrheit', 'svpfraktion')","('mehrheit', 'unterstutz')","('mehrheit', 'wak')","('mehrheit', 'zuzustimm')","('meinung', 'kommission')","('mieterinn', 'miet')","('milliard', 'frank')","('mind', 'folg')","('minderheitsantrag', 'abzulehn')","('mocht', 'beton')","('mocht', 'bitt')","('mocht', 'daran')","('mocht', 'einfach')","('mocht', 'nochmal')","('motion', 'abzulehn')","('motion', 'anzunehm')","('motion', 'nationalrat')","('nach', 'jahr')","('nam', 'bundesrat')","('nam', 'cvpevpfraktion')","('nam', 'cvpfraktion')","('nam', 'fdpfraktion')","('nam', 'fdpliberal')","('nam', 'kommission')","('nam', 'mehrheit')","('nam', 'spfraktion')","('nam', 'svpfraktion')","('nationalrat', 'beschloss')","('nationalrat', 'fassung')","('nationalrat', 'folg')","('nationalrat', 'kommission')","('offent', 'verkehr')","('organisation', 'arbeitswelt')","('parlamentar', 'initiativ')","('patientinn', 'patient')","('postulat', 'uberweis')","('pro', 'helvetia')","('recht', 'gesagt')","('rentnerinn', 'rentn')","('richtig', 'gesagt')","('rund', 'milliard')","('sag', 'sei')","('sbb', 'cargo')","('schluss', 'gekomm')","('schon', 'gesagt')","('schriftlich', 'antwort')","('schriftlich', 'bericht')","('schweiz', 'tourismus')","('schweizer', 'nationalbank')","('seit', 'jahr')","('servic', 'public')","('sicherheitspolit', 'bericht')","('sicherheitspolit', 'kommission')","('sicht', 'bundesrat')","('sicht', 'spfraktion')","('sinn', 'bitt')","('sozialdemokrat', 'fraktion')","('spfraktion', 'antrag')","('spfraktion', 'beantrag')","('spfraktion', 'begrusst')","('spfraktion', 'bitt')","('spfraktion', 'bittet')","('spfraktion', 'eintret')","('spfraktion', 'empfiehlt')","('spfraktion', 'ersuch')","('spfraktion', 'lehnt')","('spfraktion', 'mehrheit')","('spfraktion', 'mind')","('spfraktion', 'minderheitsantrag')","('spfraktion', 'steht')","('spfraktion', 'unterstutzt')","('spfraktion', 'vorlag')","('st', 'gall')","('staatspolit', 'kommission')","('standort', 'schweiz')","('stellung', 'nehm')","('stellungnahm', 'bundesrat')","('stimm', 'abgelehnt')","('stimm', 'enthalt')","('svpfraktion', 'antrag')","('svpfraktion', 'beantrag')","('svpfraktion', 'bitt')","('svpfraktion', 'bittet')","('svpfraktion', 'empfiehlt')","('svpfraktion', 'lehnt')","('svpfraktion', 'mehrheit')","('svpfraktion', 'mind')","('svpfraktion', 'unterstutzt')","('svpfraktion', 'vorlag')","('uns', 'kommission')","('uns', 'sicht')","('unterstutzt', 'spfraktion')","('verdeckt', 'ermittl')","('vier', 'jahr')","('volkerrecht', 'vertrag')","('vollig', 'klar')","('vorberat', 'kommission')","('vorlag', 'einzutret')","('vorlauf', 'aufgenomm')","('vorlauf', 'aufnahm')","('vorlieg', 'motion')","('worum', 'geht')","('wurd', 'kommission')","('zwanzig', 'jahr')","('zwei', 'drei')","('zwei', 'drittel')","('zweit', 'saul')"
27,Christlichdemokratische Volkspartei der Schweiz (CVP),Pirmin Bischof,2,8,1,0,3,14,0,9,3,11,10,0,11,1,0,24,1,0,1,0,6,5,9,6,10,2,0,1,2,0,8,2,7,1,11,0,2,3,6,1,1,4,0,1,3,12,0,6,0,2,1,0,1,0,0,0,0,12,3,0,0,1,0,0,1,0,7,7,5,0,1,0,2,0,0,1,3,5,0,8,0,10,2,12,3,1,1,3,0,0,0,0,0,0,2,1,0,0,5,16,0,7,0,2,0,5,0,1,4,17,18,9,4,9,1,2,1,0,4,0,3,0,0,0,0,0,0,0,0,0,2,3,8,0,0,3,7,17,0,0,3,0,5,1,2,23,9,2,1,7,15,0,0,7,2,0,0,0,3,0,1,0,0,23,25,0,0,1,0,1,0,0,18,5,0,0,0,2,3,0,5,9,3,5,0,0,0,0,0,7,3,0,0,3,0,13,2,0,0,11,0,0,0,7,0,7,0,1,0,2,1,0,0,0,3,11,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,4,0,2,29,0,0,0,0,0,0,0,0,0,0,2,1,0,0,5,2,0,1,14,0,0,2,7,3,1,2,1,1
28,Christlichdemokratische Volkspartei der Schweiz (CVP),Ruedi Lustenberger,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,4,2,0,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,1,0,0,0,0,0,1,0,0,1,0,0,0,6,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,2,5,0,0,5,0,0,1,3,0,0,0,0,0,1,0,1,1,0,0,2,0,1,1,1,0,0,0,2,0,0,0,0,3,0,0,0,0,1,0,0,2,0,3,0,0,0,3,0,1,0,2,1,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,2,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,5,3,1,0
29,Christlichdemokratische Volkspartei der Schweiz (CVP),Ruth Humbel,1,15,3,0,0,0,3,3,18,11,27,0,3,8,0,94,3,1,6,0,0,0,5,16,3,5,0,7,4,0,9,7,0,0,0,1,6,1,20,0,1,0,2,2,0,1,0,0,0,0,16,0,3,22,0,3,0,0,3,1,7,0,0,0,0,0,0,2,0,0,3,0,0,0,1,4,2,2,0,1,2,0,1,2,0,5,2,5,0,0,0,0,0,0,1,15,0,2,3,1,0,0,0,0,0,4,0,0,4,12,7,10,36,1,0,5,0,0,2,0,0,0,1,0,0,0,2,0,0,0,2,5,0,12,0,0,0,2,0,3,0,0,3,4,3,9,1,0,7,0,19,4,2,0,7,0,0,0,0,0,5,2,0,10,9,0,0,1,0,2,0,0,19,3,1,1,4,2,1,5,0,4,0,4,0,2,0,0,0,5,1,0,0,0,9,0,3,0,0,47,15,0,0,0,9,1,4,0,0,3,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,2,0,4,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,1,5,4,13,0,5,2,0,1,1,2
30,Christlichdemokratische Volkspartei der Schweiz (CVP),Stefan Engler,4,10,5,0,0,11,7,8,8,14,13,4,5,5,0,121,1,6,6,3,2,1,11,0,8,8,2,6,16,3,9,0,3,0,7,0,3,2,22,2,1,8,1,5,1,3,0,0,0,3,11,0,5,0,0,0,0,0,5,5,1,0,3,0,1,4,6,0,1,0,0,1,0,2,1,0,2,43,23,1,2,2,5,1,0,13,1,2,0,0,0,0,0,0,0,14,0,1,2,23,6,19,0,0,0,8,15,0,5,25,16,69,25,2,1,1,9,0,5,1,34,0,0,0,0,0,1,0,7,0,1,2,2,2,4,1,3,11,0,4,15,0,5,3,2,19,2,6,6,30,5,3,1,2,3,18,0,0,0,0,0,0,0,13,24,0,0,1,3,1,1,0,13,8,0,0,19,3,5,1,2,8,6,4,0,0,0,0,0,7,1,0,0,5,19,10,0,15,0,43,0,0,0,13,0,3,2,0,0,5,4,0,0,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1,1,9,2,22,0,0,0,0,0,0,0,0,0,0,8,0,0,8,5,30,0,23,15,0,1,1,11,4,6,10,4,3
31,Christlichdemokratische Volkspartei der Schweiz (CVP),Stefan Müller-Altermatt,0,2,0,0,0,1,1,2,0,3,12,7,1,0,0,10,0,0,0,0,0,0,1,3,0,1,0,0,0,0,3,0,1,0,2,1,1,0,6,2,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,6,7,3,37,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,5,0,0,0,10,0,2,0,0,0,1,0,0,0,9,3,5,5,1,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,5,0,0,1,0,0,0,1,3,4,2,1,2,0,10,3,0,0,0,0,0,0,0,0,4,0,0,5,21,0,0,0,0,0,2,0,3,0,1,0,0,0,4,0,0,3,0,1,0,5,0,0,0,3,2,0,0,0,0,0,1,1,0,18,0,0,0,0,0,3,0,2,0,0,3,0,0,1,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,1,6,0,0,3,2,12,0,0,1,0
32,Christlichdemokratische Volkspartei der Schweiz (CVP),Urs Schläfli,0,1,0,0,0,4,0,0,2,0,10,0,0,0,0,5,0,1,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0
33,Christlichdemokratische Volkspartei der Schweiz (CVP),Urs Schwaller,8,4,2,0,0,15,11,3,7,11,9,1,6,2,2,36,3,2,0,0,0,1,3,4,5,1,0,13,3,2,1,0,0,0,0,0,0,2,20,2,4,4,0,4,3,2,1,0,0,1,0,0,4,0,0,0,0,8,0,0,0,2,0,5,0,0,1,2,1,0,1,0,0,0,0,0,2,6,1,2,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,9,1,2,0,1,0,1,9,1,14,12,1,2,3,1,1,8,5,1,12,0,1,0,2,0,0,0,2,0,0,0,3,22,4,2,0,2,0,0,0,0,2,0,2,0,1,9,2,2,1,0,4,0,0,0,0,0,0,0,0,0,3,0,0,7,14,0,0,1,0,3,0,0,80,7,0,0,0,0,0,0,12,6,1,21,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,12,2,0,0,0,5,0,10,3,0,1,0,0,0,0,0,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,7,0,0,3,8,2,4,9,3,23
34,Christlichdemokratische Volkspartei der Schweiz (CVP),Viola Amherd,1,4,1,0,0,4,0,1,2,4,13,1,1,0,0,42,0,0,0,0,0,1,4,1,7,0,0,0,0,2,4,0,1,0,1,4,2,0,2,0,0,1,0,3,0,2,0,2,0,1,5,0,3,6,0,0,0,1,0,0,1,0,0,0,0,0,0,6,0,0,1,0,0,11,1,1,0,7,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,2,6,0,0,1,7,0,2,0,0,0,8,0,0,2,8,0,2,3,1,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,1,5,0,0,0,0,0,0,0,0,0,1,1,3,1,1,1,12,3,1,1,1,1,5,0,0,5,0,1,0,0,6,10,0,0,0,0,3,0,0,13,0,2,0,0,0,0,0,0,10,0,2,0,19,0,0,0,0,1,0,0,0,1,0,0,11,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,7,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,12,0,0,2,1,3,2,0,2,0
35,Christlichdemokratische Volkspartei der Schweiz (CVP),Yannick Buttet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,FDP.Die Liberalen (FDP-Liberale),Albert Vitali,0,0,0,0,0,1,4,0,0,4,4,9,1,0,0,1,0,2,0,0,0,0,0,3,4,0,0,0,3,2,5,3,0,0,4,0,0,0,5,0,1,1,1,4,1,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,5,0,0,0,0,11,0,0,2,3,0,0,0,6,4,17,0,0,1,1,0,0,0,1,0,0,13,0,0,0,0,0,66,0,0,0,1,6,0,2,0,0,0,1,0,1,3,2,2,0,2,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,2,0,0,0,0,3,6,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,3,0,3,6,3,0,0,1,0,0,0,0,41,0,6,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,4,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,7,0,0,0,2,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,3,0
37,FDP.Die Liberalen (FDP-Liberale),Andrea Caroni,0,5,5,0,0,1,1,0,4,6,30,1,1,0,0,50,0,1,0,0,5,0,0,3,3,5,1,1,0,0,8,12,1,0,3,1,1,0,3,0,0,2,1,4,1,3,0,1,1,0,4,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,4,1,0,0,2,1,0,2,0,1,4,1,2,0,0,1,0,2,0,3,0,2,1,1,0,0,0,31,10,0,0,0,19,0,2,0,0,0,2,4,3,2,8,2,12,2,1,0,1,1,0,4,0,5,0,0,0,0,6,0,0,0,0,0,2,10,7,0,0,12,3,0,1,0,0,0,3,1,4,1,4,1,4,13,0,0,0,2,0,0,0,5,0,1,0,0,14,22,0,0,1,1,0,1,0,13,1,3,0,0,0,0,0,0,8,0,1,0,0,0,1,8,4,3,0,0,0,0,0,0,0,0,17,0,0,0,2,0,1,0,2,0,0,4,0,0,0,1,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,3,1,19,0,0,0,0,0,0,0,0,0,0,2,4,0,0,1,2,0,0,22,0,0,2,2,4,2,1,0,0
38,FDP.Die Liberalen (FDP-Liberale),Beat Walti,0,1,2,0,0,1,0,0,2,0,8,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,3,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0
39,FDP.Die Liberalen (FDP-Liberale),Bruno Pezzatti,0,11,0,0,0,0,4,0,13,3,17,0,0,0,0,29,0,0,0,0,0,0,3,2,1,0,0,0,1,0,0,0,0,0,0,0,3,1,1,0,0,7,0,1,1,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,1,0,0,0,1,0,3,0,0,3,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,3,2,0,0,4,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,1,10,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,10,2,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,3,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,12,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,7,5,0,0,0,0,5,0,0,0,0
40,FDP.Die Liberalen (FDP-Liberale),Christa Markwalder,0,2,0,0,0,0,0,2,3,5,20,2,0,1,0,26,2,0,1,0,0,0,1,2,7,0,0,1,3,3,7,2,19,0,10,1,0,2,1,1,0,2,0,3,0,0,0,0,0,0,5,0,3,0,0,0,0,0,6,0,1,0,1,6,0,0,1,1,2,0,0,0,0,6,1,1,2,4,0,0,0,2,2,6,0,0,3,1,6,1,0,0,0,1,24,6,0,0,0,11,0,0,2,0,0,0,0,1,0,12,2,10,7,0,0,2,1,0,1,0,2,0,0,0,0,2,0,0,0,0,2,4,24,6,0,1,0,1,0,0,0,0,0,0,2,4,0,1,14,49,12,0,1,0,2,0,0,0,5,0,0,0,1,15,43,0,0,1,0,0,0,0,1,0,1,5,0,4,1,0,4,2,0,1,0,0,0,1,9,0,6,0,0,4,1,0,3,0,0,28,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,3,16,0,0,0,0,0,0,0,0,0,0,17,9,0,0,1,0,0,0,12,0,0,2,1,6,16,0,0,0
41,FDP.Die Liberalen (FDP-Liberale),Christian Wasserfallen,1,1,9,0,0,0,0,0,2,16,35,0,0,1,0,38,1,0,0,0,0,0,1,0,1,3,0,0,0,2,2,0,2,0,2,2,2,2,18,3,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,5,1,6,2,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,4,27,2,3,10,0,2,5,1,7,0,4,0,0,0,1,2,51,8,2,1,1,46,0,10,0,0,0,33,1,4,3,23,2,0,1,4,0,2,2,0,6,0,22,0,0,0,0,2,1,0,0,0,1,3,17,5,0,0,4,0,0,26,0,0,5,7,0,1,0,1,0,0,1,3,0,1,3,0,0,0,0,0,3,0,0,16,12,0,1,4,0,2,0,2,31,3,1,0,1,0,3,0,2,1,0,5,0,0,0,0,2,0,3,0,0,0,0,0,1,10,0,26,0,0,0,0,0,2,4,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0,0,0,7,0,3,4,0,0
42,FDP.Die Liberalen (FDP-Liberale),Christine Egerszegi-Obrist,12,26,0,0,0,14,2,7,3,9,11,0,1,2,0,113,2,0,2,0,5,10,2,8,19,6,0,8,17,0,11,1,4,0,29,1,9,9,21,10,0,16,4,5,2,0,0,0,0,2,0,0,3,0,0,0,0,2,5,0,9,0,0,0,2,0,7,0,0,0,0,0,14,0,7,1,2,16,0,2,3,2,0,0,1,3,0,8,0,0,0,0,0,0,1,18,0,0,1,10,3,2,0,0,0,25,2,10,0,11,4,12,20,2,0,16,13,0,10,8,6,0,0,0,0,0,4,0,0,0,3,14,6,3,0,2,1,0,0,0,4,7,2,6,5,10,1,5,7,2,16,4,3,0,4,0,2,0,0,0,2,0,0,30,42,0,0,5,0,8,6,0,28,2,2,0,0,1,14,0,27,11,12,5,0,0,0,0,0,19,8,0,0,7,1,3,2,4,0,29,12,0,0,0,7,1,2,3,0,3,5,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,2,8,3,6,42,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,3,17,7,5,12,2,8,3,4,2,19
43,FDP.Die Liberalen (FDP-Liberale),Corina Eichenberger-Walther,0,4,0,0,0,1,1,1,2,4,11,1,0,0,0,13,0,0,0,0,0,1,1,3,4,0,0,0,0,0,1,0,2,0,1,0,0,2,2,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,3,0,2,0,0,0,0,1,0,0,0,0,0,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,1,0,0,0,0,29,1,6,0,0,0,0,0,1,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,1,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,11,0,0,1,0,2,5,0,1,0
