freq,word
1.8,"(logisch, folg)"
1.8,"(neugestalt, finanzausgleich)"
1.8,"(mass, hinausgeh)"
1.8,"(erhoh, mehrwertsteu)"
1.8,"(autonomi, kanton)"
1.8,"(stellt, fest)"
1.8,"(bund, milliard)"
1.8,"(frank, schuld)"
1.9,"(land, stellt)"
1.9,"(polit, bund)"
1.9,"(fehlbetrag, pensionskass)"
1.9,"(landlich, region)"
1.9,"(deckungsluck, pensionskass)"
1.9,"(frank, angestieg)"
2,"(unbefried, zustand)"
2,"(finanzlag, bund)"
2,"(erfolgsrechn, bilanz)"
2,"(einnahm, bund)"
2,"(unterstutz, differenz)"
2,"(revision, bundesgesetz)"
2,"(neutralitat, land)"
2,"(ausland, einzusetz)"
2,"(sanier, bundeshaushalt)"
2.1,"(insbesond, bezug)"
2.1,"(vollendet, tatsach)"
2.1,"(grundsatz, falsch)"
2.1,"(fast, prozent)"
2.1,"(plus, million)"
2.1,"(polit, uno)"
2.1,"(frank, defizitgaranti)"
2.1,"(klar, volksentscheid)"
2.2,"(volk, ablehn)"
2.2,"(neutral, kleinstaat)"
2.2,"(total, million)"
2.3,"(zusammenhang, abstimm)"
2.5,"(meinung, klar)"
2.7,"(scheint, wichtig)"
0.1,"(passiv, veredelungsverkehr)"
0.1,"(sag, kanton)"
0.2,"(strass, schien)"
0.2,"(bilateral, ii)"
0.2,"(mind, weigelt)"
0.3,"(entscheid, bundesgericht)"
0.4,"(porta, alpina)"
0.4,"(ersuch, antrag)"
0.4,"(privat, kapitalgewinn)"
0.4,"(schweiz, tourismus)"
0.5,"(eigent, sinn)"
0.6,"(rahm, entlastungsprogramm)"
0.6,"(zustand, kommission)"
0.8,"(handlungsbedarf, besteht)"
0.9,"(wichtig, roll)"
0.9,"(periph, gebiet)"
1,"(teilbesteuerungssatz, prozent)"
1,"(standesinitiativ, folg)"
1.3,"(stationar, bereich)"
1.3,"(aufschieb, wirkung)"
1.3,"(einstimm, kommission)"
1.4,"(existenz, konkret)"
1.4,"(international, tatig)"
1.5,"(froh, herr)"
1.5,"(anlieg, herrn)"
1.6,"(regierungsrat, kanton)"
1.7,"(belastet, standort)"
1.8,"(parlamentar, initiativ)"
1.8,"(januar, kraft)"
1.8,"(abgeandert, motion)"
1.9,"(eu, schweiz)"
1.9,"(gesetz, bestimm)"
1.9,"(kommission, einstimm)"
1.9,"(wirtschaft, doppelbelast)"
2,"(ursprung, fassung)"
2,"(kommission, verkehr)"
2,"(bilateral, abkomm)"
2.2,"(zukomm, lass)"
2.2,"(polit, partei)"
2.2,"(ahv, zukomm)"
2.2,"(gemass, entwurf)"
2.4,"(gemass, antrag)"
2.4,"(fassung, kommission)"
2.4,"(eidgenoss, rat)"
2.4,"(pro, kopf)"
2.5,"(ersuch, mehrheit)"
2.5,"(kanton, zurich)"
2.6,"(kalt, progression)"
2.7,"(offent, verkehr)"
2.7,"(vorlieg, fall)"
2.7,"(kanton, uri)"
2.7,"(finanziell, unterstutz)"
2.8,"(wesent, bestandteil)"
2.8,"(bls, cargo)"
2.8,"(kommission, auffass)"
2.8,"(kommission, frag)"
2.8,"(kommission, empfiehlt)"
2.9,"(mind, zustimm)"
2.9,"(mehrheit, kommission)"
2.9,"(auffass, kommission)"
2.9,"(einzig, instanz)"
2.9,"(schwierig, fall)"
3,"(uberweis, motion)"
3.1,"(schweiz, europa)"
3.2,"(joseph, deiss)"
3.2,"(kommission, zuzustimm)"
3.4,"(diskussion, fuhr)"
3.4,"(volk, stand)"
3.4,"(enthalt, abgelehnt)"
3.4,"(kommission, beantrag)"
3.5,"(beschuldigt, person)"
3.5,"(offent, interess)"
3.5,"(polit, diskussion)"
3.6,"(gysin, remo)"
3.6,"(parlament, volk)"
3.6,"(losung, mehrheit)"
3.7,"(kommission, antrag)"
3.7,"(bundesamt, justiz)"
3.8,"(mind, ii)"
3.8,"(wort, ergreif)"
3.8,"(antrag, wak)"
3.9,"(fast, milliard)"
3.9,"(suspendier, stimmrecht)"
3.9,"(unterstutzt, mind)"
3.9,"(hoh, preis)"
4,"(kanton, tessin)"
4,"(konferenz, kantonal)"
4,"(uberschuss, goldreserv)"
4.1,"(zusammenarbeit, staat)"
4.1,"(aufgab, erfull)"
4.1,"(vollig, unbestritt)"
4.1,"(kommission, rechtsfrag)"
4.1,"(land, verlass)"
4.2,"(kommissionsmehr, folg)"
4.2,"(frank, gemass)"
4.2,"(ziel, erreich)"
4.3,"(mind, beantragt)"
4.3,"(klipp, klar)"
4.4,"(motion, eingereicht)"
4.5,"(motion, verlangt)"
4.5,"(forschung, entwickl)"
4.5,"(kauf, nehm)"
4.5,"(meist, kanton)"
4.6,"(vorlieg, motion)"
4.6,"(entschad, genugtu)"
4.6,"(eidgenoss, steuerverwalt)"
4.6,"(teilrevision, waldgesetz)"
4.6,"(kollektiv, kapitalanlag)"
4.6,"(kanton, uberlass)"
4.6,"(relativ, einfach)"
4.7,"(kenntnis, genomm)"
4.7,"(massnahm, ergreif)"
4.7,"(variant, berg)"
4.8,"(polit, akt)"
4.8,"(bitt, herr)"
4.8,"(ausland, studier)"
4.9,"(geni, minenraumpanz)"
4.9,"(expressis, verbis)"
4.9,"(sequenz, gen)"
5,"(ausserordent, wichtig)"
5,"(sica, fix)"
5,"(fusion, spaltung)"
5,"(nothilf, bezieh)"
5,"(rahm, eintret)"
5,"(ausserhalb, europa)"
5,"(intern, kontrollsyst)"
5,"(sexual, gewaltstraftat)"
5,"(ausserordent, grosszug)"
5,"(glaub, jetzig)"
5,"(illegal, eingewandert)"
5,"(schengenvisum, anerkenn)"
5,"(sozial, moral)"
5,"(fursorger, freiheitsentzug)"
5,"(interess, klient)"
5,"(mad, switzerland)"
5,"(zwangsweis, ruckfuhr)"
5,"(gericht, beurteil)"
5,"(klar, ausdruck)"
5,"(flughaf, zurich)"
5,"(staatspolit, kommission)"
5.1,"(ungefahr, prozent)"
5.1,"(schweizer, unternehm)"
5.1,"(kommissionsmehr, zuzustimm)"
5.1,"(polit, wesent)"
5.1,"(anteil, prozent)"
