,Speaker Party,Speaker,"('abgelehnt', 'artikel')","('ablehn', 'motion')","('aeschi', 'thomas')","('anerkannt', 'fluchtling')","('angab', 'herrn')","('annahm', 'motion')","('antrag', 'kommission')","('antrag', 'kommissionsmehr')","('antrag', 'mind')","('antrag', 'wurd')","('antwort', 'frag')","('artikel', 'absatz')","('automat', 'informationsaustausch')","('beantragt', 'kommission')","('beid', 'rat')","('beitrag', 'leist')","('bereit', 'heut')","('bern', 'konvention')","('beschluss', 'nationalrat')","('betroff', 'person')","('bitt', 'deshalb')","('bitt', 'mehrheit')","('bitt', 'motion')","('branchenorganisation', 'milch')","('buchstab', 'b')","('bund', 'kanton')","('bundesamt', 'verkehr')","('bundesrat', 'antwort')","('bundesrat', 'beantragt')","('bundesrat', 'bleib')","('bundesrat', 'empfiehlt')","('bundesrat', 'folg')","('bundesrat', 'ja')","('bundesrat', 'maur')","('bundesrat', 'meinung')","('bundesrat', 'motion')","('bundesrat', 'vorgeschlag')","('burgerinn', 'burg')","('buro', 'beantragt')","('buro', 'festgestellt')","('buro', 'mandat')","('conseil', 'fédéral')","('cvpfraktion', 'ab')","('cvpfraktion', 'antrag')","('cvpfraktion', 'artikel')","('cvpfraktion', 'begrusst')","('cvpfraktion', 'bitt')","('cvpfraktion', 'erachtet')","('cvpfraktion', 'meinung')","('cvpfraktion', 'mind')","('cvpfraktion', 'stimmt')","('cvpfraktion', 'unterstutzt')","('cvpfraktion', 'vorlag')","('dan', 'le')","('dank', 'bundesrat')","('daran', 'erinn')","('darauf', 'aufmerksam')","('darauf', 'hingewies')","('darauf', 'hinweis')","('davon', 'ausgeh')","('de', 'la')","('deshalb', 'bitt')","('deshalb', 'bundesrat')","('direkt', 'bundessteu')","('direkt', 'demokrati')","('diskussion', 'fuhr')","('drei', 'jahr')","('ehrlich', 'gesagt')","('eidgenoss', 'finanzkontroll')","('eidgenoss', 'steuerverwalt')","('eidgenoss', 'zollverwalt')","('einfach', 'sag')","('elektron', 'stimmabgab')","('enthalt', 'abgelehnt')","('enthalt', 'angenomm')","('entscheid', 'fall')","('entwurf', 'bundesrat')","('erklart', 'buro')","('erleichtert', 'einburger')","('erneuerbar', 'energi')","('ersatz', 'list')","('ersetzt', 'zuruckgetret')","('erst', 'lini')","('erst', 'mal')","('etwa', 'milliard')","('etwa', 'prozent')","('europa', 'union')","('fdpdie', 'liberal')","('fdpliberal', 'fraktion')","('festgestellt', 'wahl')","('finanzkommission', 'empfiehlt')","('fluchtling', 'vorlauf')","('frag', 'herr')","('frank', 'pro')","('frau', 'bundesprasidentin')","('frau', 'bundesratin')","('frau', 'fetz')","('frau', 'kollegin')","('frau', 'nationalratin')","('frau', 'standeratin')","('fuss', 'veloverkehr')","('ganz', 'wichtig')","('gebund', 'ausgab')","('geh', 'davon')","('geht', 'darum')","('geht', 'einfach')","('geht', 'frag')","('geht', 'ja')","('geltend', 'recht')","('gemass', 'artikel')","('gemeinsam', 'organisation')","('genet', 'untersuch')","('genf', 'zentrum')","('gern', 'bereit')","('gesagt', 'herr')","('geschatzt', 'frau')","('geschatzt', 'herr')","('geschatzt', 'kolleg')","('geschatzt', 'kollegin')","('gesetz', 'grundlag')","('gewahlt', 'erklart')","('gibt', 'viel')","('glaub', 'wichtig')","('gleich', 'lang')","('grund', 'dafur')","('grund', 'weshalb')","('gultig', 'zustand')","('gut', 'gemeint')","('guterabwag', 'vorzunehm')","('hauslich', 'gewalt')","('herr', 'bundesrat')","('herr', 'caroni')","('herr', 'kolleg')","('herr', 'matt')","('herr', 'nationalrat')","('herr', 'pardini')","('herr', 'standerat')","('herrn', 'bundesrat')","('herrn', 'standerat')","('heut', 'geltend')","('heut', 'morg')","('heut', 'schon')","('heutig', 'rentnerinn')","('illegal', 'migrant')","('imm', 'mehr')","('indirekt', 'presseforder')","('initiativ', 'altherr')","('insof', 'glaub')","('interess', 'daran')","('international', 'recht')","('international', 'standard')","('international', 'zusammenarbeit')","('ja', 'sag')","('ja', 'schon')","('jugend', 'sport')","('kanton', 'tessin')","('kanton', 'thurgau')","('kenntnis', 'nehm')","('kolleg', 'caroni')","('kolleg', 'cram')","('kolleg', 'engl')","('kolleg', 'fohn')","('kolleg', 'glattli')","('kolleg', 'jositsch')","('kolleg', 'mind')","('kolleg', 'ried')","('kolleg', 'stockli')","('komm', 'sag')","('komm', 'schluss')","('kommission', 'einstimm')","('kommission', 'folg')","('kommission', 'rechtsfrag')","('kommission', 'siksr')","('kommission', 'stimm')","('kommission', 'unterstutz')","('kommissionsmehr', 'unterstutz')","('kommissionssprech', 'gesagt')","('la', 'suiss')","('lang', 'spiess')","('le', 'conseil')","('leb', 'bedroht')","('legt', 'dar')","('lehnt', 'cvpfraktion')","('lehnt', 'spfraktion')","('leib', 'leb')","('letzt', 'jahr')","('leutenegg', 'oberholz')","('losung', 'find')","('lunion', 'européenn')","('macht', 'sinn')","('mandat', 'festgestellt')","('mandat', 'unvereinbar')","('massnahm', 'nr')","('megabit', 'pro')","('mehrheit', 'fdpliberal')","('mehrheit', 'finanzkommission')","('mehrheit', 'kommission')","('mehrheit', 'spfraktion')","('mehrheit', 'svpfraktion')","('milliard', 'frank')","('million', 'frank')","('mind', 'aeschi')","('mind', 'i')","('mind', 'ii')","('mineral', 'rohstoff')","('mocht', 'bitt')","('mocht', 'bundesrat')","('mocht', 'einfach')","('mocht', 'kurz')","('mocht', 'nochmal')","('motion', 'ablehn')","('motion', 'abzulehn')","('motion', 'anzunehm')","('motion', 'verlangt')","('muss', 'schon')","('nach', 'jahr')","('nam', 'bundesrat')","('nam', 'cvpfraktion')","('nam', 'fdpliberal')","('nam', 'spfraktion')","('nam', 'svpfraktion')","('nationalrat', 'beschloss')","('nationalrat', 'folg')","('nein', 'sag')","('neu', 'aufgab')","('offent', 'beschaffungswes')","('offent', 'hand')","('offent', 'verkehr')","('parlamentar', 'initiativ')","('parlamentar', 'mandat')","('parlamentar', 'versamml')","('parlamentsgesetz', 'parlamentar')","('partenair', 'tarifair')","('patientinn', 'patient')","('polit', 'bildung')","('postulat', 'abzulehn')","('pro', 'jahr')","('recht', 'gesagt')","('regional', 'personenverkehr')","('rentnerinn', 'rentn')","('richtig', 'gesagt')","('rund', 'milliard')","('rund', 'million')","('rund', 'prozent')","('sach', 'kanton')","('sag', 'bundesrat')","('sag', 'gern')","('sag', 'ja')","('sag', 'mal')","('sag', 'sei')","('schluss', 'gekomm')","('schon', 'gesagt')","('schutz', 'privatsphar')","('seit', 'fahn')","('seit', 'jahr')","('servic', 'public')","('sicherheitspolit', 'kommission')","('sicht', 'bundesrat')","('sicht', 'cvpfraktion')","('sicht', 'fdpliberal')","('sicht', 'kommission')","('sicht', 'spfraktion')","('sicht', 'svpfraktion')","('sinn', 'bitt')","('sozialdemokrat', 'fraktion')","('spfraktion', 'antrag')","('spfraktion', 'begrusst')","('spfraktion', 'bitt')","('spfraktion', 'bittet')","('spfraktion', 'lehnt')","('spfraktion', 'mind')","('spfraktion', 'steht')","('spfraktion', 'unterstutzt')","('spfraktion', 'vorlag')","('sprech', 'spfraktion')","('st', 'gall')","('stadt', 'gemeind')","('standerat', 'engl')","('stellungnahm', 'bundesrat')","('stimm', 'abgelehnt')","('stimm', 'enthalt')","('strateg', 'ziel')","('svpfraktion', 'bitt')","('svpfraktion', 'lehnt')","('svpfraktion', 'unterstutzt')","('svpfraktion', 'vorlag')","('umsetz', 'masseneinwanderungsinitiativ')","('unbegleitet', 'minderjahr')","('uns', 'kommission')","('uns', 'sicht')","('unternehmenssteuerreform', 'iii')","('unterstutzt', 'cvpfraktion')","('unterstutzt', 'fdpliberal')","('unterstutzt', 'spfraktion')","('unterstutzt', 'svpfraktion')","('unvereinbar', 'war')","('versich', 'bundesrat')","('viel', 'dank')","('vier', 'jahr')","('volkerrecht', 'vertrag')","('vorab', 'festzuhalt')","('vorhin', 'gesagt')","('vorlag', 'einzutret')","('vorlauf', 'aufgenomm')","('vorlauf', 'aufnahm')","('wahl', 'herrn')","('wak', 'rat')","('war', 'buro')","('weshalb', 'bundesrat')","('wurd', 'gesagt')","('wurd', 'recht')","('wurd', 'stimm')","('z', 'b')","('zinsbereinigt', 'gewinnsteu')","('zwanzig', 'jahr')","('zweit', 'saul')","('zwingend', 'lebenslang')","('à', 'la')"
24,Christlichdemokratische Volkspartei der Schweiz (CVP),Kathy Riklin,0,1,0,0,0,0,0,3,10,2,0,9,1,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0,3,0,0,2,1,0,0,0,2,4,0,0,0,0,0,1,1,5,1,0,2,0,3,5,2,0,2,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,2,0,0,3,0,0,1,0,0,0,1,1,1,5,0,2,0,0,0,0,3,0,2,0,1,0,0,0,0,0,1,3,0,1,2,0,1,0,5,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,7,0,0,2,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,10,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,1,0,0,4,32,0,4,2,0,1,1,0,0,0,0,1,1,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,7,0,1,0,0,0,14,0,3,0,0,0,1,1,9,0,0,0,0,0,0,1,0,0,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,1,0,3,1,0,1,0,0,0,0,0,3,7,2,0,0,1,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0
25,Christlichdemokratische Volkspartei der Schweiz (CVP),Konrad Graber,0,6,0,0,0,9,9,2,7,5,9,98,1,9,14,3,18,1,21,1,1,2,3,1,10,5,13,4,5,0,0,1,8,3,0,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,1,26,5,3,0,0,1,1,0,8,15,0,0,7,1,13,0,1,7,1,6,0,0,4,0,0,11,3,0,3,0,0,0,0,0,0,2,5,1,17,5,1,0,0,0,0,0,12,10,0,11,3,9,4,0,0,0,0,0,1,0,0,0,9,0,0,4,6,4,9,0,2,0,0,17,2,3,0,0,0,1,3,0,2,5,2,0,0,0,0,0,0,1,0,0,0,3,0,7,4,0,2,1,0,2,1,0,1,1,0,0,0,4,13,14,0,0,26,2,0,0,1,5,0,0,0,0,0,0,10,0,7,0,3,0,0,0,0,0,0,34,0,0,67,95,0,8,6,0,1,7,12,0,4,1,9,8,7,1,6,0,0,0,0,0,6,9,1,0,0,7,7,27,0,0,0,0,2,0,0,4,2,0,4,0,1,2,6,0,0,0,0,0,1,1,0,0,1,4,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12,2,63,5,0,0,0,0,0,0,17,1,12,0,0,0,0,0,0,0,4,2,0,0,10,0,0,0,2,0,2,1,1,2,10,13,8,7,0,0
26,Christlichdemokratische Volkspartei der Schweiz (CVP),Leo Müller,0,2,16,0,0,3,10,12,45,18,0,72,10,6,9,1,5,0,3,3,13,11,9,0,4,11,0,2,11,0,1,5,4,0,0,2,7,3,0,0,0,0,4,9,12,7,9,0,8,6,3,13,5,0,0,0,0,3,0,0,0,15,2,9,0,2,1,1,3,5,1,1,0,19,4,0,21,0,0,1,0,0,0,1,3,6,0,0,1,0,0,0,0,7,3,4,0,10,0,1,0,8,2,5,51,4,11,10,4,4,0,0,0,0,1,0,1,0,0,4,0,3,0,4,3,4,0,0,0,0,5,0,8,0,0,0,0,0,0,3,2,2,0,0,1,0,0,0,1,0,3,1,2,3,0,1,0,4,0,0,0,0,1,0,0,0,0,0,7,0,22,0,0,29,2,2,0,0,4,0,0,0,15,0,0,13,9,3,0,2,0,0,0,0,0,2,53,0,0,38,47,12,6,11,0,0,0,1,0,1,0,5,11,2,1,3,0,25,0,0,0,2,0,0,1,9,4,0,22,0,0,0,0,2,0,1,5,0,0,1,0,4,8,13,0,1,0,1,1,1,9,5,9,4,3,0,0,0,15,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,88,0,0,0,0,0,1,0,6,3,15,11,0,0,0,0,0,0,0,0,0,2,9,0,0,0,24,0,0,3,0,21,1,14,1,0,0,0
27,Christlichdemokratische Volkspartei der Schweiz (CVP),Marco Romano,2,0,1,0,0,1,1,1,18,2,0,25,0,0,2,0,3,0,0,1,1,0,0,0,2,4,0,0,2,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,1,0,6,1,0,0,0,0,0,0,1,1,0,0,0,4,0,3,0,0,0,0,0,4,2,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,7,3,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,9,1,2,0,0,0,0,0,0,0,0,25,0,0,0,1,0,11,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,17,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,11,12,0,0,0,0,0,1,0,3,0,0,8,0,0,0,0,0,0,1,0,0,0,0,13,7,0,0,0,0,0,0,5,4,0,0,0,0,0
28,Christlichdemokratische Volkspartei der Schweiz (CVP),Markus Ritter,0,0,2,0,0,1,1,2,5,1,1,28,5,0,4,0,1,0,3,0,1,0,0,0,9,3,0,1,3,0,0,2,0,0,0,0,2,1,0,0,0,0,0,2,7,0,0,8,3,5,0,8,9,0,1,1,0,1,2,0,0,0,1,4,3,2,1,0,0,7,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,3,0,1,0,2,0,1,0,2,0,1,3,0,1,2,4,6,0,0,0,0,0,1,4,3,2,3,0,0,0,2,1,0,0,0,0,0,8,0,2,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,3,0,0,0,2,0,0,0,2,0,1,3,0,1,0,6,0,0,0,0,0,2,8,0,0,23,26,2,1,3,0,0,1,2,1,0,0,0,0,0,0,3,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,1,3,1,5,0,0,0,0,0,0,0,0,0,0,3,1,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1,2,9,3,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,2,0,0,0,2,1,7,0,0,0
29,Christlichdemokratische Volkspartei der Schweiz (CVP),Martin Candinas,0,1,1,0,0,2,0,3,3,0,0,4,0,1,2,1,3,0,0,0,0,0,5,0,1,11,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,3,0,1,0,0,6,1,0,1,1,0,0,0,0,0,0,0,0,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,2,1,1,1,0,0,0,0,0,0,0,0,0,3,0,1,0,1,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1,0,0,0,2,0,0,13,0,0,0,0,0,0,0,8,0,0,2,0,0,12,17,0,0,0,0,0,1,0,0,0,0,0,4,1,0,5,0,8,0,0,0,0,0,0,0,0,1,50,16,0,0,0,0,0,0,0,5,0,23,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,3,34,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,10,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,2,4,0,3,0,0,3
30,Christlichdemokratische Volkspartei der Schweiz (CVP),Nicolo Paganini,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,1,0,0,0,2,1,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
31,Christlichdemokratische Volkspartei der Schweiz (CVP),Peter Hegglin,0,0,0,0,0,2,6,3,6,0,5,12,4,0,1,0,3,0,5,2,1,1,0,22,0,15,0,4,2,0,0,3,3,1,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,1,3,5,0,0,1,7,0,0,4,0,3,5,0,1,0,0,2,1,9,0,0,0,0,0,1,1,2,3,0,0,0,0,0,0,0,21,0,3,1,0,0,0,0,0,3,1,0,0,0,0,3,6,1,0,0,1,0,0,0,0,0,11,0,0,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,16,0,0,3,0,0,0,0,1,0,12,2,4,0,0,1,0,0,3,0,1,0,1,1,0,1,0,4,0,4,1,0,0,2,1,1,0,2,0,0,0,0,0,0,12,0,0,0,2,0,0,0,0,0,0,4,0,0,38,136,0,4,2,19,0,2,2,2,0,1,2,5,0,0,9,0,0,0,0,0,1,7,0,1,0,2,8,1,0,0,0,0,0,0,0,20,0,4,1,0,2,18,12,0,0,0,3,2,3,1,8,0,0,3,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,7,0,7,0,0,0,0,0,1,0,1,3,17,0,0,0,0,0,0,0,8,0,0,8,4,0,0,0,1,0,0,5,0,1,6,17,14,4,0,0
32,Christlichdemokratische Volkspartei der Schweiz (CVP),Philipp Kutter,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,Christlichdemokratische Volkspartei der Schweiz (CVP),Pirmin Bischof,0,12,0,0,0,5,11,4,14,0,6,73,5,34,15,0,3,0,15,5,0,28,6,0,14,26,0,4,15,0,1,13,3,6,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,7,2,1,0,0,2,3,1,1,11,0,12,5,0,1,0,6,7,2,18,0,0,0,0,0,0,9,6,15,14,0,0,0,0,0,0,11,2,9,2,7,0,0,0,0,0,3,3,3,25,1,37,6,0,0,0,2,0,0,0,0,0,5,0,1,0,7,4,1,0,0,0,0,10,1,4,0,0,0,0,2,0,4,10,18,0,0,7,0,0,0,0,1,8,7,1,6,0,8,0,8,5,3,2,4,0,8,2,2,7,0,0,25,11,1,0,36,0,0,5,0,8,0,1,0,0,0,1,15,1,7,0,1,0,0,0,0,0,0,46,0,0,46,55,0,31,11,0,0,13,3,2,0,0,14,11,4,0,9,0,0,0,0,0,9,51,3,0,9,28,0,20,0,0,0,0,2,0,0,9,4,0,5,13,1,4,0,0,1,0,2,6,0,3,1,5,12,3,0,0,2,0,0,9,0,0,4,0,0,0,0,0,0,0,0,0,0,0,18,2,0,3,7,112,0,0,0,0,0,1,0,9,1,6,0,0,0,0,0,1,0,3,2,0,12,26,1,0,0,4,0,0,1,0,1,7,3,9,9,0,2
34,Christlichdemokratische Volkspartei der Schweiz (CVP),Roberto Schmidt,1,0,2,0,0,0,0,0,8,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,4,0,0,3,0,3,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,1,2,0,0,0,0,0,0,0,1,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,2,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,7,0,0,8,0,0,0,0,0,0,0,0,0,6,3,0,0,8,30,2,1,2,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,2,0,3,0,0,0,0,0,0,0,1,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,2,0,0,0
35,Christlichdemokratische Volkspartei der Schweiz (CVP),Ruth Humbel,5,1,7,1,0,2,3,18,22,9,1,117,0,8,12,3,1,0,6,2,0,1,1,0,9,14,0,1,3,0,0,2,1,0,1,0,3,4,0,0,0,0,0,3,0,0,1,1,2,5,7,17,7,0,1,3,0,15,12,1,0,0,1,0,3,0,13,0,1,0,0,2,0,11,5,3,1,0,7,0,0,0,4,0,1,1,4,0,3,0,0,0,0,11,0,3,0,4,0,0,0,0,0,1,8,0,5,1,14,28,1,0,0,0,0,0,2,1,3,17,0,1,0,1,1,0,0,4,0,0,2,0,1,0,0,0,0,2,0,4,2,0,0,0,1,0,0,0,2,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,5,0,0,17,0,2,0,0,1,0,1,0,1,0,1,20,0,0,0,3,0,0,0,0,0,0,12,0,0,51,31,4,20,10,0,0,1,3,2,4,0,0,4,2,0,0,0,3,0,0,0,2,0,0,1,0,9,0,62,0,0,0,0,32,0,0,10,0,0,9,0,6,1,9,0,0,0,0,0,0,3,0,0,0,4,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,59,0,0,0,0,0,10,0,0,1,3,6,0,0,0,0,0,0,3,8,0,0,7,10,4,0,0,0,1,0,0,16,3,0,4,35,0,0
36,Christlichdemokratische Volkspartei der Schweiz (CVP),Stefan Engler,0,6,0,2,0,7,5,3,8,0,3,67,0,2,7,6,3,2,2,1,1,4,2,0,1,32,1,3,1,0,0,2,0,0,0,2,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,3,0,4,0,0,0,0,13,1,1,6,6,1,1,0,1,1,5,0,5,1,0,0,12,1,0,2,1,0,0,0,0,0,1,4,5,14,0,0,0,0,1,0,7,3,20,1,16,5,24,6,0,0,0,0,0,0,0,0,0,8,0,3,2,9,14,15,0,1,0,1,13,1,40,0,0,0,0,0,0,0,2,11,0,0,7,0,0,2,6,0,2,0,2,5,0,7,0,0,7,13,0,4,0,8,14,14,10,0,5,1,3,16,0,1,0,0,1,0,8,0,2,0,0,0,2,4,0,2,0,8,0,0,0,15,0,0,10,0,0,18,59,0,9,1,0,16,3,4,6,0,2,4,3,4,0,2,0,0,0,0,0,3,9,3,1,3,18,16,54,0,0,0,0,0,0,0,5,6,3,0,1,1,9,4,2,1,0,1,0,1,3,4,0,2,2,33,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,3,0,13,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,9,7,0,0,8,16,1,0,0,0,2,9,6,0,4,0,10,0,1,2
37,Christlichdemokratische Volkspartei der Schweiz (CVP),Stefan Müller-Altermatt,2,0,0,0,0,1,0,1,9,10,0,43,0,0,2,1,0,0,4,0,0,3,1,0,1,5,0,1,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,3,0,0,5,0,0,19,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,18,0,1,0,0,0,2,0,0,4,1,8,0,4,3,0,0,0,0,1,1,0,3,0,0,0,1,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,20,0,0,0,11,0,8,6,0,0,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,2,0,1,0,1,0,0,3,1,1,0,1,0,0,1,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,12,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,5,2,0,6,4,0,0,0,0,0,0,2,0,6,4,0,0,1,0,0
