,Speaker Party,Speaker,"('aeschi', 'thomas')","('anerkannt', 'fluchtling')","('angab', 'herrn')","('annahm', 'motion')","('antrag', 'kommissionsmehr')","('antrag', 'mind')","('artikel', 'absatz')","('automat', 'informationsaustausch')","('beitrag', 'leist')","('bereit', 'heut')","('betroff', 'person')","('bitt', 'deshalb')","('bitt', 'motion')","('bund', 'kanton')","('bundesrat', 'bleib')","('bundesrat', 'folg')","('bundesrat', 'ja')","('bundesrat', 'maur')","('bundesrat', 'meinung')","('bundesrat', 'motion')","('bundesrat', 'vorgeschlag')","('burgerinn', 'burg')","('buro', 'beantragt')","('buro', 'festgestellt')","('buro', 'mandat')","('conseil', 'fédéral')","('daran', 'erinn')","('darauf', 'aufmerksam')","('darauf', 'hingewies')","('darauf', 'hinweis')","('davon', 'ausgeh')","('de', 'la')","('deshalb', 'bitt')","('deshalb', 'bundesrat')","('direkt', 'bundessteu')","('direkt', 'demokrati')","('drei', 'jahr')","('ehrlich', 'gesagt')","('eidgenoss', 'finanzkontroll')","('eidgenoss', 'steuerverwalt')","('eidgenoss', 'zollverwalt')","('einfach', 'sag')","('entscheid', 'fall')","('entwurf', 'bundesrat')","('erklart', 'buro')","('erleichtert', 'einburger')","('erneuerbar', 'energi')","('ersatz', 'list')","('ersetzt', 'zuruckgetret')","('erst', 'lini')","('erst', 'mal')","('etwa', 'milliard')","('etwa', 'prozent')","('festgestellt', 'wahl')","('finanzkommission', 'empfiehlt')","('fluchtling', 'vorlauf')","('frag', 'herr')","('frank', 'pro')","('frau', 'bundesprasidentin')","('frau', 'bundesratin')","('frau', 'fetz')","('frau', 'kollegin')","('frau', 'nationalratin')","('frau', 'standeratin')","('fuss', 'veloverkehr')","('ganz', 'wichtig')","('gebund', 'ausgab')","('geh', 'davon')","('geht', 'darum')","('geht', 'einfach')","('geht', 'frag')","('geht', 'ja')","('geltend', 'recht')","('genet', 'untersuch')","('gern', 'bereit')","('gesagt', 'herr')","('geschatzt', 'frau')","('geschatzt', 'herr')","('geschatzt', 'kolleg')","('geschatzt', 'kollegin')","('gesetz', 'grundlag')","('gewahlt', 'erklart')","('gibt', 'viel')","('glaub', 'wichtig')","('gleich', 'lang')","('grund', 'dafur')","('grund', 'weshalb')","('gultig', 'zustand')","('gut', 'gemeint')","('guterabwag', 'vorzunehm')","('hauslich', 'gewalt')","('herr', 'bundesrat')","('herr', 'caroni')","('herr', 'kolleg')","('herr', 'matt')","('herr', 'nationalrat')","('herr', 'pardini')","('herr', 'standerat')","('herrn', 'standerat')","('heut', 'geltend')","('heut', 'morg')","('heut', 'schon')","('heutig', 'rentnerinn')","('illegal', 'migrant')","('imm', 'mehr')","('interess', 'daran')","('international', 'recht')","('international', 'standard')","('ja', 'sag')","('ja', 'schon')","('kolleg', 'caroni')","('kolleg', 'glattli')","('komm', 'sag')","('kommission', 'folg')","('kommission', 'rechtsfrag')","('kommission', 'unterstutz')","('kommissionsmehr', 'unterstutz')","('kommissionssprech', 'gesagt')","('lang', 'spiess')","('leb', 'bedroht')","('legt', 'dar')","('lehnt', 'spfraktion')","('leib', 'leb')","('letzt', 'jahr')","('leutenegg', 'oberholz')","('losung', 'find')","('macht', 'sinn')","('mandat', 'festgestellt')","('mandat', 'unvereinbar')","('mehrheit', 'finanzkommission')","('mehrheit', 'kommission')","('mehrheit', 'spfraktion')","('mehrheit', 'svpfraktion')","('milliard', 'frank')","('million', 'frank')","('mind', 'aeschi')","('mind', 'i')","('mind', 'ii')","('mocht', 'bitt')","('mocht', 'bundesrat')","('mocht', 'einfach')","('mocht', 'kurz')","('motion', 'ablehn')","('motion', 'abzulehn')","('motion', 'anzunehm')","('motion', 'verlangt')","('muss', 'schon')","('nach', 'jahr')","('nam', 'bundesrat')","('nam', 'spfraktion')","('nam', 'svpfraktion')","('nein', 'sag')","('neu', 'aufgab')","('offent', 'beschaffungswes')","('offent', 'hand')","('offent', 'verkehr')","('parlamentar', 'initiativ')","('parlamentar', 'mandat')","('parlamentsgesetz', 'parlamentar')","('partenair', 'tarifair')","('patientinn', 'patient')","('polit', 'bildung')","('postulat', 'abzulehn')","('pro', 'jahr')","('rentnerinn', 'rentn')","('rund', 'milliard')","('rund', 'prozent')","('sag', 'bundesrat')","('sag', 'gern')","('sag', 'ja')","('sag', 'mal')","('sag', 'sei')","('schluss', 'gekomm')","('schon', 'gesagt')","('schutz', 'privatsphar')","('seit', 'fahn')","('seit', 'jahr')","('servic', 'public')","('sicht', 'bundesrat')","('sicht', 'spfraktion')","('sicht', 'svpfraktion')","('sinn', 'bitt')","('sozialdemokrat', 'fraktion')","('spfraktion', 'antrag')","('spfraktion', 'begrusst')","('spfraktion', 'bitt')","('spfraktion', 'bittet')","('spfraktion', 'lehnt')","('spfraktion', 'mind')","('spfraktion', 'steht')","('spfraktion', 'unterstutzt')","('spfraktion', 'vorlag')","('sprech', 'spfraktion')","('st', 'gall')","('stadt', 'gemeind')","('standerat', 'engl')","('svpfraktion', 'bitt')","('svpfraktion', 'lehnt')","('svpfraktion', 'unterstutzt')","('svpfraktion', 'vorlag')","('unbegleitet', 'minderjahr')","('uns', 'sicht')","('unternehmenssteuerreform', 'iii')","('unterstutzt', 'spfraktion')","('unterstutzt', 'svpfraktion')","('unvereinbar', 'war')","('versich', 'bundesrat')","('viel', 'dank')","('vier', 'jahr')","('volkerrecht', 'vertrag')","('vorab', 'festzuhalt')","('vorhin', 'gesagt')","('vorlauf', 'aufgenomm')","('vorlauf', 'aufnahm')","('wahl', 'herrn')","('war', 'buro')","('weshalb', 'bundesrat')","('wurd', 'gesagt')","('z', 'b')","('zinsbereinigt', 'gewinnsteu')","('zwanzig', 'jahr')","('zweit', 'saul')","('zwingend', 'lebenslang')"
81,Sozialdemokratische Partei der Schweiz (SP),Edith Graf-Litscher,0,0,19,0,0,4,8,0,0,1,0,5,3,3,0,0,0,0,0,1,0,1,26,22,21,0,0,0,2,0,0,0,3,1,0,3,0,0,0,1,2,0,1,0,17,0,1,22,17,1,1,0,0,22,0,0,0,1,1,4,0,0,0,0,0,1,0,0,11,1,0,0,0,0,0,0,0,0,2,0,3,21,0,1,1,1,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,7,1,0,0,22,22,0,1,0,0,4,19,0,1,0,0,3,0,0,1,5,2,1,0,0,0,5,0,0,0,5,0,17,24,22,22,0,0,0,0,3,0,2,0,0,0,0,0,0,3,0,0,0,0,10,2,5,0,9,0,0,1,2,0,0,0,2,6,2,0,7,0,0,0,0,0,0,0,0,0,2,0,22,0,1,3,0,0,0,0,0,29,18,0,0,3,0,0,0,0
82,Sozialdemokratische Partei der Schweiz (SP),Eric Nussbaumer,0,0,0,0,1,8,37,0,5,7,0,0,0,0,0,1,2,0,1,0,1,1,0,0,0,0,0,0,6,3,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,3,0,3,15,0,1,1,7,0,0,0,3,5,9,3,3,0,0,1,1,0,0,0,0,0,0,5,0,8,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,3,0,0,0,0,7,0,0,4,6,0,3,2,1,2,0,0,0,0,1,1,0,4,0,3,0,1,0,0,2,3,11,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,12,0,0,0,0,0,0,0,2,4,0,1,0,0
83,Sozialdemokratische Partei der Schweiz (SP),Evi Allemann,0,0,0,0,0,4,4,0,0,1,0,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,5,0,0,0,0,0,0,0,0,0,2,3,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3,4,0,2,11,0,3,0,0,1,0,0,0,0,3,2,0,0,0,8,0,0,0,0,0,18,2,0,0,0,0,4,0,8,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,1,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0
84,Sozialdemokratische Partei der Schweiz (SP),Fabian Molina,0,0,0,1,0,2,0,6,1,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,11,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,14,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,Sozialdemokratische Partei der Schweiz (SP),Flavia Wasserfallen,0,0,0,0,0,3,12,0,0,1,3,2,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
86,Sozialdemokratische Partei der Schweiz (SP),Hans Stöckli,0,0,0,4,1,5,32,1,3,7,1,0,0,5,1,4,5,4,0,2,2,5,0,0,0,0,2,3,0,2,4,0,0,1,0,4,11,0,8,1,0,1,2,4,0,9,0,0,0,1,6,1,5,0,0,0,3,9,8,20,2,0,1,0,0,6,1,11,32,0,6,4,0,0,1,1,0,0,0,0,34,0,1,0,1,2,6,0,0,0,0,37,2,10,0,1,0,0,0,5,6,2,0,0,7,0,1,0,0,0,8,0,0,2,5,0,0,1,1,0,0,0,1,19,1,7,1,0,0,0,9,0,0,10,20,0,5,1,1,1,2,1,1,1,3,1,1,4,0,0,0,0,1,0,3,2,28,0,0,0,3,8,0,11,0,2,2,0,0,0,0,2,4,2,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,1,3,0,0,0,0,3,3,5,0,1,2,4,0,0,0,8,1,0,3,17,0
87,Sozialdemokratische Partei der Schweiz (SP),Jacqueline Badran,0,0,0,0,0,1,4,0,0,0,0,0,0,2,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,6,0,0,0,1,0,2,0,0,0,1,5,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,19,12,3,0,0,0,4,2,0,0,0,0,0,16,0,10,1,0,0,0,0,0,1,1,0,0,2,0,0,0,1,1,0,2,0,0,1,0,0,0,6,0,0,1,2,3,1,0,0,0,0,0,4,0,0,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,6,0,0,0,0,0,0,3,0,1,2,0,1,3,0,3,0,0,0,0,2,1,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,4,0,0,0,0,1,0,9,2,2,4,0
88,Sozialdemokratische Partei der Schweiz (SP),Jean Christophe Schwaab,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
89,Sozialdemokratische Partei der Schweiz (SP),Jean-François Steiert,6,0,0,0,0,3,2,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,0,0,0,2,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,2,0,0,1,5,0
90,Sozialdemokratische Partei der Schweiz (SP),Margret Kiener Nellen,7,0,0,1,3,20,3,4,0,0,2,0,3,13,0,2,1,8,0,0,0,5,0,0,0,6,0,0,2,0,1,5,0,0,10,2,0,0,19,17,4,0,0,6,0,0,0,0,0,0,1,1,0,0,0,0,5,4,2,6,0,6,2,0,0,0,0,1,4,0,2,1,2,0,0,0,2,8,2,2,4,0,0,0,1,1,1,0,0,0,0,31,0,26,2,0,0,4,1,0,0,1,0,0,4,0,2,1,0,0,0,1,0,0,11,1,0,0,1,0,0,4,0,14,1,0,0,0,0,1,7,1,0,28,44,4,5,6,3,2,0,0,0,0,1,0,0,3,0,8,0,0,1,0,1,0,8,0,0,0,0,0,0,2,3,2,1,0,0,0,0,0,1,2,0,3,4,0,0,0,0,0,10,5,2,3,5,3,3,2,10,0,2,0,1,0,0,0,0,0,0,0,19,4,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,2,3,2,0
91,Sozialdemokratische Partei der Schweiz (SP),Marina Carobbio Guscetti,0,1,0,0,2,4,2,0,1,0,0,1,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,1,0,0,0,15,0,3,1,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,4,0,0,0,1,0,0,5,2,0,3,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,1,0
92,Sozialdemokratische Partei der Schweiz (SP),Martin Naef,1,0,0,0,0,2,3,0,2,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,2,0,5,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,4,0,0,2,0,0,0,0,2,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0
93,Sozialdemokratische Partei der Schweiz (SP),Martina Munz,0,1,0,1,2,10,14,1,0,2,4,5,3,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,3,1,4,0,0,0,0,1,1,0,2,0,0,0,0,3,25,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,2,0,4,0,0,0,0,0,1,0,4,0,0,6,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,2,0,2,0,0,0,3,0,0,7,13,0,1,3,0,0,0,0,0,0,3,1,0,1,0,1,0,0,0,0,11,2,25,0,0,0,2,0,0,4,0,1,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,1,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,17,0,0,2,6,0,0,0,0,1,0,0,5,0,0
94,Sozialdemokratische Partei der Schweiz (SP),Mattea Meyer,0,2,0,0,0,27,3,3,1,6,3,3,1,9,0,2,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,3,1,0,1,2,0,0,1,0,0,0,3,1,0,0,0,0,0,6,0,1,0,4,0,0,0,0,2,0,6,3,0,0,2,0,0,1,2,8,1,0,3,0,0,0,0,4,0,0,0,0,1,4,0,10,1,0,0,0,0,0,3,2,0,0,4,2,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,3,0,0,3,1,0,0,43,118,0,7,8,0,0,1,1,0,1,2,0,1,4,0,4,0,0,1,0,1,0,5,0,0,0,0,0,0,10,2,6,11,1,0,1,1,0,1,2,0,0,6,3,0,0,0,6,0,1,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,6,1,0,0,0,1,5,0,0,1,6,0,0,0,0,0,2,1,1,1,0
95,Sozialdemokratische Partei der Schweiz (SP),Matthias Aebischer,0,2,0,1,2,15,16,0,0,0,2,3,1,3,0,3,0,0,0,0,0,5,0,0,0,0,0,0,2,1,0,0,0,0,1,1,4,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,5,0,0,11,1,1,1,2,11,0,0,0,0,3,0,1,0,0,0,0,1,1,0,0,0,0,4,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,1,13,1,0,0,0,0,0,0,0,6,0,1,0,0,0,0,12,1,0,1,24,0,3,5,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,2,0,0,0,6,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,11,0,0,1,3,0,0,0,0,0,2,0,4,0,0
96,Sozialdemokratische Partei der Schweiz (SP),Min Li Marti,1,0,0,0,0,6,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,1,0,11,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,2,0,0
97,Sozialdemokratische Partei der Schweiz (SP),Nadine Masshardt,1,0,0,2,1,7,9,0,0,1,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0
98,Sozialdemokratische Partei der Schweiz (SP),Pascale Bruderer Wyss,0,3,0,4,2,6,26,0,3,7,4,1,3,2,0,2,0,0,2,1,1,10,0,0,0,0,2,4,5,7,0,0,2,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,7,0,1,0,0,0,20,0,4,7,1,2,3,6,0,2,0,0,0,0,0,8,0,1,0,0,3,3,0,0,0,0,11,1,3,0,0,0,0,0,1,1,5,3,0,2,7,0,0,2,0,0,0,0,2,5,1,0,0,0,0,0,0,0,3,4,3,5,0,0,0,11,0,0,0,2,0,0,4,17,3,4,4,3,7,4,1,2,3,0,0,0,0,0,0,1,0,60,0,0,0,2,3,0,0,6,0,3,0,1,3,0,0,2,2,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,5,0,0,0,0,0,0,1,5,0,5,7,3,0,0,0,4,5,0,2,0,0
99,Sozialdemokratische Partei der Schweiz (SP),Paul Rechsteiner,0,0,0,3,7,16,3,3,2,2,1,5,6,7,0,2,4,2,0,2,5,0,0,0,0,0,10,2,19,6,11,0,3,1,3,2,0,0,0,0,0,7,5,5,0,0,2,0,0,15,6,0,0,0,0,0,1,19,3,4,0,3,0,0,0,0,2,4,19,0,4,8,0,0,0,0,0,1,2,1,3,0,6,0,1,18,9,0,2,0,0,8,5,6,0,0,0,0,1,1,1,7,20,0,8,6,1,2,0,5,6,0,0,3,2,2,0,7,1,1,0,0,0,17,1,8,0,0,0,0,10,0,0,24,28,0,14,7,8,2,3,8,0,3,6,3,1,2,0,0,0,2,0,1,15,23,6,0,0,0,0,0,0,13,36,2,6,2,0,5,0,0,1,0,0,0,4,25,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,38,4,1,0,0,0,0,0,0,3,0,0,0,0,0,2,4,0,1,0,0,0,0,2,0,9,0,12,2,0
100,Sozialdemokratische Partei der Schweiz (SP),Philipp Hadorn,8,1,0,3,1,48,17,0,1,12,0,0,0,5,0,4,1,5,0,2,6,3,0,0,0,0,0,2,2,1,0,0,0,0,6,0,0,0,38,6,3,0,0,8,0,0,7,0,0,1,1,2,0,0,27,0,0,4,2,5,0,0,0,0,2,0,1,6,7,0,2,2,2,0,0,0,4,0,15,0,3,0,0,0,1,0,1,0,0,0,1,3,0,1,0,0,0,0,0,1,2,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,20,0,1,2,0,1,3,0,0,12,10,3,0,79,184,7,12,8,0,0,0,0,2,3,3,6,0,1,0,3,0,0,2,0,11,20,6,0,0,0,0,0,0,4,0,15,4,0,0,0,1,0,0,1,1,3,7,11,1,1,0,0,0,1,0,0,1,2,5,4,14,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,1,5,0,0,0,6,0,0,0,0,2,1,0,1,0,0
101,Sozialdemokratische Partei der Schweiz (SP),Prisca Birrer-Heimo,15,0,0,2,2,27,34,24,1,6,2,2,2,10,2,4,1,2,0,0,7,4,0,0,0,0,1,0,2,1,0,0,22,2,31,0,0,0,2,3,0,0,0,7,0,0,0,0,0,4,1,1,0,0,0,0,0,5,0,0,0,3,0,0,0,0,3,3,17,3,2,4,17,0,0,0,0,0,8,2,3,0,1,0,2,2,0,0,0,0,0,5,1,16,1,0,0,0,0,2,0,2,0,0,0,3,0,4,0,1,0,0,2,5,0,0,1,0,1,0,0,2,0,8,15,1,4,0,0,0,14,0,0,31,47,7,11,15,4,2,1,1,0,7,3,0,0,0,0,7,0,0,0,7,5,5,15,0,0,0,0,0,2,5,2,15,10,1,0,6,2,2,1,5,1,1,11,2,0,1,0,1,0,0,5,1,0,3,0,0,4,1,1,0,6,0,0,0,0,0,0,4,23,2,0,0,0,0,4,0,0,2,0,0,0,0,0,0,31,4,3,2,0
102,Sozialdemokratische Partei der Schweiz (SP),Priska Seiler Graf,0,0,0,0,0,9,5,0,1,1,0,2,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,2,1,2,6,1,0,0,0,0,0,0,0,1,0,0,3,1,1,1,0,0,0,0,3,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,5,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,4,0,0,5,19,0,4,5,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,4,3,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1,6,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0
103,Sozialdemokratische Partei der Schweiz (SP),Roberto Zanetti,0,0,0,0,3,22,31,6,0,0,1,29,0,6,0,6,0,5,0,3,1,1,0,0,0,0,2,1,2,0,3,0,21,0,15,0,2,13,0,0,0,2,1,6,0,0,0,0,0,1,0,1,0,0,0,0,1,6,0,19,5,1,0,0,0,2,2,16,12,0,0,2,0,0,1,0,0,0,1,0,2,0,0,0,1,1,0,0,0,0,0,27,0,2,0,1,0,0,0,0,6,1,0,0,1,0,0,1,8,4,3,0,1,3,2,0,0,3,1,0,0,0,0,1,0,0,3,0,0,0,13,0,0,33,73,0,7,6,0,0,7,0,2,5,2,1,0,1,0,0,0,6,0,0,3,0,8,0,0,0,0,0,0,4,0,12,9,0,0,6,1,3,5,0,1,2,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,5,24,2,1,0
