,Speaker,Speaker Party,"('absatz', 'buchstab')","('angehor', 'arme')","('anlegerinn', 'anleg')","('antrag', 'kommissionsmehr')","('antrag', 'mehrheit')","('antrag', 'mind')","('arbeitnehmerinn', 'arbeitnehm')","('arme', 'xxi')","('artikel', 'absatz')","('ausdruck', 'gebracht')","('auslanderinn', 'ausland')","('automat', 'informationsaustausch')","('beantragt', 'stimm')","('beid', 'rat')","('beim', 'eintret')","('beruf', 'vorsorg')","('beschluss', 'nationalrat')","('best', 'dank')","('bitt', 'antrag')","('bitt', 'deshalb')","('bitt', 'dringend')","('bitt', 'minderheitsantrag')","('bund', 'kanton')","('bundesrat', 'beantragt')","('bundesrat', 'folg')","('bundesrat', 'ja')","('bundesrat', 'meinung')","('bundesrat', 'motion')","('bundesrat', 'standerat')","('bundesrat', 'villig')","('bundesrat', 'vorgeschlag')","('daran', 'erinn')","('darauf', 'aufmerksam')","('darauf', 'hinweis')","('darum', 'bitt')","('de', 'la')","('deshalb', 'bundesrat')","('direkt', 'demokrati')","('eidgenoss', 'finanzkontroll')","('eidgenoss', 'steuerverwalt')","('einfach', 'sag')","('elt', 'sorg')","('entwurf', 'bundesrat')","('erneuerbar', 'energi')","('europa', 'gerichtshof')","('europa', 'union')","('fassung', 'bundesrat')","('folg', 'geb')","('frag', 'herr')","('frag', 'herrn')","('frau', 'bundesprasidentin')","('frau', 'bundesratin')","('frau', 'fetz')","('frau', 'kollegin')","('frau', 'leutenegg')","('frau', 'nationalratin')","('ganz', 'klar')","('ganz', 'wichtig')","('geh', 'davon')","('geht', 'darum')","('geht', 'frag')","('geltend', 'recht')","('gemass', 'artikel')","('gesagt', 'word')","('glaub', 'wichtig')","('gross', 'mehrheit')","('grund', 'weshalb')","('herr', 'bundesrat')","('herr', 'kolleg')","('herr', 'nationalrat')","('herr', 'standerat')","('heut', 'geltend')","('indirekt', 'gegenvorschlag')","('initiativ', 'folg')","('ja', 'schon')","('kanton', 'bern')","('kanton', 'schwyz')","('kanton', 'zurich')","('klar', 'meinung')","('kommission', 'beantragt')","('kommission', 'folg')","('kommission', 'rechtsfrag')","('kommissionssprech', 'gesagt')","('konsumentinn', 'konsument')","('leutenegg', 'oberholz')","('mehr', 'geld')","('mehrheit', 'folg')","('mehrheit', 'kommission')","('mehrheit', 'spfraktion')","('mehrheit', 'svpfraktion')","('mehrheit', 'wak')","('mehrheit', 'zuzustimm')","('mieterinn', 'miet')","('milliard', 'frank')","('mind', 'folg')","('minderheitsantrag', 'abzulehn')","('mocht', 'bitt')","('mocht', 'daran')","('mocht', 'einfach')","('motion', 'abzulehn')","('nach', 'jahr')","('nam', 'bundesrat')","('nam', 'spfraktion')","('nam', 'svpfraktion')","('nationalrat', 'folg')","('offent', 'verkehr')","('parlamentar', 'initiativ')","('patientinn', 'patient')","('pro', 'helvetia')","('rentnerinn', 'rentn')","('rund', 'milliard')","('sag', 'sei')","('sbb', 'cargo')","('seit', 'jahr')","('servic', 'public')","('sicherheitspolit', 'bericht')","('sicht', 'bundesrat')","('sicht', 'spfraktion')","('sinn', 'bitt')","('sozialdemokrat', 'fraktion')","('spfraktion', 'antrag')","('spfraktion', 'beantrag')","('spfraktion', 'begrusst')","('spfraktion', 'bitt')","('spfraktion', 'bittet')","('spfraktion', 'eintret')","('spfraktion', 'empfiehlt')","('spfraktion', 'ersuch')","('spfraktion', 'lehnt')","('spfraktion', 'mehrheit')","('spfraktion', 'mind')","('spfraktion', 'minderheitsantrag')","('spfraktion', 'steht')","('spfraktion', 'unterstutzt')","('spfraktion', 'vorlag')","('st', 'gall')","('staatspolit', 'kommission')","('stimm', 'enthalt')","('svpfraktion', 'antrag')","('svpfraktion', 'beantrag')","('svpfraktion', 'bitt')","('svpfraktion', 'bittet')","('svpfraktion', 'empfiehlt')","('svpfraktion', 'lehnt')","('svpfraktion', 'mehrheit')","('svpfraktion', 'mind')","('svpfraktion', 'unterstutzt')","('svpfraktion', 'vorlag')","('teilt', 'antrag')","('uns', 'kommission')","('uns', 'sicht')","('unterstutzt', 'spfraktion')","('vier', 'jahr')","('volkerrecht', 'vertrag')","('vorlauf', 'aufgenomm')","('vorlauf', 'aufnahm')","('worum', 'geht')","('zwanzig', 'jahr')","('zwei', 'drei')","('zweit', 'saul')"
31,Otto Laubacher,Schweizerische Volkspartei (SVP),0.02127659574468085,0.0,0.0,0.0,0.02127659574468085,0.0851063829787234,0.0,0.0,0.19148936170212766,0.0,0.0,0.0,0.0,0.0,0.0,0.02127659574468085,0.0,0.0,0.0,0.0425531914893617,0.0,0.0,0.0425531914893617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0425531914893617,0.0,0.0,0.0,0.0425531914893617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02127659574468085,0.0,0.0425531914893617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02127659574468085,0.0,0.0,0.0,0.0,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02127659574468085,0.0,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.06382978723404255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0425531914893617,0.0,0.0,0.0,0.0,0.0,0.0,0.0425531914893617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06382978723404255,0.02127659574468085,0.0,0.0,0.02127659574468085,0.0
32,Peter Föhn,Schweizerische Volkspartei (SVP),0.013333333333333334,0.0,0.0,0.013333333333333334,0.006666666666666667,0.05333333333333334,0.0,0.0,0.08,0.0,0.006666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.006666666666666667,0.0,0.013333333333333334,0.006666666666666667,0.013333333333333334,0.0,0.006666666666666667,0.0,0.0,0.0,0.006666666666666667,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.006666666666666667,0.0,0.0,0.006666666666666667,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.006666666666666667,0.0,0.0,0.0,0.02666666666666667,0.013333333333333334,0.0,0.0,0.0,0.04,0.0,0.0,0.02,0.0,0.0,0.006666666666666667,0.0,0.0,0.013333333333333334,0.0,0.12,0.0,0.0,0.0,0.0,0.013333333333333334,0.006666666666666667,0.0,0.0,0.013333333333333334,0.013333333333333334,0.013333333333333334,0.006666666666666667,0.006666666666666667,0.0,0.006666666666666667,0.0,0.0,0.006666666666666667,0.013333333333333334,0.0,0.0,0.02,0.0,0.0,0.0,0.006666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04666666666666667,0.0,0.05333333333333334,0.006666666666666667,0.0,0.12,0.0,0.0,0.0,0.0,0.006666666666666667,0.0,0.0,0.0,0.0,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.006666666666666667,0.0,0.02,0.0,0.006666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.013333333333333334,0.0
33,Peter Spuhler,Schweizerische Volkspartei (SVP),0.0,0.0,0.0,0.00847457627118644,0.0423728813559322,0.1016949152542373,0.0,0.0,0.059322033898305086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025423728813559324,0.01694915254237288,0.0,0.00847457627118644,0.0,0.0,0.0,0.0,0.0,0.0,0.059322033898305086,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025423728813559324,0.0,0.0,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03389830508474576,0.0,0.0,0.01694915254237288,0.0,0.025423728813559324,0.00847457627118644,0.0,0.0,0.0,0.00847457627118644,0.0,0.0,0.0,0.0,0.0,0.0,0.00847457627118644,0.0,0.0,0.0,0.0,0.00847457627118644,0.0,0.0,0.0,0.0,0.0,0.0,0.00847457627118644,0.05084745762711865,0.00847457627118644,0.0,0.0,0.025423728813559324,0.01694915254237288,0.0,0.0423728813559322,0.00847457627118644,0.025423728813559324,0.06779661016949153,0.03389830508474576,0.0,0.0,0.025423728813559324,0.0,0.0,0.025423728813559324,0.0,0.01694915254237288,0.00847457627118644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00847457627118644,0.0,0.00847457627118644,0.0,0.0,0.00847457627118644,0.00847457627118644,0.0,0.0423728813559322,0.0,0.0,0.00847457627118644,0.025423728813559324,0.0,0.0,0.0,0.0,0.0,0.0,0.00847457627118644,0.00847457627118644,0.0
34,Rico Wenger,Schweizerische Volkspartei (SVP),0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.05555555555555555,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.027777777777777776,0.0,0.027777777777777776,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1388888888888889,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.08333333333333333,0.027777777777777776,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.05555555555555555,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Robert Keller,Schweizerische Volkspartei (SVP),0.0,0.0,0.0,0.0,0.009615384615384616,0.1346153846153846,0.0,0.028846153846153848,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.009615384615384616,0.0,0.0,0.0,0.0673076923076923,0.0,0.009615384615384616,0.009615384615384616,0.019230769230769232,0.009615384615384616,0.009615384615384616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.028846153846153848,0.0,0.0,0.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.009615384615384616,0.0,0.0,0.0,0.0,0.019230769230769232,0.0,0.009615384615384616,0.019230769230769232,0.0,0.0,0.009615384615384616,0.0,0.009615384615384616,0.0,0.0,0.0,0.0,0.0,0.009615384615384616,0.0,0.0,0.0,0.028846153846153848,0.0,0.0,0.0,0.0,0.0,0.0,0.009615384615384616,0.0,0.019230769230769232,0.028846153846153848,0.0,0.0,0.0,0.009615384615384616,0.0,0.1346153846153846,0.009615384615384616,0.009615384615384616,0.0,0.0,0.0,0.0,0.009615384615384616,0.0,0.0,0.038461538461538464,0.009615384615384616,0.0,0.057692307692307696,0.0,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009615384615384616,0.0,0.009615384615384616,0.019230769230769232,0.019230769230769232,0.0,0.0,0.0,0.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009615384615384616,0.028846153846153848,0.0,0.0
36,Roland F. Borer,Schweizerische Volkspartei (SVP),0.00510204081632653,0.0,0.0,0.01020408163265306,0.030612244897959183,0.08163265306122448,0.00510204081632653,0.00510204081632653,0.0663265306122449,0.0,0.0,0.0,0.0,0.0,0.0,0.01020408163265306,0.0,0.015306122448979591,0.015306122448979591,0.0,0.00510204081632653,0.01020408163265306,0.00510204081632653,0.0,0.01020408163265306,0.0,0.0,0.0,0.0,0.0,0.0,0.015306122448979591,0.0,0.00510204081632653,0.0,0.0,0.0,0.0,0.0,0.0,0.00510204081632653,0.0,0.0,0.0,0.0,0.0,0.0,0.01020408163265306,0.0,0.015306122448979591,0.0,0.05612244897959184,0.0,0.015306122448979591,0.00510204081632653,0.0,0.015306122448979591,0.0,0.00510204081632653,0.025510204081632654,0.0,0.01020408163265306,0.00510204081632653,0.00510204081632653,0.0,0.01020408163265306,0.01020408163265306,0.00510204081632653,0.07142857142857142,0.0,0.0,0.0,0.04591836734693878,0.01020408163265306,0.0,0.00510204081632653,0.0,0.0,0.01020408163265306,0.0,0.00510204081632653,0.0,0.0,0.0,0.00510204081632653,0.01020408163265306,0.0,0.01020408163265306,0.0,0.015306122448979591,0.0,0.00510204081632653,0.0,0.030612244897959183,0.0,0.0,0.015306122448979591,0.00510204081632653,0.01020408163265306,0.0,0.02040816326530612,0.0,0.0,0.02040816326530612,0.0,0.0,0.00510204081632653,0.0,0.0,0.02040816326530612,0.0,0.01020408163265306,0.0,0.00510204081632653,0.0,0.01020408163265306,0.0,0.0,0.00510204081632653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01020408163265306,0.00510204081632653,0.01020408163265306,0.00510204081632653,0.0,0.0,0.0,0.015306122448979591,0.01020408163265306,0.01020408163265306,0.01020408163265306,0.0,0.015306122448979591,0.0,0.0,0.0,0.0,0.00510204081632653,0.0,0.00510204081632653,0.015306122448979591,0.01020408163265306,0.025510204081632654
37,Rudolf Joder,Schweizerische Volkspartei (SVP),0.0,0.0,0.0,0.00273224043715847,0.00819672131147541,0.04918032786885246,0.0,0.0,0.060109289617486336,0.00819672131147541,0.00273224043715847,0.0,0.02185792349726776,0.01912568306010929,0.0,0.00819672131147541,0.0,0.0,0.030054644808743168,0.00273224043715847,0.00273224043715847,0.0,0.00273224043715847,0.00273224043715847,0.00273224043715847,0.0,0.0,0.0,0.00546448087431694,0.0,0.0,0.00273224043715847,0.0,0.00819672131147541,0.0,0.0,0.00273224043715847,0.01092896174863388,0.0,0.0,0.0,0.0,0.00273224043715847,0.0,0.0,0.0,0.00273224043715847,0.05737704918032787,0.0,0.00273224043715847,0.0,0.0,0.0,0.0,0.0,0.0,0.04918032786885246,0.0,0.00273224043715847,0.04644808743169399,0.01912568306010929,0.01366120218579235,0.02459016393442623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00546448087431694,0.00273224043715847,0.0273224043715847,0.0,0.0,0.0,0.0,0.01366120218579235,0.0273224043715847,0.01092896174863388,0.030054644808743168,0.0,0.0,0.00273224043715847,0.00273224043715847,0.00819672131147541,0.02459016393442623,0.0,0.0,0.0,0.00273224043715847,0.0,0.0,0.00273224043715847,0.0,0.01912568306010929,0.00273224043715847,0.0,0.0,0.0,0.0,0.0,0.05737704918032787,0.00546448087431694,0.0,0.11748633879781421,0.00819672131147541,0.0,0.0,0.0,0.00273224043715847,0.0,0.00273224043715847,0.0,0.0,0.0,0.0,0.01639344262295082,0.00273224043715847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01912568306010929,0.01912568306010929,0.00273224043715847,0.00273224043715847,0.0273224043715847,0.0,0.0,0.0,0.0,0.00546448087431694,0.01366120218579235,0.00273224043715847,0.0,0.01912568306010929,0.01639344262295082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,Simon Schenk,Schweizerische Volkspartei (SVP),0.0,0.0,0.0,0.009615384615384616,0.04807692307692308,0.07692307692307693,0.0,0.0,0.057692307692307696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057692307692307696,0.0,0.009615384615384616,0.0,0.0,0.0,0.009615384615384616,0.009615384615384616,0.0,0.0,0.0,0.0,0.0,0.0,0.009615384615384616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.0,0.0,0.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.009615384615384616,0.0,0.0,0.009615384615384616,0.009615384615384616,0.0,0.0,0.0,0.0,0.028846153846153848,0.009615384615384616,0.0,0.0,0.0,0.0,0.009615384615384616,0.009615384615384616,0.028846153846153848,0.009615384615384616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.0,0.04807692307692308,0.0,0.028846153846153848,0.0,0.009615384615384616,0.0,0.0,0.0,0.0,0.009615384615384616,0.0,0.028846153846153848,0.0,0.0,0.057692307692307696,0.0,0.057692307692307696,0.08653846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08653846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009615384615384616,0.009615384615384616,0.009615384615384616,0.0673076923076923,0.0,0.0,0.009615384615384616,0.0,0.0,0.0,0.009615384615384616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,Theophil Pfister,Schweizerische Volkspartei (SVP),0.004310344827586207,0.0,0.0,0.0,0.0,0.08189655172413793,0.0,0.0,0.07758620689655173,0.0,0.0,0.0,0.0,0.0,0.008620689655172414,0.0,0.0,0.0,0.034482758620689655,0.008620689655172414,0.0,0.008620689655172414,0.0603448275862069,0.0,0.0,0.0,0.0,0.0,0.0,0.008620689655172414,0.004310344827586207,0.004310344827586207,0.0,0.0,0.0,0.0,0.0,0.004310344827586207,0.0,0.0,0.0,0.0,0.017241379310344827,0.004310344827586207,0.0,0.0,0.008620689655172414,0.004310344827586207,0.004310344827586207,0.0,0.0,0.008620689655172414,0.0,0.008620689655172414,0.0,0.0,0.04310344827586207,0.0,0.008620689655172414,0.021551724137931036,0.01293103448275862,0.01293103448275862,0.004310344827586207,0.0,0.0,0.01293103448275862,0.0,0.017241379310344827,0.01293103448275862,0.0,0.0,0.004310344827586207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004310344827586207,0.017241379310344827,0.004310344827586207,0.0,0.01293103448275862,0.0,0.0,0.0,0.06465517241379311,0.004310344827586207,0.0,0.0,0.0,0.0,0.0,0.01293103448275862,0.0,0.0,0.03879310344827586,0.0,0.008620689655172414,0.02586206896551724,0.0,0.07758620689655173,0.0,0.0,0.0,0.0,0.004310344827586207,0.02586206896551724,0.0,0.0,0.0,0.017241379310344827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004310344827586207,0.034482758620689655,0.0,0.004310344827586207,0.004310344827586207,0.02586206896551724,0.02586206896551724,0.004310344827586207,0.0,0.03879310344827586,0.0,0.0,0.0,0.004310344827586207,0.0,0.021551724137931036,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,This Jenny,Schweizerische Volkspartei (SVP),0.0,0.0,0.0,0.006600660066006601,0.0165016501650165,0.0297029702970297,0.0165016501650165,0.0,0.0033003300330033004,0.0,0.0,0.0,0.0,0.0,0.0033003300330033004,0.009900990099009901,0.009900990099009901,0.0,0.0462046204620462,0.013201320132013201,0.0,0.0,0.0297029702970297,0.006600660066006601,0.0165016501650165,0.0,0.0033003300330033004,0.0,0.0,0.013201320132013201,0.0033003300330033004,0.0033003300330033004,0.006600660066006601,0.013201320132013201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006600660066006601,0.0033003300330033004,0.0,0.0,0.0,0.0033003300330033004,0.0033003300330033004,0.0,0.0,0.0033003300330033004,0.0,0.0033003300330033004,0.0033003300330033004,0.0,0.039603960396039604,0.0033003300330033004,0.0033003300330033004,0.006600660066006601,0.0,0.009900990099009901,0.006600660066006601,0.009900990099009901,0.0,0.0033003300330033004,0.0,0.04950495049504951,0.039603960396039604,0.0033003300330033004,0.0,0.0,0.0,0.0,0.0165016501650165,0.0,0.0,0.0231023102310231,0.0033003300330033004,0.006600660066006601,0.0033003300330033004,0.0,0.0,0.0,0.006600660066006601,0.0033003300330033004,0.006600660066006601,0.0033003300330033004,0.0,0.0,0.0,0.019801980198019802,0.0,0.12211221122112212,0.0165016501650165,0.0,0.11221122112211221,0.0,0.006600660066006601,0.0,0.009900990099009901,0.0,0.0,0.0,0.0165016501650165,0.019801980198019802,0.026402640264026403,0.0,0.0,0.0,0.0165016501650165,0.0033003300330033004,0.0,0.013201320132013201,0.0033003300330033004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013201320132013201,0.0,0.0,0.0297029702970297,0.0,0.0,0.0,0.009900990099009901,0.0033003300330033004,0.0297029702970297,0.0033003300330033004
41,Toni Bortoluzzi,Schweizerische Volkspartei (SVP),0.008021390374331552,0.0,0.0,0.0106951871657754,0.016042780748663103,0.07754010695187166,0.0053475935828877,0.00267379679144385,0.026737967914438502,0.013368983957219251,0.0,0.0,0.0,0.0,0.0,0.01871657754010695,0.00267379679144385,0.0,0.0427807486631016,0.00267379679144385,0.0,0.0,0.0053475935828877,0.0053475935828877,0.0106951871657754,0.008021390374331552,0.0,0.00267379679144385,0.0,0.00267379679144385,0.0,0.02406417112299465,0.0053475935828877,0.0053475935828877,0.0106951871657754,0.0,0.0,0.00267379679144385,0.0,0.0,0.0,0.0,0.0106951871657754,0.0,0.0,0.0,0.0,0.026737967914438502,0.0,0.0,0.008021390374331552,0.02406417112299465,0.0,0.0,0.00267379679144385,0.0,0.013368983957219251,0.0,0.00267379679144385,0.058823529411764705,0.0053475935828877,0.00267379679144385,0.0053475935828877,0.0,0.0,0.00267379679144385,0.00267379679144385,0.0,0.00267379679144385,0.0,0.0,0.0,0.013368983957219251,0.016042780748663103,0.0053475935828877,0.0,0.0,0.00267379679144385,0.0,0.00267379679144385,0.0,0.0,0.0,0.0,0.00267379679144385,0.0,0.008021390374331552,0.016042780748663103,0.0,0.0106951871657754,0.0,0.008021390374331552,0.0,0.08021390374331551,0.0053475935828877,0.0,0.0481283422459893,0.01871657754010695,0.0,0.0,0.0053475935828877,0.0,0.0,0.02406417112299465,0.0,0.0,0.06149732620320856,0.0,0.0,0.00267379679144385,0.0106951871657754,0.0,0.0,0.0053475935828877,0.0,0.0,0.0,0.0,0.013368983957219251,0.008021390374331552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053475935828877,0.00267379679144385,0.0213903743315508,0.0,0.008021390374331552,0.0,0.0,0.0,0.0053475935828877,0.008021390374331552,0.0053475935828877,0.0053475935828877,0.0,0.00267379679144385,0.008021390374331552,0.0,0.013368983957219251,0.0,0.0,0.0,0.0053475935828877,0.0053475935828877,0.008021390374331552,0.0481283422459893
42,Toni Brunner,Schweizerische Volkspartei (SVP),0.0,0.0,0.0,0.00847457627118644,0.00847457627118644,0.1016949152542373,0.0,0.0,0.0423728813559322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00847457627118644,0.0,0.01694915254237288,0.0,0.0,0.0,0.00847457627118644,0.0,0.0,0.00847457627118644,0.0,0.0,0.0,0.00847457627118644,0.00847457627118644,0.0,0.00847457627118644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01694915254237288,0.025423728813559324,0.0,0.0,0.0,0.0,0.00847457627118644,0.0,0.0,0.03389830508474576,0.0,0.0,0.0,0.0,0.0,0.0,0.00847457627118644,0.00847457627118644,0.0,0.0,0.0,0.0,0.0,0.0,0.00847457627118644,0.025423728813559324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01694915254237288,0.0,0.0,0.0,0.0,0.00847457627118644,0.0,0.0,0.00847457627118644,0.01694915254237288,0.00847457627118644,0.025423728813559324,0.03389830508474576,0.0,0.00847457627118644,0.0,0.0,0.0,0.0,0.01694915254237288,0.0,0.0,0.0,0.0,0.00847457627118644,0.01694915254237288,0.0,0.0,0.09322033898305085,0.0,0.00847457627118644,0.00847457627118644,0.0,0.0,0.00847457627118644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15254237288135594,0.0,0.0,0.00847457627118644,0.01694915254237288,0.025423728813559324,0.0,0.0,0.00847457627118644,0.00847457627118644,0.0,0.00847457627118644,0.0,0.0,0.025423728813559324,0.0,0.0,0.0847457627118644,0.0,0.0,0.0,0.00847457627118644,0.0,0.0,0.0
43,Ueli Maurer,Schweizerische Volkspartei (SVP),0.04,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.04,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
