,Speaker Party,Speaker,"('absatz', 'buchstab')","('absatz', 'streich')","('allgemein', 'teil')","('anlegerinn', 'anleg')","('annahm', 'motion')","('antrag', 'kommission')","('antrag', 'mehrheit')","('antrag', 'mind')","('arbeitnehmerinn', 'arbeitnehm')","('arme', 'xxi')","('artikel', 'absatz')","('artikel', 'buchstab')","('artikel', 'strafgesetzbuch')","('ausdruck', 'gebracht')","('auslanderinn', 'ausland')","('beantragt', 'kommission')","('beantragt', 'stimm')","('beid', 'rat')","('beruf', 'vorsorg')","('beschluss', 'nationalrat')","('beschuldigt', 'person')","('bitt', 'deshalb')","('bitt', 'dringend')","('bitt', 'fassung')","('bitt', 'nam')","('buchstab', 'c')","('bund', 'kanton')","('bundesamt', 'justiz')","('bundesamt', 'migration')","('bundesrat', 'beantragt')","('bundesrat', 'bereit')","('bundesrat', 'couchepin')","('bundesrat', 'leuenberg')","('bundesrat', 'meinung')","('bundesrat', 'merz')","('buro', 'wahl')","('cvpfraktion', 'teilt')","('cvpfraktion', 'unterstutzt')","('dam', 'herr')","('darauf', 'aufmerksam')","('darum', 'bitt')","('darum', 'bundesrat')","('davon', 'uberzeugt')","('de', 'la')","('entwurf', 'bundesrat')","('erklart', 'beschluss')","('erneuerbar', 'energi')","('ersatz', 'list')","('erst', 'ersatz')","('fassung', 'bundesrat')","('fdpfraktion', 'teilt')","('folg', 'geb')","('frau', 'bundesratin')","('frau', 'fetz')","('frau', 'kollegin')","('frau', 'leutenegg')","('frau', 'sommaruga')","('ganz', 'genau')","('ganz', 'wichtig')","('gas', 'dampfkraftwerk')","('geht', 'darum')","('geht', 'ja')","('geltend', 'gemacht')","('geltend', 'recht')","('gemacht', 'word')","('gemass', 'artikel')","('gemeinsam', 'sorgerecht')","('gesagt', 'word')","('gesetz', 'grundlag')","('gesetz', 'regel')","('gross', 'bedeut')","('grund', 'dafur')","('herr', 'bundesprasident')","('herr', 'david')","('herr', 'kolleg')","('herr', 'schiess')","('herr', 'visch')","('herr', 'vollm')","('indirekt', 'teilliquidation')","('initiativ', 'folg')","('international', 'organisation')","('ja', 'schon')","('kalt', 'progression')","('kenntnis', 'nehm')","('klein', 'mittl')","('kolleg', 'leuenberg')","('kolleg', 'schmid')","('kollegin', 'fetz')","('kollektiv', 'kapitalanlag')","('kommission', 'beantragt')","('kommission', 'folg')","('kommission', 'rechtsfrag')","('konsumentinn', 'konsument')","('mehrheit', 'folg')","('mehrheit', 'kommission')","('mehrheit', 'unterstutz')","('mehrheit', 'unterstutzt')","('mehrheit', 'wak')","('mehrheit', 'zustimmt')","('mehrheit', 'zuzustimm')","('mieterinn', 'miet')","('minderheitsantrag', 'abzulehn')","('mocht', 'bitt')","('mocht', 'darauf')","('mocht', 'nochmal')","('motion', 'anzunehm')","('muss', 'einfach')","('muss', 'seh')","('nam', 'kommission')","('nam', 'spfraktion')","('nam', 'svpfraktion')","('nationalrat', 'folg')","('nationalrat', 'kommission')","('nationalratsmandat', 'besteht')","('natur', 'frag')","('natur', 'schon')","('neu', 'gesetz')","('neu', 'regionalpolit')","('parlamentar', 'initiativ')","('patientinn', 'patient')","('polit', 'entscheid')","('prasenz', 'schweiz')","('pro', 'helvetia')","('richterinn', 'richt')","('rund', 'million')","('sbb', 'cargo')","('schweiz', 'tourismus')","('sicht', 'spfraktion')","('spfraktion', 'antrag')","('spfraktion', 'beantragt')","('spfraktion', 'bitt')","('spfraktion', 'bittet')","('spfraktion', 'eintret')","('spfraktion', 'empfiehlt')","('spfraktion', 'mehrheit')","('spfraktion', 'mind')","('spfraktion', 'teilt')","('spfraktion', 'unterstutzt')","('spfraktion', 'vorlag')","('st', 'gall')","('standerat', 'folg')","('stell', 'fest')","('stimm', 'enthalt')","('svpfraktion', 'antrag')","('svpfraktion', 'artikel')","('svpfraktion', 'beantrag')","('svpfraktion', 'beantragt')","('svpfraktion', 'bitt')","('svpfraktion', 'bittet')","('svpfraktion', 'empfiehlt')","('svpfraktion', 'lehnt')","('svpfraktion', 'mehrheit')","('svpfraktion', 'mind')","('svpfraktion', 'teilt')","('svpfraktion', 'unterstutzt')","('teil', 'antrag')","('teilt', 'antrag')","('tut', 'leid')","('uns', 'kommission')","('unterstutzt', 'antrag')","('unvereinbar', 'nationalratsmandat')","('verfug', 'stell')","('vier', 'jahr')","('vorlag', 'einzutret')","('vorlauf', 'aufgenomm')","('worum', 'geht')","('zwei', 'drei')"
0,Schweizerische Volkspartei (SVP),Adrian Amstutz,0,1,0,0,0,0,2,5,0,0,3,0,0,0,4,0,1,0,0,0,0,2,0,0,2,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,2,0,0,0,1,0,2,2,0,1,1,0,0,0,0,1,0,0,0,0,4,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,2,0,2,5,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,1,0,0,0,2,0,0,1
1,Schweizerische Volkspartei (SVP),Alex Kuprecht,1,0,1,0,3,4,9,3,3,13,19,2,0,3,2,0,1,2,15,8,0,18,0,0,0,1,3,3,0,1,2,0,1,0,0,0,0,0,0,4,0,1,3,0,3,0,0,0,0,1,0,6,1,6,1,0,1,0,0,0,8,0,1,1,0,6,0,0,6,0,3,2,0,0,3,3,0,0,0,2,0,1,0,1,0,1,1,1,0,2,3,0,0,2,2,0,0,0,0,4,1,1,6,1,0,0,0,0,0,0,0,1,2,0,0,0,2,0,10,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,4,6,0,0,5
2,Schweizerische Volkspartei (SVP),Bruno Zuppiger,5,0,1,0,2,0,9,20,3,2,19,2,0,2,0,3,6,0,1,2,0,0,0,0,13,5,16,0,0,1,5,0,0,0,11,0,0,0,1,0,2,0,8,0,6,0,0,0,0,2,0,7,2,0,3,2,0,0,0,0,6,3,1,4,0,3,0,0,3,2,1,0,2,0,1,0,0,3,5,4,2,2,1,3,7,0,0,0,0,2,2,0,0,3,15,0,1,31,0,4,1,3,0,0,0,3,3,1,1,0,15,1,2,0,0,2,2,0,18,0,1,1,2,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,25,5,1,0,1,5,0,0,0,3,1,0,5,0,0,1,0,0,0,0,9,15,0,2,4
3,Schweizerische Volkspartei (SVP),Caspar Baader,1,0,1,0,0,1,3,20,3,0,29,0,0,1,2,1,2,5,4,0,0,26,2,0,7,0,5,1,0,0,0,1,5,1,4,0,0,0,1,0,0,1,3,0,2,0,0,0,0,0,0,15,5,0,2,2,0,0,1,0,22,1,0,0,0,7,1,0,1,1,2,4,3,0,5,0,1,3,0,12,0,0,33,2,1,0,0,0,0,1,0,0,3,13,17,1,0,0,0,1,0,2,0,0,0,0,1,0,4,0,3,0,1,0,0,1,3,2,16,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,0,0,0,3,0,0,0,6,0,1,0,4,0,0,0,0,1,0,0,1,2,0,1,1
4,Schweizerische Volkspartei (SVP),Christian Miesch,0,0,0,0,0,0,1,6,1,7,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,2,4,0,0,0,2,0,0,0,0,0,0,0,0,1,0,3,0,0,0
5,Schweizerische Volkspartei (SVP),Christian Speck,0,0,0,0,3,0,0,6,0,0,2,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
6,Schweizerische Volkspartei (SVP),Christoffel Brändli,0,0,0,0,14,8,5,9,0,0,5,0,0,2,0,6,3,2,0,3,0,15,0,0,0,0,2,0,0,27,3,6,3,0,4,0,0,0,0,1,0,0,1,1,1,0,27,0,0,0,0,2,3,10,0,0,8,1,0,0,18,8,1,0,0,0,0,1,3,0,7,0,1,3,6,6,0,0,0,2,0,2,0,4,0,3,2,0,0,20,4,0,0,0,10,0,0,0,0,2,0,3,6,9,1,5,1,0,3,0,0,15,5,0,10,6,1,7,12,0,6,1,12,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,21,0,4,8
7,Schweizerische Volkspartei (SVP),Christoph Blocher,35,20,23,0,8,47,57,134,3,0,184,11,26,14,17,0,0,17,6,12,45,14,7,26,9,12,36,62,45,21,31,0,0,52,8,0,0,0,3,38,129,39,7,3,102,0,0,0,0,98,0,0,5,12,0,26,20,10,7,0,82,42,38,47,54,60,6,64,45,26,28,17,2,35,1,30,57,0,0,0,14,18,0,6,6,0,0,0,1,18,15,40,0,16,64,10,3,0,2,74,0,38,14,5,3,8,18,136,1,0,0,1,29,0,22,11,29,0,27,0,6,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36,10,19,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31,0,1,0,12,23,34,56,44,18
8,Schweizerische Volkspartei (SVP),Christoph Mörgeli,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
9,Schweizerische Volkspartei (SVP),Elmar Bigger,2,2,0,0,0,0,1,3,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
10,Schweizerische Volkspartei (SVP),Ernst Schibli,0,1,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,2,0,0,0,16,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,2,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0
11,Schweizerische Volkspartei (SVP),Felix Müri,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Schweizerische Volkspartei (SVP),Fritz Abraham Oehrli,2,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
13,Schweizerische Volkspartei (SVP),Hannes Germann,24,5,11,7,6,7,12,12,1,2,115,2,2,1,0,13,3,7,5,13,0,2,2,3,4,5,9,5,0,1,3,0,0,1,17,0,0,0,1,3,13,0,5,0,12,0,4,0,0,11,0,13,8,3,1,0,8,1,4,0,6,4,0,23,2,14,0,4,7,2,2,2,1,2,4,1,0,0,24,6,1,4,8,2,13,0,1,1,29,13,4,4,3,13,13,0,0,6,0,6,0,1,2,0,0,4,6,4,9,0,0,7,4,0,0,1,5,0,21,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,11,0,0,2,6,3,0,3,0
14,Schweizerische Volkspartei (SVP),Hans Fehr,2,4,0,0,0,0,1,12,0,0,7,0,0,0,1,0,0,0,0,0,0,4,0,2,4,0,0,0,0,0,0,0,2,1,2,0,0,0,7,0,6,1,1,0,1,0,0,0,0,0,0,0,16,0,0,0,0,1,0,0,3,0,0,0,0,3,0,0,0,0,0,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3,0,1,4,0
15,Schweizerische Volkspartei (SVP),Hans Hofmann,3,0,0,0,6,6,3,7,0,2,18,0,0,0,0,0,0,15,2,4,0,7,0,0,0,0,8,4,0,1,7,1,10,0,4,0,0,0,0,1,0,0,3,0,0,0,10,0,0,1,0,5,4,0,0,0,1,3,0,0,1,0,0,3,0,5,0,0,2,1,0,0,5,0,0,0,0,0,0,1,0,4,0,2,0,1,1,0,0,1,1,8,1,3,1,0,0,0,0,2,0,1,2,2,1,7,1,0,2,0,0,2,5,0,0,0,3,0,19,0,0,2,3,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,7,10,0,0,2
16,Schweizerische Volkspartei (SVP),Hans Kaufmann,3,2,0,0,0,2,10,32,2,0,20,1,0,0,0,1,3,3,10,0,0,7,0,1,2,0,13,0,0,0,0,3,3,1,3,0,0,0,0,1,0,1,2,0,8,0,0,0,0,0,0,10,0,0,0,6,0,0,0,0,14,7,0,1,0,1,0,2,1,1,0,3,0,0,0,0,0,1,0,5,4,8,0,7,1,0,0,0,10,6,2,0,1,3,18,20,2,5,0,7,0,15,0,3,2,0,2,4,8,0,4,0,0,0,2,4,2,0,13,0,3,1,2,0,12,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23,20,2,0,1,0,0,0,0,2,2,0,0,2,0,0,1,10,0,0,2,0,11,1,2,5
17,Schweizerische Volkspartei (SVP),Hans Lauri,6,0,2,3,4,11,14,19,4,1,52,4,0,3,0,4,2,13,2,12,0,7,0,0,0,2,33,1,1,5,1,0,0,0,13,0,0,0,0,7,0,1,5,1,13,0,4,0,0,9,0,6,3,11,8,0,4,0,0,0,23,1,0,12,2,12,0,1,0,1,9,1,6,1,31,3,0,1,0,1,0,1,7,7,0,15,1,3,3,9,3,3,4,0,22,0,0,4,0,4,0,1,4,2,0,1,5,2,5,0,0,1,5,0,0,2,4,3,14,0,1,1,11,0,27,7,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,1,5,2,0,1,10
18,Schweizerische Volkspartei (SVP),Hans Rutschmann,2,1,0,0,2,1,1,8,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,7,3,8,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,14,0,0,8,0,0,0,0,0,0,0,0,0,0,8,2,0,2,0,5,0,0,2,6,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,2,1,1,0,0,0,0,0,4,0,0,0,4,0,0,1,0,12,0,0,0,1,0,6,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,1,0,6,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0
19,Schweizerische Volkspartei (SVP),Hans Ulrich Mathys,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20,Schweizerische Volkspartei (SVP),Hansjörg Walter,4,0,0,0,0,0,6,17,0,0,12,0,0,0,0,0,1,0,0,1,0,2,1,0,4,1,5,2,0,0,0,1,0,0,4,0,0,0,0,1,0,0,4,0,2,0,2,0,0,1,0,0,5,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,3,1,0,1,0,9,3,1,0,1,11,0,0,0,2,0,1,1,1,6,0,6,0,0,0,0,2,2,19,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,4,4,3,1,0,1,1,0,1,0,1,0,6,0,0,0,2,1,0,0,3,7,0,1,2
21,Schweizerische Volkspartei (SVP),Hansruedi Wandfluh,1,0,0,0,1,1,3,22,0,0,8,3,0,0,0,0,3,0,0,0,0,1,0,0,12,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2,0,0,2,0,0,0,0,4,0,0,1,0,2,0,0,4,1,0,0,4,0,2,0,0,1,11,3,0,0,0,0,0,0,0,0,0,2,1,0,0,3,11,12,0,1,0,1,0,0,0,1,0,2,0,0,0,0,15,0,1,0,1,2,0,4,18,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,8,3,1,0,0,0,0,1,1,5,0,0,5,0,0,0,0,2,0,0,1,5,0,2,1
22,Schweizerische Volkspartei (SVP),Hermann Bürgi,5,0,5,0,1,5,4,8,0,23,74,0,2,5,0,4,1,6,1,2,0,7,1,0,0,2,18,1,0,8,4,4,2,0,10,0,0,0,2,0,0,1,2,0,14,0,0,0,0,3,0,5,15,8,16,0,4,1,4,0,39,2,4,4,2,23,0,4,4,3,3,1,6,4,21,0,0,0,0,5,0,0,0,24,1,1,15,12,0,1,1,13,0,2,16,1,0,0,0,2,0,3,0,6,1,3,2,2,3,0,0,1,0,0,1,1,5,0,18,0,5,0,0,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,5,12,0,4,3
23,Schweizerische Volkspartei (SVP),Hermann Weyeneth,2,1,0,0,1,1,5,12,0,0,6,0,0,1,1,0,1,4,0,1,0,5,0,0,1,0,1,2,0,1,0,0,0,0,8,0,0,0,1,5,3,0,0,0,5,0,0,0,0,1,0,3,3,0,0,1,0,2,0,0,7,1,1,0,0,0,0,0,3,1,0,1,1,0,0,0,2,7,0,3,0,2,0,3,0,0,0,0,0,2,4,0,0,2,9,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,0,0,0,0,0,1,0,9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,12,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2,0,0,4,8,6,7,0,1
24,Schweizerische Volkspartei (SVP),J. Alexander Baumann,2,0,1,0,1,2,2,10,1,1,24,1,0,1,0,2,4,0,0,0,0,3,0,1,2,0,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,9,2,0,1,0,0,0,0,0,7,1,3,6,0,7,0,1,1,3,1,1,4,0,5,0,1,0,5,5,0,2,0,1,5,0,0,0,0,3,0,14,0,0,11,3,0,0,0,1,0,4,3,3,0,2,0,0,3,0,5,0,1,0,0,0,4,0,31,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,5,0,0,2,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0
25,Schweizerische Volkspartei (SVP),Jasmin Hutter-Hutter,1,0,0,0,1,0,0,7,0,0,3,2,0,0,1,0,0,0,0,2,0,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,3,0,2,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,10,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,3,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,Schweizerische Volkspartei (SVP),Jean Henri Dunant,3,0,0,0,2,0,1,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,Schweizerische Volkspartei (SVP),Josef Kunz,1,1,0,0,1,0,7,10,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,1,0,0,1,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,0,2,5,0,2,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,4,0,1,0,0,0,0,1,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,2,5,3,0,0,0,2,0,2,0,0,0,1,0,0,2,0,16,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,0,0,1,0,0,2,3,5,0,0,0,0,0,0,0,0,0,1,2,0,0,0
28,Schweizerische Volkspartei (SVP),Jürg Stahl,2,0,0,0,1,2,4,12,1,0,12,0,0,0,0,1,2,0,0,0,0,1,0,0,6,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,7,0,3,0,4,0,11,0,0,1,0,5,0,0,6,0,0,0,1,0,4,1,0,6,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,3,0,2,0,3,0,0,0,0,0,0,4,0,2,0,12,2,0,0,0,1,0,0,1,0,1,3,1,0,2,0,8,0,1,0,0,0,0,0,11,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,1,3,1,1,0,2,1,6,0,10,0,0,0,0,3,0,2,0,2,0,0,1
29,Schweizerische Volkspartei (SVP),Lieni Füglistaller,0,3,0,0,0,0,0,4,0,0,5,0,0,1,0,0,0,2,0,0,0,4,0,0,0,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,2,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,6,0,0,0,0,0,0,1,5,1,0,0,0
30,Schweizerische Volkspartei (SVP),Luzi Stamm,0,1,0,0,0,3,6,8,0,0,4,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,1,2,0,7,5,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2,0,0,0,11,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,2,9,0,8,5,1,0,0,0,1,0,0,0,1,0,2,0,0,3,0,2,0,1,0,0,0,2,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,2,1,0,0,1,6,0,0,1,0,0,0,0,0,1,2,0,0,0,1,3,0,0,2
31,Schweizerische Volkspartei (SVP),Marcel Scherer,0,1,0,0,0,1,1,13,1,0,10,0,0,0,0,0,0,1,0,0,0,0,1,0,4,0,7,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,2,3,0,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,1,0,0,0,0,1,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,3,0,2,0,2,0,3,2,1,0,4,0,6,0,0,0,3,1,0,0,3,2,0,0,1
